artist_id,artist_name,avg_track_popularity,song_portfolio_score
3E12tRURRvPfHz0hAMCFYc,Omar Courtz,78.1,34.222712238147736
4oLeXFyACqeem2VImYeBFe,Fred again..,75.0,32.8555678059537
7pbDxGE6nQSZVfiFdq9lOL,Rex Orange County,74.5,32.63506063947078
3nlpTZci9O5W8RsNoNH559,Juan Luis Guerra 4.40,69.2,30.29768467475193
1Fl1fc7bZfRVUCffh9Uudx,sma$her,68.6,30.03307607497243
6XwwFnewNgWp81MYMK8zLq,Edward Maya,55.5,24.255788313120178
6nxWCVXbOlEVRexSbLsTer,Flume,63.7,27.872105843439915
7z5WFjZAIYejWy0NI5lv4T,Dan + Shay,64.3,28.136714443219404
1NNRWkhwmcXRimFYSBpB1y,Yng Lvcas,59.9,26.196251378169787
5DaqVKaxeqDbJuxaIP9m4u,Danilo e Davi,61.2,26.769570011025362
4sCKpwwEsgReZxjtKFm2A0,Tucker Wetmore,68.8,30.1212789415656
1UAzmnFgjizIDvtHvnCdEq,Stebin Ben,52.8,23.065049614112457
6nS5roXSAGhTGr34W6n7Et,Disclosure,69.8,30.56229327453142
3hq7WoPJsrRP0KMSLhUgRz,Murilo Huff,69.4,30.38588754134509
7zAp0JbkavFg2rcMGvANtP,Shakthisree Gopalan,63.6,27.82800441014333
70B80Lwx2sxti0M1Ng9e8K,Udit Narayan,65.5,28.66593164277839
5UJ2sHO2ELrgW6aXeRLTQQ,Chinmayi,69.0,30.209481808158763
4STHEaNw4mPZ2tzheohgXB,Paul McCartney,64.6,28.269018743109147
4lxfqrEsLX6N1N4OCSkILp,Phil Collins,73.7,32.28224917309812
10exVja0key0uqUkk6LJRT,Vance Joy,68.4,29.94487320837927
20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,71.4,31.267916207276734
2mpeljBig2IXLXRAFO9AAs,Dido,57.9,25.314222712238145
1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,57.9,25.314222712238145
5L1lO4eRHmJ7a0Q6csE5cT,LISA,70.9,31.047409040793823
6AcOTCYBMvjKYy4zms0kaC,Banda El Recodo,68.0,29.768467475192942
4RfTXjK9aiiIKDaKUHpL57,Busy Signal,55.5,24.255788313120178
790FomKkXshlbRYZFtlgla,KAROL G,82.1,35.98676957001102
0ys2OFYzWYB5hRDLCsBqxt,Fuerza Regida,84.5,37.04520396912899
2LhsePRtgCo4THVKULQBL7,L.V.,30.1,13.054024255788313
757aE44tKEUQEqRuT6GnEB,Roddy Ricch,69.6,30.474090407938252
4boI7bJtmB1L3b1cuL75Zr,Mon Laferte,75.4,33.031973539140026
0XeEobZplHxzM9QzFQWLiR,Eslabon Armado,71.3,31.223814773980152
0eYCIajsbVsMjVUIkcomIY,Juan Reza,85.0,37.26571113561191
2JEjaa7hWhE1BbL3OcoeFR,Sujatha,55.3,24.16758544652701
3IZrrNonYELubLPJmqOci2,Nancy Sinatra,54.8,23.9470782800441
25uiPmTg16RbhZWAqwLBy5,Charli xcx,77.8,34.09040793825799
49e4v89VmlDcFCMyDv9wQ9,Dean Martin,72.5,31.75303197353914
5bXNU0MAF2HSqyFPhYtscH,Neckwav,64.71428571428571,28.319420381162384
1CbQrKvCpEnekM3QMGJtXK,MC Meno K,75.4,33.031973539140026
7oPgCQqMMXEXrNau5vxYZP,Tracy Chapman,67.7,29.6361631753032
