rank,artist_name,track_name,daily_streams,streams_plus,seven_day,seven_day_plus,total_streams,artist_url,track_url
11,HUNTR/X,"Golden (w/ Ejae, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast)","1,024,166","-48,903","7,629,844","-114,101","262,815,714",https://kworb.net/spotify/artist/2yNNYQBChuox9A5Ka93BIn_albums.html,https://kworb.net/spotify/track/1CPZ5BxNNd0n0nF4Orb9JS.html
12,Michael BublÃ©,It's Beginning to Look a Lot Like Christmas,"1,018,292","+27,278","5,375,361","+463,257","287,273,186",https://kworb.net/spotify/artist/1GxkXlMwML1oSg5eLPiAz3_albums.html,https://kworb.net/spotify/track/0lLdorYw7lVrJydTINhWdI.html
13,Darlene Love,Christmas (Baby Please Come Home),"1,008,684","-4,755","5,285,816","+471,034","145,959,712",https://kworb.net/spotify/artist/391oLRVmoTkumiN79HkTWu_albums.html,https://kworb.net/spotify/track/47ohYW8e7dxCYn9qbUMBCI.html
14,Taylor Swift,The Fate of Ophelia,"982,248","-51,826","8,206,111","-166,340","151,888,351",https://kworb.net/spotify/artist/06HL4z0CvFAxyc27GXpf02_albums.html,https://kworb.net/spotify/track/53iuhJlwXhSER5J2IYYv1W.html
15,Olivia Dean,Man I Need,"967,510","-21,034","8,069,686","-211,334","102,937,699",https://kworb.net/spotify/artist/00x1fYSGhdqScXBRpSj3DW_albums.html,https://kworb.net/spotify/track/1qbmS6ep2hbBRaEZFpn7BX.html
16,Michael BublÃ©,Holly Jolly Christmas,"957,166","-71,287","5,377,768","+440,528","201,774,800",https://kworb.net/spotify/artist/1GxkXlMwML1oSg5eLPiAz3_albums.html,https://kworb.net/spotify/track/6tjituizSxwSmBB5vtgHZE.html
17,Bing Crosby,"White Christmas - 1947 Version (w/ Ken Darby Singers, John Scott Trotter & His Orchestra)","866,400","-10,422","4,470,192","+453,347","37,455,329",https://kworb.net/spotify/artist/6ZjFtWeHP9XN7FeKSUe80S_albums.html,https://kworb.net/spotify/track/3XsaSIPWvM61RIFfeb0BBR.html
18,JosÃ© Feliciano,Feliz Navidad,"851,810","-13,376","4,458,516","+417,682","212,992,303",https://kworb.net/spotify/artist/7K78lVZ8XzkjfRSI7570FF_albums.html,https://kworb.net/spotify/track/3qCeq0rWK67SoBDgFd2sId.html
19,Burl Ives,A Holly Jolly Christmas - Single Version,"834,645","+1,063","3,930,239","+434,816","232,268,021",https://kworb.net/spotify/artist/0MHgLfmQdutffmvWe5XBTN_albums.html,https://kworb.net/spotify/track/77khP2fIVhSW23NwxrRluh.html
20,Olivia Dean,So Easy (To Fall In Love),"780,438","+30,141","6,110,906","-50,064","47,783,411",https://kworb.net/spotify/artist/00x1fYSGhdqScXBRpSj3DW_albums.html,https://kworb.net/spotify/track/6sGIMrtIzQjdzNndVxe397.html
21,Perry Como,"It's Beginning to Look a Lot Like Christmas (w/ The Fontane Sisters, Mitchell Ayres & His Orchestra)","774,541","-10,199","3,956,947","+412,177","183,654,271",https://kworb.net/spotify/artist/5v8jlSmAQfrkTjAlpUfWtu_albums.html,https://kworb.net/spotify/track/2pXpURmn6zC5ZYDMms6fwa.html
22,Chuck Berry,Run Rudolph Run - Single Version,"756,738","-25,679","3,919,266","+390,292","160,973,276",https://kworb.net/spotify/artist/293zczrfYafIItmnmM3coR_albums.html,https://kworb.net/spotify/track/2pnPe4pJtq7689i5ydzvJJ.html
23,Justin Bieber,Mistletoe,"754,828","+11,957","4,003,425","+347,210","187,429,567",https://kworb.net/spotify/artist/1uNFoZAHBGtllmzznpCI3s_albums.html,https://kworb.net/spotify/track/7xapw9Oy21WpfEcib2ErSA.html
24,Sia,Snowman,"744,034","-9,577","4,040,636","+317,442","103,680,836",https://kworb.net/spotify/artist/5WUlDfRSoLAfcVSX1WnrxN_albums.html,https://kworb.net/spotify/track/7uoFMmxln0GPXQ0AcCBXRq.html
25,Eagles,Please Come Home for Christmas - Eagles 2013 Remaster,"743,176","+23,728","3,713,429","+412,709","74,556,540",https://kworb.net/spotify/artist/0ECwFtbIWEVNwjlrfc6xoL_albums.html,https://kworb.net/spotify/track/3QIoEi8Enr9uHffwInGIsC.html
26,Alex Warren,Ordinary,"726,189","+5,236","5,871,421","-91,425","296,043,208",https://kworb.net/spotify/artist/0fTSzq9jAh4c36UVb4V7CB_albums.html,https://kworb.net/spotify/track/2RkZ5LkEzeHGRsmDqKwmaJ.html
27,sombr,back to friends,"710,541","+19,866","5,204,636","-12,335","253,249,877",https://kworb.net/spotify/artist/4G9NDjRyZFDlJKMRL8hx3S_albums.html,https://kworb.net/spotify/track/0FTmksd2dxiE5e3rWyJXs6.html
28,Elvis Presley,Blue Christmas,"697,422","-1,422","3,201,042","+383,156","167,774,088",https://kworb.net/spotify/artist/43ZHCT0cAZBISjO8DG9PnE_albums.html,https://kworb.net/spotify/track/3QiAAp20rPC3dcAtKtMaqQ.html
29,Bing Crosby,Mele Kalikimaka (Merry Christmas) (w/ The Andrews Sisters),"677,661","-6,109","2,818,158","+380,581","26,933,420",https://kworb.net/spotify/artist/6ZjFtWeHP9XN7FeKSUe80S_albums.html,https://kworb.net/spotify/track/04vLj9QUXoKdRlsp3gkURo.html
30,Paul McCartney,Wonderful Christmastime - Edited Version / Remastered 2011,"676,640","+6,182","3,492,883","+336,090","102,887,520",https://kworb.net/spotify/artist/4STHEaNw4mPZ2tzheohgXB_albums.html,https://kworb.net/spotify/track/1SV1fxF65n9NhRHp3KlBuu.html
31,Frank Sinatra,Jingle Bells - Remastered 1999,"663,387","-1,489","2,733,595","+361,716","95,982,744",https://kworb.net/spotify/artist/1Mxqyy3pSjf8kZZL4QVxS0_albums.html,https://kworb.net/spotify/track/4HEOgBHRCExyYVeTyrXsnL.html
32,Ella Langley,Choosin' Texas,"655,008","-25,430","5,187,930","+3,554","25,770,158",https://kworb.net/spotify/artist/6BRxQ8cD3eqnrVj6WKDok8_albums.html,https://kworb.net/spotify/track/65DbTqJKhbwqYbZ1Okr0rc.html
33,Vince Guaraldi Trio,Christmas Time Is Here - Vocal - Album Version,"654,415","-6,338","3,106,677","+336,256","69,908,199",https://kworb.net/spotify/artist/4ytkhMSAnrDP8XzRNlw9FS_albums.html,https://kworb.net/spotify/track/3bMfUUpzUzqWp9II00yRhE.html
34,Burl Ives,Rudolph The Red-Nosed Reindeer,"629,087","+3,203","2,556,131","+629,087","94,029,930",https://kworb.net/spotify/artist/0MHgLfmQdutffmvWe5XBTN_albums.html,https://kworb.net/spotify/track/47otoIkhx3fkdivEXL5OB6.html
35,Radiohead,Creep,"626,677","-4,497","4,544,144","+27,162","245,124,750",https://kworb.net/spotify/artist/4Z8W4fKeB5YxbusRsdQVPb_albums.html,https://kworb.net/spotify/track/70LcF31zb1H0PyJoS1Sx1r.html
36,Frank Sinatra,Have Yourself A Merry Little Christmas - Remastered,"626,662","-4,231","2,607,141","+298,555","61,744,269",https://kworb.net/spotify/artist/1Mxqyy3pSjf8kZZL4QVxS0_albums.html,https://kworb.net/spotify/track/2FPfeYlrbSBR8PwCU0zaqq.html
37,The Neighbourhood,Sweater Weather,"625,972","-1,699","4,457,851","-26,860","984,293,570",https://kworb.net/spotify/artist/77SW9BnxLY8rJ0RciFqkHh_albums.html,https://kworb.net/spotify/track/2QjOHCTQ1Jl3zawyYOpxh6.html
38,Taylor Swift,Opalite,"625,436","-19,424","5,229,662","-117,883","115,834,900",https://kworb.net/spotify/artist/06HL4z0CvFAxyc27GXpf02_albums.html,https://kworb.net/spotify/track/3yWuTOYDztXjZxdE2cIRUa.html
39,Eartha Kitt,Santa Baby (w/ Henri RenÃ© and His Orchestra),"617,449","-17,945","2,639,140","+323,184","131,815,844",https://kworb.net/spotify/artist/1AwO9pWEBSBoWdEZu28XDC_albums.html,https://kworb.net/spotify/track/1foCxQtxBweJtZmdxhEHVO.html
40,The Beach Boys,"Little Saint Nick - 1991 Remix (w/ Mark Linett, Sweet, Larry Walsh)","606,842","-9,730","2,525,445","+606,842","119,886,913",https://kworb.net/spotify/artist/3oDbviiivRWhXwIE8hxkVV_albums.html,https://kworb.net/spotify/track/5xlS0QkVrSH7ssEbBgBzbM.html
41,Morgan Wallen,I Got Better,"596,501","-38,200","4,776,366","-14,994","148,081,770",https://kworb.net/spotify/artist/4oUHIQIBe0LHzYfvXNW4QM_albums.html,https://kworb.net/spotify/track/4gfrYDtaRmp6HPvN80V2ob.html
42,Mykola Dmytrovych Leontovych,Carol of the Bells (w/ John Williams),"582,899","+39,770","2,354,638","+273,064","119,315,087",https://kworb.net/spotify/artist/6lBN3Tzt61u8i9AJoAhKzF_albums.html,https://kworb.net/spotify/track/4tHqQMWSqmL6YjXwsqthDI.html
43,RAYE,WHERE IS MY HUSBAND!,"572,270","-3,789","4,500,578","-16,023","38,285,213",https://kworb.net/spotify/artist/5KKpBU5eC2tJDzf0wmlRp2_albums.html,https://kworb.net/spotify/track/55lijDD6OAjLFFUHU9tcDm.html
44,Fleetwood Mac,Dreams - 2004 Remaster,"568,280","-22,745","3,989,465","-16,357","720,811,231",https://kworb.net/spotify/artist/08GQAI4eElDnROBrJRGE0X_albums.html,https://kworb.net/spotify/track/0ofHAoxe9vBkTCp2UQIavz.html
45,Gene Autry,Here Comes Santa Claus (Right Down Santa Claus Lane),"561,266","-1,831","2,347,421","+561,266","93,529,686",https://kworb.net/spotify/artist/5ixB75BQR3ADoWQkcHQJTs_albums.html,https://kworb.net/spotify/track/25leEEaz1gIpp7o21Fqyjo.html
46,Laufey,Winter Wonderland,"557,019","-28,552","2,447,018","+557,019","2,447,018",https://kworb.net/spotify/artist/7gW0r5CkdEUMm42w9XpyZO_albums.html,https://kworb.net/spotify/track/6eODMWDVi22dpEZJoqg5h7.html
47,The Goo Goo Dolls,Iris,"544,528",-975,"3,955,642","-37,820","304,462,934",https://kworb.net/spotify/artist/2sil8z5kiy4r76CRTXxBCA_albums.html,https://kworb.net/spotify/track/6Qyc6fS4DsZjB2mRW9DsQs.html
48,Billie Eilish,BIRDS OF A FEATHER,"533,826","+1,440","3,945,034","-39,044","697,500,355",https://kworb.net/spotify/artist/6qqNVTkY8uBg9cP3Jd7DAH_albums.html,https://kworb.net/spotify/track/6dOtVTDdiauQNBQEDOtlAB.html
49,The Killers,Mr. Brightside,"527,173","-16,790","3,825,959","-6,949","660,896,907",https://kworb.net/spotify/artist/0C0XlULifJtAgn6ZNCW2eu_albums.html,https://kworb.net/spotify/track/003vvx7Niy0yvhvHt4a68B.html
50,Nat King Cole,Deck The Hall,"521,015","-4,916","2,181,618","+521,015","85,321,964",https://kworb.net/spotify/artist/7v4imS0moSyGdXyLgVTIV7_albums.html,https://kworb.net/spotify/track/0rHToGels2lt8Y0mCYoF90.html
51,Saja Boys,"Your Idol (w/ Andrew Choi, Neckwav, Danny Chung, KEVIN WOO, samUIL Lee, KPop Demon Hunters Cast)","517,971","-22,699","3,925,356","-43,324","182,304,408",https://kworb.net/spotify/artist/0BJ2EjOqcfgFvlZXNKrNbE_albums.html,https://kworb.net/spotify/track/1I37Zz2g3hk9eWxaNkj031.html
52,Frank Sinatra,Let It Snow! Let It Snow! Let It Snow! (w/ B. Swanson Quartet),"512,172","-7,624","1,868,280","+512,172","181,698,824",https://kworb.net/spotify/artist/1Mxqyy3pSjf8kZZL4QVxS0_albums.html,https://kworb.net/spotify/track/4kKdvXD0ez7jp1296JmAts.html
53,John Lennon,Happy Xmas (War Is Over) - Remastered 2010 (w/ Yoko Ono),"499,733","+6,049","1,711,731","+499,733","86,571,252",https://kworb.net/spotify/artist/4x1nvY2FN8jxqAFA0DA02H_albums.html,https://kworb.net/spotify/track/27RYrbL6S02LNVhDWVl38b.html
54,Tate McRae,TIT FOR TAT,"485,970","-39,157","4,111,802","-287,914","58,038,202",https://kworb.net/spotify/artist/45dkTj5sMRSjrmBSBeiHym_albums.html,https://kworb.net/spotify/track/04a44cx2PJthIbN2aLMXhl.html
55,Saja Boys,"Soda Pop (w/ Andrew Choi, Neckwav, Danny Chung, KEVIN WOO, samUIL Lee, KPop Demon Hunters Cast)","482,447","-38,085","3,753,886","-77,149","156,350,307",https://kworb.net/spotify/artist/0BJ2EjOqcfgFvlZXNKrNbE_albums.html,https://kworb.net/spotify/track/02sy7FAs8dkDNYsHp4Ul3f.html
56,Djo,End of Beginning,"474,986","+79,612","2,793,219","+181,360","324,482,547",https://kworb.net/spotify/artist/5p9HO3XC5P3BLxJs5Mtrhm_albums.html,https://kworb.net/spotify/track/3qhlB30KknSejmIvZZLjOD.html
57,Donny Hathaway,This Christmas,"466,475","-4,276","1,681,226","+466,475","73,409,323",https://kworb.net/spotify/artist/0HU0U9kdXEHZVxUNbuQe8S_albums.html,https://kworb.net/spotify/track/7MSYSOobsombc1mbDWFxtD.html
58,Bing Crosby,Do You Hear What I Hear?,"464,788","-7,659","1,653,357","+464,788","57,705,609",https://kworb.net/spotify/artist/6ZjFtWeHP9XN7FeKSUe80S_albums.html,https://kworb.net/spotify/track/4EZUcj7c8n9pWIwHqN0DoH.html
59,The MarÃ­as,No One Noticed,"463,279",-381,"3,206,990","-47,940","329,083,587",https://kworb.net/spotify/artist/2sSGPbdZJkaSE2AbcGOACx_albums.html,https://kworb.net/spotify/track/3siwsiaEoU4Kuuc9WKMUy5.html
60,Kelly Clarkson,"Santa, Canât You Hear Me (w/ Ariana Grande)","462,006","+2,593","1,659,981","+462,006","42,868,387",https://kworb.net/spotify/artist/3BmGtnKgCSGYIUhmivXKWX_albums.html,https://kworb.net/spotify/track/2O3MQ6H3gjrIWDcpeTrikT.html
61,Sabrina Carpenter,A Nonsense Christmas,"461,606","+5,421","1,654,537","+461,606","32,763,825",https://kworb.net/spotify/artist/74KM79TiuVKeVCqs8QtB0B_albums.html,https://kworb.net/spotify/track/7yogx3TwxGwSxO2QITsT2q.html
62,The MarÃ­as,Sienna,"455,733","+16,347","3,221,523","-16,876","78,966,545",https://kworb.net/spotify/artist/2sSGPbdZJkaSE2AbcGOACx_albums.html,https://kworb.net/spotify/track/0InIeZW4P6VO7dUGRM4AKH.html
63,Don Toliver,No Pole,"455,491","-20,454","3,175,033","-34,886","219,415,797",https://kworb.net/spotify/artist/4Gso3d4CscCijv0lmajZWs_albums.html,https://kworb.net/spotify/track/0eaVIYo2zeOaGJeqZ5TwYz.html
64,Gwen Stefani,You Make It Feel Like Christmas (w/ Blake Shelton),"451,536","-3,916","1,621,313","+451,536","62,868,763",https://kworb.net/spotify/artist/4yiQZ8tQPux8cPriYMWUFP_albums.html,https://kworb.net/spotify/track/2OQ6a4CfUeYskpTTgyawyJ.html
65,Arctic Monkeys,505,"450,993","+34,151","3,449,204","-57,936","693,896,510",https://kworb.net/spotify/artist/7Ln80lUS6He07XvHI8qqHH_albums.html,https://kworb.net/spotify/track/58ge6dfP91o9oXMzq3XkIS.html
66,Coldplay,Sparks,"449,507","+17,616","3,457,914","-43,231","207,133,950",https://kworb.net/spotify/artist/4gzpq5DPGxSnKTe4SA8HAU_albums.html,https://kworb.net/spotify/track/7D0RhFcb3CrfPuTJ0obrod.html
67,HUNTR/X,"How Itâs Done (w/ Ejae, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast)","436,283","-12,339","3,318,967","-42,312","150,111,578",https://kworb.net/spotify/artist/2yNNYQBChuox9A5Ka93BIn_albums.html,https://kworb.net/spotify/track/3RXUgPNIbUgFxsDWuBQEt6.html
68,Tame Impala,Dracula,"434,209","-34,856","3,656,021","-101,060","43,923,094",https://kworb.net/spotify/artist/5INjqkS1o8h1imAzPqGZBb_albums.html,https://kworb.net/spotify/track/1NXbNEAcPvY5G1xvfN57aA.html
69,HUNTR/X,"What It Sounds Like (w/ Ejae, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast)","427,541","-28,390","3,345,713","-37,435","134,033,382",https://kworb.net/spotify/artist/2yNNYQBChuox9A5Ka93BIn_albums.html,https://kworb.net/spotify/track/5sBDrrtLGbV64QJnEqfjer.html
70,Zach Bryan,Something in the Orange,"414,261","+7,411","2,848,825",-537,"845,388,652",https://kworb.net/spotify/artist/40ZNYROS4zLfyyBSs2PGe2_albums.html,https://kworb.net/spotify/track/3WMj8moIAXJhHsyLaqIIHI.html
71,The Weeknd,Timeless (w/ Playboi Carti),"402,810","-50,639","3,655,381","-87,953","374,885,138",https://kworb.net/spotify/artist/1Xyo4u8uXC1ZmMpatF05PJ_albums.html,https://kworb.net/spotify/track/0FIDCNYYjNvPVimz5icugS.html
72,Bruce Springsteen,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975","402,502","-5,135","1,177,434","+402,502","81,816,790",https://kworb.net/spotify/artist/3eqjTLE0HfPfh78zjh6TqT_albums.html,https://kworb.net/spotify/track/6s2wpWPFPAgKg2LXxi1Oee.html
73,Lady Gaga,Die With A Smile (w/ Bruno Mars),"400,278","-3,936","3,326,465","-114,793","543,006,848",https://kworb.net/spotify/artist/1HY2Jd0NmPuamShAr6KMms_albums.html,https://kworb.net/spotify/track/2plbrEY59IikOBgBGLjaoe.html
74,Morgan Wallen,What I Want (w/ Tate McRae),"399,125","-23,644","3,167,707","-68,320","168,140,837",https://kworb.net/spotify/artist/4oUHIQIBe0LHzYfvXNW4QM_albums.html,https://kworb.net/spotify/track/04emojnbYkrRmv5qtJcgVP.html
75,Kate Bush,Running Up That Hill (A Deal With God),"397,713","+4,445","1,496,636","+397,713","166,225,743",https://kworb.net/spotify/artist/1aSxMhuvixZ8h9dK9jIDwL_albums.html,https://kworb.net/spotify/track/75FEaRjZTKLhTrFGsfMUXR.html
76,Pentatonix,Hallelujah,"395,372","+3,763","1,416,937","+395,372","60,113,625",https://kworb.net/spotify/artist/26AHtbjWKiwYzsoGoUZq53_albums.html,https://kworb.net/spotify/track/550rQQCGkrTzvp4SfpOPzx.html
77,Olivia Dean,A Couple Minutes,"395,121","+12,805","2,968,493","-22,086","11,816,463",https://kworb.net/spotify/artist/00x1fYSGhdqScXBRpSj3DW_albums.html,https://kworb.net/spotify/track/312z6PZ8wwREck8613PkJk.html
78,The Jackson 5,I Saw Mommy Kissing Santa Claus,"394,328","-21,791","1,442,857","+394,328","70,701,920",https://kworb.net/spotify/artist/2iE18Oxc8YSumAU232n4rW_albums.html,https://kworb.net/spotify/track/3lkYS3iMpWMVpaJ0yJAFrJ.html
79,Gayla Peevey,I Want a Hippopotamus for Christmas (Hippo the Hero),"393,225","-13,150","1,163,789","+393,225","31,891,264",https://kworb.net/spotify/artist/1suIIDedjFJRuu8k7b55hZ_albums.html,https://kworb.net/spotify/track/5P8Xvy5tzhmfyfA6GplQ8h.html
80,Ravyn Lenae,Love Me Not,"392,622","+2,617","3,020,796","-96,045","191,394,900",https://kworb.net/spotify/artist/5RTLRtXjbXI2lSXc6jxlAz_albums.html,https://kworb.net/spotify/track/4WFgvKVfEhb3IUAFGrutTR.html
81,Tate McRae,NOBODY'S GIRL,"389,974","-34,572","4,046,499","-274,704","6,939,221",https://kworb.net/spotify/artist/45dkTj5sMRSjrmBSBeiHym_albums.html,https://kworb.net/spotify/track/3B2ZpJeewPvhAkjXtTkdtJ.html
82,Kendrick Lamar,luther,"389,935","-26,727","3,001,010","-45,548","448,914,624",https://kworb.net/spotify/artist/2YZyLoL8N0Wb9xBt1NhZWg_albums.html,https://kworb.net/spotify/track/2CGNAOSuO1MEFCbBRgUzjd.html
83,Tame Impala,The Less I Know The Better,"388,567","+11,093","2,756,618","-17,628","289,992,061",https://kworb.net/spotify/artist/5INjqkS1o8h1imAzPqGZBb_albums.html,https://kworb.net/spotify/track/6K4t31amVTZDgR3sKmwUJJ.html
84,KATSEYE,Gabriela,"387,872",-944,"3,123,605","-70,874","79,445,966",https://kworb.net/spotify/artist/3c0gDdb9lhnHGFtP4prQpn_albums.html,https://kworb.net/spotify/track/1xOqGUkyxGQRdCvGpvWKmL.html
85,Ella Langley,weren't for the wind,"383,031","-27,877","3,278,757","-74,674","92,824,591",https://kworb.net/spotify/artist/6BRxQ8cD3eqnrVj6WKDok8_albums.html,https://kworb.net/spotify/track/2A22iI0x4EYAVXNpKPhNEM.html
86,Disco Lines,No Broke Boys (w/ Tinashe),"382,363","-19,113","3,085,507","-118,482","95,881,988",https://kworb.net/spotify/artist/5Kmr0b3ip8g9P2i0dLTC3Z_albums.html,https://kworb.net/spotify/track/3cZajhyr8LmtPfHZ9296tj.html
87,Drake,Headlines,"381,888","-11,531","2,824,327","-32,275","101,259,927",https://kworb.net/spotify/artist/3TVXtAsR1Inumwj472S9r4_albums.html,https://kworb.net/spotify/track/6LxSe8YmdPxy095Ux6znaQ.html
88,Teddy Swims,Lose Control,"381,296","-19,954","3,177,675","-114,822","554,807,077",https://kworb.net/spotify/artist/33qOK5uJ8AR2xuQQAhHump_albums.html,https://kworb.net/spotify/track/17phhZDn6oGtzMe56NuWvj.html
89,sombr,undressed,"379,653","-5,429","2,666,391","-29,189","188,123,927",https://kworb.net/spotify/artist/4G9NDjRyZFDlJKMRL8hx3S_albums.html,https://kworb.net/spotify/track/4AajxCEwGEsmHmT4H1TwjY.html
90,Morgan Wallen,I'm The Problem,"379,089","-51,114","3,287,735","-58,426","210,460,849",https://kworb.net/spotify/artist/4oUHIQIBe0LHzYfvXNW4QM_albums.html,https://kworb.net/spotify/track/7AeM1BGYM7emrqmQn1PuWv.html
91,Taylor Swift,Christmas Tree Farm,"378,379",-482,"1,105,769","+378,379","57,206,390",https://kworb.net/spotify/artist/06HL4z0CvFAxyc27GXpf02_albums.html,https://kworb.net/spotify/track/2mvabkN1i2gLnGAPUVdwek.html
92,Riley Green,Worst Way,"377,190","+2,198","3,246,498","-99,841","160,915,743",https://kworb.net/spotify/artist/2QMsj4XJ7ne2hojxt6v5eb_albums.html,https://kworb.net/spotify/track/1osfLqL6L2iQsirRf83ded.html
93,Tate McRae,ANYTHING BUT LOVE,"376,515","-17,829","3,691,806","-248,195","6,163,848",https://kworb.net/spotify/artist/45dkTj5sMRSjrmBSBeiHym_albums.html,https://kworb.net/spotify/track/66tlRqExpkn4kRyuxelzs5.html
94,Olivia Dean,Nice To Each Other,"375,275","-8,008","3,487,078","-86,667","37,201,863",https://kworb.net/spotify/artist/00x1fYSGhdqScXBRpSj3DW_albums.html,https://kworb.net/spotify/track/7gKxCvTDWwV9wBhdeBbr3l.html
95,Jonas Brothers,Like It's Christmas,"375,169","-25,392","1,143,460","+375,169","50,090,099",https://kworb.net/spotify/artist/7gOdHgIoIKoe4i9Tta6qdD_albums.html,https://kworb.net/spotify/track/1OjmlSFuzYflWjSMTCyTJv.html
96,Chappell Roan,Pink Pony Club,"373,005","-18,515","2,920,991","-87,424","428,421,653",https://kworb.net/spotify/artist/7GlBOeep6PqTfFi59PTUUN_albums.html,https://kworb.net/spotify/track/6393yGahSJ9slVdOwSxOVR.html
97,sombr,12 to 12,"372,364","+5,989","2,723,607","-22,725","74,878,061",https://kworb.net/spotify/artist/4G9NDjRyZFDlJKMRL8hx3S_albums.html,https://kworb.net/spotify/track/05od2qm2MTSKCHxy1GBp5W.html
98,EsDeeKid,Phantom (w/ Rico Ace),"371,945","-9,482","2,644,717","+53,103","4,638,005",https://kworb.net/spotify/artist/0EyhkwP3UnwGFBy6xwKjSy_albums.html,https://kworb.net/spotify/track/57Z6TJCTMACXxdrcwZ3Zvf.html
99,Tate McRae,Sports car,"371,874","-2,495","3,152,003","-112,207","210,797,925",https://kworb.net/spotify/artist/45dkTj5sMRSjrmBSBeiHym_albums.html,https://kworb.net/spotify/track/5UJbgR4XF4y1DvbkxEqe8S.html
100,Gigi Perez,Sailor Song,"370,771","+13,580","2,720,513","-21,690","404,250,958",https://kworb.net/spotify/artist/1iCnM8foFssWlPRLfAbIwo_albums.html,https://kworb.net/spotify/track/2262bWmqomIaJXwCRHr13j.html
101,RUMI,"Free (w/ Jinu, Ejae, Andrew Choi, KPop Demon Hunters Cast)","370,383","-15,225","2,691,694","-32,869","119,297,036",https://kworb.net/spotify/artist/5sUZGmvurxH1pOXNabE3yJ_albums.html,https://kworb.net/spotify/track/5DxDLsW6PsLz5gkwC7Mk5S.html
102,Zach Bryan,I Remember Everything (w/ Kacey Musgraves),"370,191","-49,792","2,953,115","-33,936","718,071,268",https://kworb.net/spotify/artist/40ZNYROS4zLfyyBSs2PGe2_albums.html,https://kworb.net/spotify/track/4KULAymBBJcPRpk1yO4dOG.html
103,Sabrina Carpenter,Manchild,"367,529","-28,470","3,273,974","-57,506","152,460,973",https://kworb.net/spotify/artist/74KM79TiuVKeVCqs8QtB0B_albums.html,https://kworb.net/spotify/track/42UBPzRMh5yyz0EDPr6fr1.html
104,Andy Williams,Happy Holiday / The Holiday Season,"366,452","-14,066","1,096,617","+366,452","62,833,350",https://kworb.net/spotify/artist/4sj6D0zlMOl25nprDJBiU9_albums.html,https://kworb.net/spotify/track/1Wf14bTyb6UeKojy8ykPYm.html
