rank,artist_name,track_name,daily_streams,streams_plus,seven_day,seven_day_plus,total_streams,artist_url,track_url
144,Kendrick Lamar,All The Stars (w/ SZA),"333,645","+21,664","2,489,663","-72,976","598,879,345",https://kworb.net/spotify/artist/2YZyLoL8N0Wb9xBt1NhZWg_albums.html,https://kworb.net/spotify/track/3GCdLUSnKSMJhs4Tj6CV3s.html
145,"Tyler, The Creator",Sugar On My Tongue,"331,661","+19,892","2,471,920","-66,103","89,125,486",https://kworb.net/spotify/artist/4V8LLVI7PbaPR0K2TGSxFF_albums.html,https://kworb.net/spotify/track/6xV7Be6XEvkSnighmh2Tzj.html
146,Morgan Wallen,Just In Case,"331,609","+8,549","2,630,262","-103,511","188,406,584",https://kworb.net/spotify/artist/4oUHIQIBe0LHzYfvXNW4QM_albums.html,https://kworb.net/spotify/track/5z0LSDpPpGwc2ZyJHpsE3J.html
147,Radiohead,Let Down,"329,078","-9,641","2,693,738","-56,678","87,682,678",https://kworb.net/spotify/artist/4Z8W4fKeB5YxbusRsdQVPb_albums.html,https://kworb.net/spotify/track/2fuYa3Lx06QQJAm0MjztKr.html
148,Elton John,Step Into Christmas,"328,279","+34,193","622,365","+328,279","44,658,641",https://kworb.net/spotify/artist/3PhoLpVuITZKcymswpck5b_albums.html,https://kworb.net/spotify/track/6sBWmE23q6xQHlnEZ8jYPT.html
149,Treaty Oak Revival,Missed Call,"327,342",,"1,075,134","-57,994","83,680,382",https://kworb.net/spotify/artist/3444S3C4U9Ts86BnCtSPRV_albums.html,https://kworb.net/spotify/track/6ybZUqlfk938oS6WeBmDab.html
150,Fuerza Regida,Marlboro Rojo,"324,802","+32,968","1,915,535","-66,155","77,295,996",https://kworb.net/spotify/artist/0ys2OFYzWYB5hRDLCsBqxt_albums.html,https://kworb.net/spotify/track/3hpm0fTeSqlhJbnqAgaLZs.html
151,Vince Guaraldi Trio,O Tannenbaum,"322,249","+31,305","613,193","+322,249","54,564,002",https://kworb.net/spotify/artist/4ytkhMSAnrDP8XzRNlw9FS_albums.html,https://kworb.net/spotify/track/34rzJNfTd5e9s3TICFMPD0.html
152,Dean Martin,"Baby, It's Cold Outside","322,145","+37,974","606,316","+322,145","84,609,749",https://kworb.net/spotify/artist/49e4v89VmlDcFCMyDv9wQ9_albums.html,https://kworb.net/spotify/track/4MrfQL4TYQXJBlZYpAHTuE.html
153,Hudson Westbrook,House Again,"321,854","-18,155","2,627,115","-81,653","96,225,864",https://kworb.net/spotify/artist/0C4gtx1iHMfuaQ73GKWvtZ_albums.html,https://kworb.net/spotify/track/1zM8S2pnIclcdTmrfFnWtX.html
154,J. Cole,No Role Modelz,"320,931","+31,499","2,376,068","-76,698","1,228,967,984",https://kworb.net/spotify/artist/6l3HvQ5sa6mXTsMTB19rO5_albums.html,https://kworb.net/spotify/track/68Dni7IE4VyPkTOH9mRWHr.html
155,Drake,"One Dance (w/ Wizkid, Kyla)","320,755","+41,921","2,323,485","-45,755","554,575,193",https://kworb.net/spotify/artist/3TVXtAsR1Inumwj472S9r4_albums.html,https://kworb.net/spotify/track/1zi7xx7UVEFkmKfv06H8x0.html
156,Judy Garland,Have Yourself A Merry Little Christmas,"319,980","+41,849","598,111","+319,980","48,355,551",https://kworb.net/spotify/artist/0hItVPjwJLVZrFqOyIsxPf_albums.html,https://kworb.net/spotify/track/030mot3ZKR3oskfMsqDB2R.html
157,Jimin,Who,"319,726","-3,918","2,295,331","+319,726","433,286,920",https://kworb.net/spotify/artist/1oSPZhvZMIrWW5I41kPkkY_albums.html,https://kworb.net/spotify/track/7tI8dRuH2Yc6RuoTjxo4dU.html
158,Dream Supplier,"Clean Baby Sleep White Noise (Loopable) (w/ Baby Sleeps, Background White Noise)","318,439","-21,138","993,723","+318,439","1,282,230",https://kworb.net/spotify/artist/6Cqtx9fpxzggIMuKn0RGCp_albums.html,https://kworb.net/spotify/track/6OFCzD4d8kjBOJHxz41gqA.html
159,wifiskeleton,Nope your too late i already died (w/ i wanna be a jack-o-lantern),"317,956","+28,476","1,597,488","-22,888","93,187,886",https://kworb.net/spotify/artist/0TvvDswOgvPbgSPK2RDf62_albums.html,https://kworb.net/spotify/track/0hta2Lb2zKJ7kEnAEZEE3G.html
160,Ed Sheeran,Merry Christmas (w/ Elton John),"317,355","+35,076","599,634","+317,355","21,865,582",https://kworb.net/spotify/artist/6eUKZXaKkcviH0Ku9w2n3V_albums.html,https://kworb.net/spotify/track/0aoUM0zcu0kCX7Cv7O939I.html
161,Riley Green,Don't Mind If I Do (w/ Ella Langley),"315,704","+3,255","2,595,428","-113,465","34,456,330",https://kworb.net/spotify/artist/2QMsj4XJ7ne2hojxt6v5eb_albums.html,https://kworb.net/spotify/track/1FHIZknONrV2c20w0x5AVG.html
162,Noah Kahan,Stick Season,"315,535","-33,554","2,693,318","-64,045","715,754,451",https://kworb.net/spotify/artist/2RQXRUsr4IW1f3mKyKsy4B_albums.html,https://kworb.net/spotify/track/0mflMxspEfB0VbI1kyLiAv.html
163,Tate McRae,Revolving door,"314,742","+18,804","2,559,772","-182,910","117,398,876",https://kworb.net/spotify/artist/45dkTj5sMRSjrmBSBeiHym_albums.html,https://kworb.net/spotify/track/541sN2qNfIlllGn9nGOQoC.html
164,Kanye West,Flashing Lights (w/ Dwele),"314,338","+34,901","2,288,555","-73,026","325,214,714",https://kworb.net/spotify/artist/5K4W6rqBFWDnAN6FQUkS6x_albums.html,https://kworb.net/spotify/track/5TRPicyLGbAF2LGBFbHGvO.html
165,Hazbin Hotel,"Love In A Bottle (w/ Keith David, Lilli Cooper, Kimiko Glenn, Krystina Alabado, Sam Haft, Andrew Underberg)","310,360","-7,287","2,592,814","-91,570","7,037,867",https://kworb.net/spotify/artist/3trytB1YUZ6SSOKlMcnK1l_albums.html,https://kworb.net/spotify/track/7u3BVQ9DG1KA9c3Q8W3BLr.html
166,Laufey,Santa Baby,"309,378","+23,904","594,852","+309,378","12,945,318",https://kworb.net/spotify/artist/7gW0r5CkdEUMm42w9XpyZO_albums.html,https://kworb.net/spotify/track/45fY77CtQcaLXPSzuDgIV0.html
167,The Red Clay Strays,Wondering Why,"308,713","+8,181","2,430,092","-103,509","243,757,641",https://kworb.net/spotify/artist/6IKlXZEFOvk9itrP1s0knJ_albums.html,https://kworb.net/spotify/track/1HbzxLqpNVPdiBXvpC7Ovb.html
168,Pentatonix,"Mary, Did You Know?","307,564","+19,791","595,337","+307,564","41,841,978",https://kworb.net/spotify/artist/26AHtbjWKiwYzsoGoUZq53_albums.html,https://kworb.net/spotify/track/4z8sz6E4YyFuEkv5o7IJni.html
169,TV Girl,Lovers Rock,"307,070",,"1,314,611","+307,070","464,308,223",https://kworb.net/spotify/artist/0Y6dVaC9DZtPNH4591M42W_albums.html,https://kworb.net/spotify/track/6dBUzqjtbnIa1TwYbyw5CM.html
170,Kendrick Lamar,tv off (w/ Lefty Gunplay),"306,426",,"1,946,745","-68,048","345,850,370",https://kworb.net/spotify/artist/2YZyLoL8N0Wb9xBt1NhZWg_albums.html,https://kworb.net/spotify/track/0aB0v4027ukVziUGwVGYpG.html
171,Yeat,COMÃ N GO,"306,135","+24,644","2,295,414","-49,585","13,760,771",https://kworb.net/spotify/artist/3qiHUAX7zY4Qnjx8TNUzVx_albums.html,https://kworb.net/spotify/track/2mNGL7mZILSqZHxGboJaO9.html
172,Cigarettes After Sex,Apocalypse,"305,906","+28,539","2,221,443","-36,865","337,324,584",https://kworb.net/spotify/artist/1QAJqy2dA3ihHBFIHRphZj_albums.html,https://kworb.net/spotify/track/0yc6Gst2xkRu0eMLeRMGCX.html
173,Micah's Music,I Run,"304,602",,"304,602","+304,602","304,602",https://kworb.net/spotify/artist/4ZclG6kmrHxEHZtGG1r3fs_albums.html,https://kworb.net/spotify/track/7yxEOiB5klVkj9RXfia90C.html
174,Coldplay,Yellow,"304,279","+19,631","2,226,576","-59,728","171,886,626",https://kworb.net/spotify/artist/4gzpq5DPGxSnKTe4SA8HAU_albums.html,https://kworb.net/spotify/track/3AJwUDP919kvQ9QcozQPxg.html
175,YoungBoy Never Broke Again,Shot Callin,"303,629","+8,944","2,311,907","-73,875","18,988,661",https://kworb.net/spotify/artist/7wlFDEWiM5OoIAt8RSli8b_albums.html,https://kworb.net/spotify/track/4n4tC4qO2LeWQRM9Gbbtop.html
176,Cynthia Erivo,For Good (w/ Ariana Grande),"303,317","-5,814","3,222,236","-254,737","4,324,337",https://kworb.net/spotify/artist/46UMQ0cW8ToR8egkBRwAxZ_albums.html,https://kworb.net/spotify/track/5shGj5OOnpmg4tQlFjyzZY.html
177,Rihanna,Breakin' Dishes,"301,771","+26,257","2,240,072","-69,206","73,938,096",https://kworb.net/spotify/artist/5pKCCKE2ajJHZ9KAiaK11H_albums.html,https://kworb.net/spotify/track/5EcG8eMMlwkHRVa4aTR1qd.html
178,Tears For Fears,Everybody Wants To Rule The World,"301,723",,"1,203,819","-22,968","304,355,310",https://kworb.net/spotify/artist/4bthk9UfsYUYdcFyqxmSUU_albums.html,https://kworb.net/spotify/track/4RvWPyQ5RL0ao9LPZeSouE.html
179,Nelly Furtado,Promiscuous (w/ Timbaland),"301,201",,"2,032,999","-132,258","82,094,283",https://kworb.net/spotify/artist/2jw70GZXlAI8QzWeY2bgRc_albums.html,https://kworb.net/spotify/track/2gam98EZKrF9XuOkU13ApN.html
180,The Weeknd,"One Of The Girls (w/ JENNIE, Lily-Rose Depp)","300,412",,"955,969","-25,910","284,628,932",https://kworb.net/spotify/artist/1Xyo4u8uXC1ZmMpatF05PJ_albums.html,https://kworb.net/spotify/track/7CyPwkp0oE8Ro9Dd5CUDjW.html
181,Miguel,Sure Thing,"299,625",,"1,079,869","-120,289","413,820,144",https://kworb.net/spotify/artist/360IAlyVv4PCEVjgyMZrxK_albums.html,https://kworb.net/spotify/track/0JXXNGljqupsJaZsgSbMZV.html
182,Kendrick Lamar,Not Like Us,"299,617","+24,569","2,252,512","-76,010","675,018,675",https://kworb.net/spotify/artist/2YZyLoL8N0Wb9xBt1NhZWg_albums.html,https://kworb.net/spotify/track/6AI3ezQ4o3HUoP6Dhudph3.html
183,Taylor Swift,The Life of a Showgirl (w/ Sabrina Carpenter),"299,003","-1,978","2,574,479","-139,518","69,235,598",https://kworb.net/spotify/artist/06HL4z0CvFAxyc27GXpf02_albums.html,https://kworb.net/spotify/track/5eXgqtg3T8Av0m1FUaGHex.html
184,Sabrina Carpenter,Espresso,"298,747","+13,313","2,267,430","-82,131","649,887,431",https://kworb.net/spotify/artist/74KM79TiuVKeVCqs8QtB0B_albums.html,https://kworb.net/spotify/track/2qSkIjg1o9h3YT9RAgYN75.html
185,Fleetwood Mac,Landslide,"297,593","+4,992","2,310,018","-73,408","45,896,135",https://kworb.net/spotify/artist/08GQAI4eElDnROBrJRGE0X_albums.html,https://kworb.net/spotify/track/5ihS6UUlyQAfmp48eSkxuQ.html
186,Chris Stapleton,Think I'm In Love With You,"296,047","-28,256","2,430,517","-54,187","63,497,233",https://kworb.net/spotify/artist/4YLtscXsxbVgi031ovDDdh_albums.html,https://kworb.net/spotify/track/3Gn1zuHNLtGuGEOXwq0k7e.html
187,She & Him,I Thought I Saw Your Face Today,"295,849",,"295,849","+295,849","295,849",https://kworb.net/spotify/artist/3CIRif6ZAedT7kZSPvj2A4_albums.html,https://kworb.net/spotify/track/0myRViRgmQ3J8izICXEAVO.html
188,Lil Wayne,"Love Me (w/ Drake, Future)","295,099",,"1,885,361","-77,721","206,586,755",https://kworb.net/spotify/artist/55Aa2cqylxrFIXC767Z865_albums.html,https://kworb.net/spotify/track/2XHzzp1j4IfTNp1FTn7YFg.html
189,Daniel Caesar,Superpowers,"294,430","+1,563","1,621,710","-55,289","33,438,629",https://kworb.net/spotify/artist/20wkVLutqVOYrc0kxFs7rA_albums.html,https://kworb.net/spotify/track/736PP5LTtREkDgktNmX3Gu.html
190,Ariana Grande,we can't be friends (wait for your love),"292,738","+12,486","2,010,247","-101,784","325,363,289",https://kworb.net/spotify/artist/66CXWjxzNUsdJxJ2JdwvnR_albums.html,https://kworb.net/spotify/track/51ZQ1vr10ffzbwIjDCwqm4.html
191,Vince Guaraldi Trio,Linus And Lucy,"292,732","+21,304","564,160","+292,732","20,102,803",https://kworb.net/spotify/artist/4ytkhMSAnrDP8XzRNlw9FS_albums.html,https://kworb.net/spotify/track/33EcmYsTQVIGRGnGPOfTwu.html
192,Trans-Siberian Orchestra,Christmas Eve / Sarajevo 12/24 - Instrumental,"292,143",,"292,143","+292,143","15,145,016",https://kworb.net/spotify/artist/5OSQDUNmll299ldFIF1Dau_albums.html,https://kworb.net/spotify/track/3sBnSBnzpEYKpJYGsAIbup.html
193,Tucker Wetmore,Wind Up Missinâ You,"291,714",+390,"1,252,257","-74,221","220,298,328",https://kworb.net/spotify/artist/4sCKpwwEsgReZxjtKFm2A0_albums.html,https://kworb.net/spotify/track/3EO58D1YpHnTvBy68gK8HE.html
194,Hotel Ugly,Shut up My Moms Calling,"291,142",,"588,561","-31,221","425,892,370",https://kworb.net/spotify/artist/35WVTyRnKAoaGExqgktVyb_albums.html,https://kworb.net/spotify/track/3hxIUxnT27p5WcmjGUXNwx.html
195,Benson Boone,Mystical Magical,"291,136","+13,257","1,883,309","-71,853","124,239,608",https://kworb.net/spotify/artist/22wbnEMDvgVIAGdFeek6ET_albums.html,https://kworb.net/spotify/track/2ipIPsgrgd0j2beDf4Ki70.html
196,Hozier,Too Sweet,"291,084","+10,866","2,203,220","-54,836","527,495,464",https://kworb.net/spotify/artist/2FXC3k01G6Gw61bmprjgqS_albums.html,https://kworb.net/spotify/track/19XpFsce28aByvCC4g89tJ.html
197,Foo Fighters,Everlong,"289,887",,"1,877,935","-47,801","304,328,345",https://kworb.net/spotify/artist/7jy3rLJdDQY21OgRLCZ9sD_albums.html,https://kworb.net/spotify/track/5UWwZ5lm5PKu6eKsHAGxOk.html
198,Nirvana,Come As You Are - Remastered,"288,578",,"1,557,886","-50,972","63,166,920",https://kworb.net/spotify/artist/6olE6TJLqED3rqDCT0FyPh_albums.html,https://kworb.net/spotify/track/5AEOqLsRJFAoSS4ay4Jzao.html
199,Idina Menzel,Baby It's Cold Outside (duet with Michael BublÃ©) (w/ Michael BublÃ©),"288,529",,"288,529","+288,529","27,023,602",https://kworb.net/spotify/artist/73Np75Wv2tju61Eo9Zw4IR_albums.html,https://kworb.net/spotify/track/0Ie5uiv54KgCr7P4sYDTHl.html
200,*NSYNC,"Merry Christmas, Happy Holidays","288,318",,"288,318","+288,318","73,679,453",https://kworb.net/spotify/artist/6Ff53KvcvAj5U7Z1vojB5o_albums.html,https://kworb.net/spotify/track/15coTBAzEN1bOeipoNDZAR.html
