rank,artist_name,track_name,daily_streams,streams_plus,seven_day,seven_day_plus,total_streams,artist_url,track_url
11,Radiohead,Creep,"666,935","-23,043","4,599,645","+12,605","237,325,528",https://kworb.net/spotify/artist/4Z8W4fKeB5YxbusRsdQVPb_albums.html,https://kworb.net/spotify/track/70LcF31zb1H0PyJoS1Sx1r.html
12,The MarÃ­as,Sienna,"656,947","+3,564","4,338,985","+78,167","72,860,657",https://kworb.net/spotify/artist/2sSGPbdZJkaSE2AbcGOACx_albums.html,https://kworb.net/spotify/track/0InIeZW4P6VO7dUGRM4AKH.html
13,Mariah Carey,All I Want for Christmas Is You,"649,813","-21,438","4,796,230","-135,866","482,810,799",https://kworb.net/spotify/artist/4iHNK0tOyZPYnBU7nGAgpQ_albums.html,https://kworb.net/spotify/track/0bYg9bo50gSsH3LtXe2SQn.html
14,Tame Impala,Dracula,"642,870","+9,234","4,540,977","-25,544","37,139,424",https://kworb.net/spotify/artist/5INjqkS1o8h1imAzPqGZBb_albums.html,https://kworb.net/spotify/track/1NXbNEAcPvY5G1xvfN57aA.html
15,Wham!,Last Christmas,"620,466","-12,488","4,370,736","-109,391","347,989,248",https://kworb.net/spotify/artist/5lpH0xAS4fVfLkACg9DAuM_albums.html,https://kworb.net/spotify/track/2FRnf9qhLbvw8fu4IBXx78.html
16,Billie Eilish,BIRDS OF A FEATHER,"615,111","+2,665","4,369,106","+12,675","690,371,632",https://kworb.net/spotify/artist/6qqNVTkY8uBg9cP3Jd7DAH_albums.html,https://kworb.net/spotify/track/6dOtVTDdiauQNBQEDOtlAB.html
17,Fleetwood Mac,Dreams - 2004 Remaster,"608,783","-65,290","4,532,263","-39,122","713,702,465",https://kworb.net/spotify/artist/08GQAI4eElDnROBrJRGE0X_albums.html,https://kworb.net/spotify/track/0ofHAoxe9vBkTCp2UQIavz.html
18,Morgan Wallen,I Got Better,"604,351","+56,819","4,372,552","-56,623","139,844,258",https://kworb.net/spotify/artist/4oUHIQIBe0LHzYfvXNW4QM_albums.html,https://kworb.net/spotify/track/4gfrYDtaRmp6HPvN80V2ob.html
19,NF,FEAR,"600,969","+17,172","3,007,787","+600,969","3,007,787",https://kworb.net/spotify/artist/6fOMl44jA4Sp5b9PpYCkzz_albums.html,https://kworb.net/spotify/track/3HfKlhohNNTLIv2t9uvmzz.html
20,The Killers,Mr. Brightside,"600,038","-23,143","4,157,987","+56,877","654,108,987",https://kworb.net/spotify/artist/0C0XlULifJtAgn6ZNCW2eu_albums.html,https://kworb.net/spotify/track/003vvx7Niy0yvhvHt4a68B.html
21,Cody Johnson,Travelin' Soldier,"599,950","-37,612","4,915,744","-77,652","8,764,592",https://kworb.net/spotify/artist/6zLBxLdl60ekBLpawtT63I_albums.html,https://kworb.net/spotify/track/4ThbwJaIWVxXZ1qJaHQBCz.html
22,Coldplay,Sparks,"599,911","+11,476","4,004,467","+26,037","200,814,718",https://kworb.net/spotify/artist/4gzpq5DPGxSnKTe4SA8HAU_albums.html,https://kworb.net/spotify/track/7D0RhFcb3CrfPuTJ0obrod.html
23,Saja Boys,"Your Idol (w/ Andrew Choi, Neckwav, Danny Chung, KEVIN WOO, samUIL Lee, KPop Demon Hunters Cast)","599,619","+9,181","4,510,852","-83,458","175,369,751",https://kworb.net/spotify/artist/0BJ2EjOqcfgFvlZXNKrNbE_albums.html,https://kworb.net/spotify/track/1I37Zz2g3hk9eWxaNkj031.html
24,Bobby Helms,Jingle Bell Rock,"596,883","-20,763","4,226,710","-74,934","401,045,634",https://kworb.net/spotify/artist/38EmEgXkgK51MT2tPY0EoC_albums.html,https://kworb.net/spotify/track/7vQbuQcyTflfCIOu3Uzzya.html
25,RAYE,WHERE IS MY HUSBAND!,"586,748","+15,406","4,115,060","+2,357","30,553,922",https://kworb.net/spotify/artist/5KKpBU5eC2tJDzf0wmlRp2_albums.html,https://kworb.net/spotify/track/55lijDD6OAjLFFUHU9tcDm.html
26,The MarÃ­as,No One Noticed,"585,629","-5,815","3,926,790","+43,248","323,023,789",https://kworb.net/spotify/artist/2sSGPbdZJkaSE2AbcGOACx_albums.html,https://kworb.net/spotify/track/3siwsiaEoU4Kuuc9WKMUy5.html
27,Arctic Monkeys,505,"584,444","-11,843","4,034,658","+34,840","687,687,786",https://kworb.net/spotify/artist/7Ln80lUS6He07XvHI8qqHH_albums.html,https://kworb.net/spotify/track/58ge6dfP91o9oXMzq3XkIS.html
28,Saja Boys,"Soda Pop (w/ Andrew Choi, Neckwav, Danny Chung, KEVIN WOO, samUIL Lee, KPop Demon Hunters Cast)","582,832","+11,241","4,451,923","-82,990","149,624,513",https://kworb.net/spotify/artist/0BJ2EjOqcfgFvlZXNKrNbE_albums.html,https://kworb.net/spotify/track/02sy7FAs8dkDNYsHp4Ul3f.html
29,Lady Gaga,Die With A Smile (w/ Bruno Mars),"571,335","+56,142","3,712,578","+78,834","536,830,396",https://kworb.net/spotify/artist/1HY2Jd0NmPuamShAr6KMms_albums.html,https://kworb.net/spotify/track/2plbrEY59IikOBgBGLjaoe.html
30,Taylor Swift,Elizabeth Taylor,"570,836",-670,"4,353,472","-99,310","84,216,914",https://kworb.net/spotify/artist/06HL4z0CvFAxyc27GXpf02_albums.html,https://kworb.net/spotify/track/1jgTiNob5cVyXeJ3WgX5bL.html
31,Taylor Swift,Father Figure,"568,474","+12,406","4,268,510","-86,677","80,156,156",https://kworb.net/spotify/artist/06HL4z0CvFAxyc27GXpf02_albums.html,https://kworb.net/spotify/track/03bTIHJElXZ0O0jqOQvAbY.html
32,Don Toliver,No Pole,"564,378","+19,564","3,834,364","+50,375","213,362,450",https://kworb.net/spotify/artist/4Gso3d4CscCijv0lmajZWs_albums.html,https://kworb.net/spotify/track/0eaVIYo2zeOaGJeqZ5TwYz.html
33,Olivia Dean,Nice To Each Other,"556,353","+41,411","3,457,882","+95,582","31,013,686",https://kworb.net/spotify/artist/00x1fYSGhdqScXBRpSj3DW_albums.html,https://kworb.net/spotify/track/7gKxCvTDWwV9wBhdeBbr3l.html
34,Tate McRae,TIT FOR TAT,"547,043","+11,860","3,808,395","-22,133","50,166,729",https://kworb.net/spotify/artist/45dkTj5sMRSjrmBSBeiHym_albums.html,https://kworb.net/spotify/track/04a44cx2PJthIbN2aLMXhl.html
35,Teddy Swims,Lose Control,"532,232","+34,393","3,612,261","+68,433","548,891,486",https://kworb.net/spotify/artist/33qOK5uJ8AR2xuQQAhHump_albums.html,https://kworb.net/spotify/track/17phhZDn6oGtzMe56NuWvj.html
36,HUNTR/X,"How Itâs Done (w/ Ejae, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast)","530,705","+12,447","3,974,292","-56,626","144,182,523",https://kworb.net/spotify/artist/2yNNYQBChuox9A5Ka93BIn_albums.html,https://kworb.net/spotify/track/3RXUgPNIbUgFxsDWuBQEt6.html
37,HUNTR/X,"What It Sounds Like (w/ Ejae, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast)","529,233","+13,711","3,910,629","-48,705","128,127,054",https://kworb.net/spotify/artist/2yNNYQBChuox9A5Ka93BIn_albums.html,https://kworb.net/spotify/track/5sBDrrtLGbV64QJnEqfjer.html
38,The Weeknd,Timeless (w/ Playboi Carti),"526,751","+37,197","3,723,557","-3,531","368,427,801",https://kworb.net/spotify/artist/1Xyo4u8uXC1ZmMpatF05PJ_albums.html,https://kworb.net/spotify/track/0FIDCNYYjNvPVimz5icugS.html
39,Ariana Grande,Santa Tell Me,"525,420","+15,312","3,456,466","-32,203","289,632,199",https://kworb.net/spotify/artist/66CXWjxzNUsdJxJ2JdwvnR_albums.html,https://kworb.net/spotify/track/0lizgQ7Qw35od7CYaoMBZb.html
40,Morgan Wallen,What I Want (w/ Tate McRae),"523,432","+4,777","3,801,260","-26,455","162,227,277",https://kworb.net/spotify/artist/4oUHIQIBe0LHzYfvXNW4QM_albums.html,https://kworb.net/spotify/track/04emojnbYkrRmv5qtJcgVP.html
41,Drake,Headlines,"520,103","+18,713","3,679,732","+90,101","95,898,911",https://kworb.net/spotify/artist/3TVXtAsR1Inumwj472S9r4_albums.html,https://kworb.net/spotify/track/6LxSe8YmdPxy095Ux6znaQ.html
42,sombr,undressed,"519,560","+20,995","3,634,206","+13,073","182,930,016",https://kworb.net/spotify/artist/4G9NDjRyZFDlJKMRL8hx3S_albums.html,https://kworb.net/spotify/track/4AajxCEwGEsmHmT4H1TwjY.html
43,Ravyn Lenae,Love Me Not,"514,459","-5,306","3,665,003","-38,001","185,668,858",https://kworb.net/spotify/artist/5RTLRtXjbXI2lSXc6jxlAz_albums.html,https://kworb.net/spotify/track/4WFgvKVfEhb3IUAFGrutTR.html
44,Sabrina Carpenter,Manchild,"511,367","+1,691","3,634,220","-9,484","146,669,830",https://kworb.net/spotify/artist/74KM79TiuVKeVCqs8QtB0B_albums.html,https://kworb.net/spotify/track/42UBPzRMh5yyz0EDPr6fr1.html
45,Disco Lines,No Broke Boys (w/ Tinashe),"504,625","+11,222","3,682,214","-20,894","89,992,378",https://kworb.net/spotify/artist/5Kmr0b3ip8g9P2i0dLTC3Z_albums.html,https://kworb.net/spotify/track/3cZajhyr8LmtPfHZ9296tj.html
46,Zach Bryan,I Remember Everything (w/ Kacey Musgraves),"495,519","-23,124","3,533,288","-12,337","712,605,544",https://kworb.net/spotify/artist/40ZNYROS4zLfyyBSs2PGe2_albums.html,https://kworb.net/spotify/track/4KULAymBBJcPRpk1yO4dOG.html
47,Ella Langley,Choosin' Texas,"493,138","+31,963","3,506,826","-49,611","17,318,993",https://kworb.net/spotify/artist/6BRxQ8cD3eqnrVj6WKDok8_albums.html,https://kworb.net/spotify/track/65DbTqJKhbwqYbZ1Okr0rc.html
48,sombr,12 to 12,"492,207","+11,142","3,548,189","-39,083","69,769,165",https://kworb.net/spotify/artist/4G9NDjRyZFDlJKMRL8hx3S_albums.html,https://kworb.net/spotify/track/05od2qm2MTSKCHxy1GBp5W.html
49,NF,WHO I WAS (w/ mgk),"489,517","+1,437","2,722,222","+489,517","2,722,222",https://kworb.net/spotify/artist/6fOMl44jA4Sp5b9PpYCkzz_albums.html,https://kworb.net/spotify/track/48axmFD7PUPnTOdSFMYrvj.html
50,Olivia Dean,A Couple Minutes,"483,037","+30,175","2,842,874","+129,063","6,434,094",https://kworb.net/spotify/artist/00x1fYSGhdqScXBRpSj3DW_albums.html,https://kworb.net/spotify/track/312z6PZ8wwREck8613PkJk.html
51,Chappell Roan,Pink Pony Club,"480,588","-6,022","3,526,150","-4,521","423,007,504",https://kworb.net/spotify/artist/7GlBOeep6PqTfFi59PTUUN_albums.html,https://kworb.net/spotify/track/6393yGahSJ9slVdOwSxOVR.html
52,Zach Bryan,Something in the Orange,"480,310","-17,147","3,373,885","+23,883","840,214,353",https://kworb.net/spotify/artist/40ZNYROS4zLfyyBSs2PGe2_albums.html,https://kworb.net/spotify/track/3WMj8moIAXJhHsyLaqIIHI.html
53,Morgan Wallen,I'm The Problem,"474,881","-1,526","3,351,950","+29,269","204,539,648",https://kworb.net/spotify/artist/4oUHIQIBe0LHzYfvXNW4QM_albums.html,https://kworb.net/spotify/track/7AeM1BGYM7emrqmQn1PuWv.html
54,KATSEYE,Gabriela,"472,892","+16,978","3,250,973","-2,713","73,993,960",https://kworb.net/spotify/artist/3c0gDdb9lhnHGFtP4prQpn_albums.html,https://kworb.net/spotify/track/1xOqGUkyxGQRdCvGpvWKmL.html
55,Billie Eilish,WILDFLOWER,"462,533","+22,240","3,060,676","+34,914","369,495,373",https://kworb.net/spotify/artist/6qqNVTkY8uBg9cP3Jd7DAH_albums.html,https://kworb.net/spotify/track/3QaPy1KgI7nu9FJEQUgn6h.html
56,Hazbin Hotel,"Love In A Bottle (w/ Keith David, Lilli Cooper, Kimiko Glenn, Krystina Alabado, Sam Haft, Andrew Underberg)","459,732","-29,000","2,721,121","+459,732","2,721,121",https://kworb.net/spotify/artist/3trytB1YUZ6SSOKlMcnK1l_albums.html,https://kworb.net/spotify/track/2aVIbkAfhvyTyvIqUAdFBE.html
57,Hazbin Hotel,"Losin' Streak (w/ Blake Roman, Sam Haft, Andrew Underberg)","459,019","-45,882","2,991,363","+459,019","2,991,363",https://kworb.net/spotify/artist/3trytB1YUZ6SSOKlMcnK1l_albums.html,https://kworb.net/spotify/track/17PifHAE7ZPNqMtJqtearq.html
58,Kendrick Lamar,luther,"457,821","+32,531","3,248,880","+22,279","443,539,155",https://kworb.net/spotify/artist/2YZyLoL8N0Wb9xBt1NhZWg_albums.html,https://kworb.net/spotify/track/2CGNAOSuO1MEFCbBRgUzjd.html
59,Olivia Dean,Let Alone The One You Love,"456,119","+28,694","2,602,285","+123,389","10,841,885",https://kworb.net/spotify/artist/00x1fYSGhdqScXBRpSj3DW_albums.html,https://kworb.net/spotify/track/3Vd4fHzwS6pBS3muymjiDi.html
60,Nat King Cole,The Christmas Song (Merry Christmas To You),"454,484",-819,"3,067,275","-34,063","228,237,924",https://kworb.net/spotify/artist/7v4imS0moSyGdXyLgVTIV7_albums.html,https://kworb.net/spotify/track/4PS1e8f2LvuTFgUs1Cn3ON.html
61,Radiohead,Let Down,"453,323","-5,315","3,074,219","+16,925","83,304,593",https://kworb.net/spotify/artist/4Z8W4fKeB5YxbusRsdQVPb_albums.html,https://kworb.net/spotify/track/2fuYa3Lx06QQJAm0MjztKr.html
62,Taylor Swift,The Life of a Showgirl (w/ Sabrina Carpenter),"450,003","+6,196","3,456,746","-78,384","64,895,281",https://kworb.net/spotify/artist/06HL4z0CvFAxyc27GXpf02_albums.html,https://kworb.net/spotify/track/5eXgqtg3T8Av0m1FUaGHex.html
63,Andy Williams,It's the Most Wonderful Time of the Year,"447,732","-6,289","3,077,744","-56,389","333,153,181",https://kworb.net/spotify/artist/4sj6D0zlMOl25nprDJBiU9_albums.html,https://kworb.net/spotify/track/1IcR6RlgvDczfvoWJSSY2A.html
64,Justin Bieber,DAISIES,"445,943","+15,409","3,215,234","-15,093","110,225,510",https://kworb.net/spotify/artist/1uNFoZAHBGtllmzznpCI3s_albums.html,https://kworb.net/spotify/track/5BZsQlgw21vDOAjoqkNgKb.html
65,RUMI,"Free (w/ Jinu, Ejae, Andrew Choi, KPop Demon Hunters Cast)","445,591","+3,214","3,326,150","-68,601","114,441,666",https://kworb.net/spotify/artist/5sUZGmvurxH1pOXNabE3yJ_albums.html,https://kworb.net/spotify/track/5DxDLsW6PsLz5gkwC7Mk5S.html
66,Sabrina Carpenter,When Did You Get Hot?,"445,177","+3,072","3,207,478","-21,398","64,036,634",https://kworb.net/spotify/artist/74KM79TiuVKeVCqs8QtB0B_albums.html,https://kworb.net/spotify/track/0je57Uq5eTk1wrPzn9sWbl.html
67,Gigi Perez,Sailor Song,"444,409","-3,518","3,078,677","+12,783","399,407,220",https://kworb.net/spotify/artist/1iCnM8foFssWlPRLfAbIwo_albums.html,https://kworb.net/spotify/track/2262bWmqomIaJXwCRHr13j.html
68,Sabrina Carpenter,Tears,"441,922","+1,737","3,168,359","-44,338","70,796,341",https://kworb.net/spotify/artist/74KM79TiuVKeVCqs8QtB0B_albums.html,https://kworb.net/spotify/track/42VUCXerQ5qTr4Qp6PhKo4.html
69,Riley Green,Worst Way,"441,702","+11,771","3,137,645","-3,276","155,171,807",https://kworb.net/spotify/artist/2QMsj4XJ7ne2hojxt6v5eb_albums.html,https://kworb.net/spotify/track/1osfLqL6L2iQsirRf83ded.html
70,Benson Boone,Beautiful Things,"440,743","+9,502","3,162,348","+13,652","604,894,368",https://kworb.net/spotify/artist/22wbnEMDvgVIAGdFeek6ET_albums.html,https://kworb.net/spotify/track/3xkHsmpQCBMytMJNiDf3Ii.html
71,Taylor Swift,Wi$h Li$t,"436,940","-6,967","3,384,301","-88,774","66,200,319",https://kworb.net/spotify/artist/06HL4z0CvFAxyc27GXpf02_albums.html,https://kworb.net/spotify/track/2TEQvxxQabwLQMqWMg1qGu.html
72,Michael BublÃ©,It's Beginning to Look a Lot Like Christmas,"435,392","-2,732","2,980,427","-37,427","279,501,201",https://kworb.net/spotify/artist/1GxkXlMwML1oSg5eLPiAz3_albums.html,https://kworb.net/spotify/track/0lLdorYw7lVrJydTINhWdI.html
73,Kelly Clarkson,Underneath the Tree,"435,022","-19,598","3,165,869","-89,545","205,982,172",https://kworb.net/spotify/artist/3BmGtnKgCSGYIUhmivXKWX_albums.html,https://kworb.net/spotify/track/3nAp4IvdMPPWEH9uuXFFV5.html
74,Tame Impala,The Less I Know The Better,"434,345","-9,857","3,043,736","+25,974","285,058,363",https://kworb.net/spotify/artist/5INjqkS1o8h1imAzPqGZBb_albums.html,https://kworb.net/spotify/track/6K4t31amVTZDgR3sKmwUJJ.html
75,Kehlani,Folded,"433,721","+3,180","3,174,242","-24,264","42,542,174",https://kworb.net/spotify/artist/0cGUm45nv7Z6M6qdXYQGTX_albums.html,https://kworb.net/spotify/track/0bxPRWprUVpQK0UFcddkrA.html
76,Tate McRae,Sports car,"433,534","+28,773","2,995,940",-57,"205,071,905",https://kworb.net/spotify/artist/45dkTj5sMRSjrmBSBeiHym_albums.html,https://kworb.net/spotify/track/5UJbgR4XF4y1DvbkxEqe8S.html
77,HUNTR/X,"Takedown (w/ Ejae, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast)","428,348","+1,766","3,264,653","-56,216","115,058,331",https://kworb.net/spotify/artist/2yNNYQBChuox9A5Ka93BIn_albums.html,https://kworb.net/spotify/track/0MHStU0muAIEMbwdnebYu2.html
78,Chris Stapleton,You Should Probably Leave,"427,253","-12,974","3,043,206","-1,670","339,060,229",https://kworb.net/spotify/artist/4YLtscXsxbVgi031ovDDdh_albums.html,https://kworb.net/spotify/track/2UikqkwBv7aIvlixeVXHWt.html
79,Gorillaz,Feel Good Inc,"425,371","-8,760","3,001,452","+7,066","131,989,098",https://kworb.net/spotify/artist/3AA28KZvwAUcZuOKwyblJQ_albums.html,https://kworb.net/spotify/track/0d28khcov6AiegSCpG5TuT.html
80,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,"424,642","-17,866","2,971,654","-33,349","218,867,970",https://kworb.net/spotify/artist/49e4v89VmlDcFCMyDv9wQ9_albums.html,https://kworb.net/spotify/track/2uFaJJtFpPDc5Pa95XzTvg.html
81,Olivia Dean,Baby Steps,"423,986","+24,796","2,608,621","+56,583","13,745,503",https://kworb.net/spotify/artist/00x1fYSGhdqScXBRpSj3DW_albums.html,https://kworb.net/spotify/track/5SruEBX3KpgpDvEcIuN53P.html
82,Childish Gambino,Les,"423,390","+10,781","2,821,671","+82,374","73,013,407",https://kworb.net/spotify/artist/73sIBHcqh3Z3NyqHKZ7FOL_albums.html,https://kworb.net/spotify/track/7ghKr0pCYyPPyp7t1FH8k4.html
83,Chappell Roan,"Good Luck, Babe!","421,013","+3,014","2,950,881","+29,316","622,582,323",https://kworb.net/spotify/artist/7GlBOeep6PqTfFi59PTUUN_albums.html,https://kworb.net/spotify/track/0WbMK4wrZ1wFSty9F7FCgu.html
84,Fleetwood Mac,The Chain - 2004 Remaster,"416,152","+14,011","2,849,524","-8,379","61,879,961",https://kworb.net/spotify/artist/08GQAI4eElDnROBrJRGE0X_albums.html,https://kworb.net/spotify/track/5e9TFTbltYBg2xThimr0rU.html
85,Taylor Swift,Actually Romantic,"415,916","+13,603","3,105,674","-64,245","64,039,034",https://kworb.net/spotify/artist/06HL4z0CvFAxyc27GXpf02_albums.html,https://kworb.net/spotify/track/2x3mwb96B6TquRqMtbxUE1.html
86,YoungBoy Never Broke Again,Nevada,"414,995","-5,868","2,916,670","+22,428","27,403,034",https://kworb.net/spotify/artist/7wlFDEWiM5OoIAt8RSli8b_albums.html,https://kworb.net/spotify/track/2cEnKRR4dYBB2VA1mjlb1z.html
87,Morgan Wallen,Just In Case,"411,132","+2,818","2,886,229","+10,248","184,053,121",https://kworb.net/spotify/artist/4oUHIQIBe0LHzYfvXNW4QM_albums.html,https://kworb.net/spotify/track/5z0LSDpPpGwc2ZyJHpsE3J.html
88,"Tyler, The Creator",See You Again (w/ Kali Uchis),"406,736","-41,236","2,925,146","+33,722","853,904,469",https://kworb.net/spotify/artist/4V8LLVI7PbaPR0K2TGSxFF_albums.html,https://kworb.net/spotify/track/7KA4W4McWYRpgf0fWsJZWB.html
89,Cigarettes After Sex,Apocalypse,"406,106","+15,173","2,683,518","+8,207","333,576,757",https://kworb.net/spotify/artist/1QAJqy2dA3ihHBFIHRphZj_albums.html,https://kworb.net/spotify/track/0yc6Gst2xkRu0eMLeRMGCX.html
90,Taylor Swift,Wood,"404,086","+9,006","3,088,047","-67,466","65,870,424",https://kworb.net/spotify/artist/06HL4z0CvFAxyc27GXpf02_albums.html,https://kworb.net/spotify/track/5ylJtmaWPJ33cW3En7WOu0.html
91,J. Cole,No Role Modelz,"403,327","+11,126","2,741,862","+55,293","1,224,953,335",https://kworb.net/spotify/artist/6l3HvQ5sa6mXTsMTB19rO5_albums.html,https://kworb.net/spotify/track/68Dni7IE4VyPkTOH9mRWHr.html
92,Ella Langley,weren't for the wind,"401,888","+10,574","2,854,150","-15,779","87,218,813",https://kworb.net/spotify/artist/6BRxQ8cD3eqnrVj6WKDok8_albums.html,https://kworb.net/spotify/track/2A22iI0x4EYAVXNpKPhNEM.html
93,"Tyler, The Creator",Sugar On My Tongue,"399,863","-7,107","2,867,070","+6,342","85,075,285",https://kworb.net/spotify/artist/4V8LLVI7PbaPR0K2TGSxFF_albums.html,https://kworb.net/spotify/track/6xV7Be6XEvkSnighmh2Tzj.html
94,Laufey,From The Start,"399,288","-7,165","2,767,112","+19,168","231,467,460",https://kworb.net/spotify/artist/7gW0r5CkdEUMm42w9XpyZO_albums.html,https://kworb.net/spotify/track/43iIQbw5hx986dUEZbr3eN.html
95,Coldplay,Yellow,"398,942","+16,750","2,555,544","+3,615","168,132,701",https://kworb.net/spotify/artist/4gzpq5DPGxSnKTe4SA8HAU_albums.html,https://kworb.net/spotify/track/3AJwUDP919kvQ9QcozQPxg.html
96,Kendrick Lamar,All The Stars (w/ SZA),"397,749",+600,"2,861,199","+29,211","594,758,704",https://kworb.net/spotify/artist/2YZyLoL8N0Wb9xBt1NhZWg_albums.html,https://kworb.net/spotify/track/3GCdLUSnKSMJhs4Tj6CV3s.html
97,Post Malone,I Had Some Help (Feat. Morgan Wallen) (w/ Morgan Wallen),"397,706",-348,"2,893,366","-4,760","623,491,276",https://kworb.net/spotify/artist/246dkjvS1zLTtiykXe5h60_albums.html,https://kworb.net/spotify/track/5IZXB5IKAD2qlvTPJYDCFB.html
98,Nelly Furtado,Promiscuous (w/ Timbaland),"397,390","+45,108","2,740,826","+23,740","78,435,478",https://kworb.net/spotify/artist/2jw70GZXlAI8QzWeY2bgRc_albums.html,https://kworb.net/spotify/track/2gam98EZKrF9XuOkU13ApN.html
99,Bad Bunny,DtMF,"396,874",+602,"2,906,564","+8,119","232,272,866",https://kworb.net/spotify/artist/4q3ewBCX7sLwd24euuV69X_albums.html,https://kworb.net/spotify/track/3sK8wGT43QFpWrvNQsrQya.html
100,Kanye West,Flashing Lights (w/ Dwele),"394,490","+38,688","2,570,362","+15,644","321,387,193",https://kworb.net/spotify/artist/5K4W6rqBFWDnAN6FQUkS6x_albums.html,https://kworb.net/spotify/track/5TRPicyLGbAF2LGBFbHGvO.html
101,The Police,Every Breath You Take,"391,028","-21,961","2,681,527","+65,636","28,061,428",https://kworb.net/spotify/artist/5NGO30tJxFlKixkPSgXcFE_albums.html,https://kworb.net/spotify/track/1JSTJqkT5qHq8MDJnJbRE1.html
102,Mazzy Star,Fade Into You,"390,941","-11,404","2,698,880","-22,016","54,306,503",https://kworb.net/spotify/artist/37w38cCSGgKLdayTRjna4W_albums.html,https://kworb.net/spotify/track/1LzNfuep1bnAUR9skqdHCK.html
103,Fleetwood Mac,Landslide,"390,405","-25,499","2,681,838","+2,190","42,013,208",https://kworb.net/spotify/artist/08GQAI4eElDnROBrJRGE0X_albums.html,https://kworb.net/spotify/track/5ihS6UUlyQAfmp48eSkxuQ.html
104,Hudson Westbrook,House Again,"389,649","-67,044","2,797,726","-32,760","91,919,776",https://kworb.net/spotify/artist/0C4gtx1iHMfuaQ73GKWvtZ_albums.html,https://kworb.net/spotify/track/1zM8S2pnIclcdTmrfFnWtX.html
105,Whiskey Myers,Broken Window Serenade,"388,812","-24,800","2,909,417","-23,095","42,009,804",https://kworb.net/spotify/artist/26opZSJcXshCmCwxgZQmBc_albums.html,https://kworb.net/spotify/track/1VOSSXuWRcBj2rpfxNdX9v.html
106,Tate McRae,Just Keep Watching (From F1Â® The Movie) (w/ F1 The Album),"387,404","+19,289","2,709,518","-18,908","97,117,543",https://kworb.net/spotify/artist/45dkTj5sMRSjrmBSBeiHym_albums.html,https://kworb.net/spotify/track/2yWlGEgEfPot0lv3OAjuG3.html
107,Joji,SLOW DANCING IN THE DARK,"382,431","+4,000","2,594,469","+21,650","463,038,101",https://kworb.net/spotify/artist/3MZsBdqDrRTJihTHQrO6Dq_albums.html,https://kworb.net/spotify/track/0rKtyWc8bvkriBthvHKY8d.html
