rank,artist_name,track_name,daily_streams,streams_plus,seven_day,seven_day_plus,total_streams,artist_url,track_url
108,Treaty Oak Revival,Missed Call,"381,697",+969,"2,672,494","-26,026","81,044,670",https://kworb.net/spotify/artist/3444S3C4U9Ts86BnCtSPRV_albums.html,https://kworb.net/spotify/track/6ybZUqlfk938oS6WeBmDab.html
109,Ariana Grande,we can't be friends (wait for your love),"380,559","+9,843","2,627,575",-410,"321,722,314",https://kworb.net/spotify/artist/66CXWjxzNUsdJxJ2JdwvnR_albums.html,https://kworb.net/spotify/track/51ZQ1vr10ffzbwIjDCwqm4.html
110,Waka Flocka Flame,"No Hands (w/ Roscoe Dash, Wale)","374,121","+2,252","2,685,544","-3,655","90,241,415",https://kworb.net/spotify/artist/6f4XkbvYlXMH0QgVRzW0sM_albums.html,https://kworb.net/spotify/track/03tqyYWC9Um2ZqU0ZN849H.html
111,Miguel,Sure Thing,"373,064","-35,187","2,662,139","+1,542","411,083,418",https://kworb.net/spotify/artist/360IAlyVv4PCEVjgyMZrxK_albums.html,https://kworb.net/spotify/track/0JXXNGljqupsJaZsgSbMZV.html
112,Daniel Caesar,Superpowers,"371,560",+287,"2,577,843","+45,176","30,330,976",https://kworb.net/spotify/artist/20wkVLutqVOYrc0kxFs7rA_albums.html,https://kworb.net/spotify/track/736PP5LTtREkDgktNmX3Gu.html
113,TV Girl,Lovers Rock,"371,267","-26,683","2,554,634","+25,709","461,937,537",https://kworb.net/spotify/artist/0Y6dVaC9DZtPNH4591M42W_albums.html,https://kworb.net/spotify/track/6dBUzqjtbnIa1TwYbyw5CM.html
114,Drake,Passionfruit,"369,696","-9,281","2,574,043","+7,437","399,097,214",https://kworb.net/spotify/artist/3TVXtAsR1Inumwj472S9r4_albums.html,https://kworb.net/spotify/track/5mCPDVBb16L4XQwDdbRUpz.html
115,Sabrina Carpenter,Nobodyâs Son,"368,863","+5,626","2,615,319","-21,427","56,867,252",https://kworb.net/spotify/artist/74KM79TiuVKeVCqs8QtB0B_albums.html,https://kworb.net/spotify/track/4SRShYMtFIGgnOU7iBicMH.html
116,Foo Fighters,Everlong,"367,959",+275,"2,524,106","+18,579","301,022,751",https://kworb.net/spotify/artist/7jy3rLJdDQY21OgRLCZ9sD_albums.html,https://kworb.net/spotify/track/5UWwZ5lm5PKu6eKsHAGxOk.html
117,Yeat,COMÃ N GO,"367,846","+9,918","2,487,434","+12,586","9,950,667",https://kworb.net/spotify/artist/3qiHUAX7zY4Qnjx8TNUzVx_albums.html,https://kworb.net/spotify/track/2mNGL7mZILSqZHxGboJaO9.html
118,Darlene Love,Christmas (Baby Please Come Home),"367,611","-1,134","1,883,482","-37,535","138,414,282",https://kworb.net/spotify/artist/391oLRVmoTkumiN79HkTWu_albums.html,https://kworb.net/spotify/track/47ohYW8e7dxCYn9qbUMBCI.html
119,Kanye West,Heartless,"367,493","-25,262","2,689,810","+34,862","455,959,863",https://kworb.net/spotify/artist/5K4W6rqBFWDnAN6FQUkS6x_albums.html,https://kworb.net/spotify/track/4EWCNWgDS8707fNSZ1oaA5.html
120,Noah Kahan,Stick Season,"366,915","-35,346","2,691,212","-20,244","711,480,757",https://kworb.net/spotify/artist/2RQXRUsr4IW1f3mKyKsy4B_albums.html,https://kworb.net/spotify/track/0mflMxspEfB0VbI1kyLiAv.html
121,The Red Clay Strays,Wondering Why,"366,735","+4,408","2,672,938","-36,053","239,716,230",https://kworb.net/spotify/artist/6IKlXZEFOvk9itrP1s0knJ_albums.html,https://kworb.net/spotify/track/1HbzxLqpNVPdiBXvpC7Ovb.html
122,Taylor Swift,CANCELLED!,"366,589","+3,188","2,812,781","-65,320","60,538,384",https://kworb.net/spotify/artist/06HL4z0CvFAxyc27GXpf02_albums.html,https://kworb.net/spotify/track/1appZ3c336FkPvCuywfmrs.html
123,Shaboozey,A Bar Song (Tipsy),"365,279","-2,924","2,681,915","-4,196","619,285,889",https://kworb.net/spotify/artist/3y2cIKLjiOlp1Np37WiUdH_albums.html,https://kworb.net/spotify/track/5fZJQrFKWQLb7FpJXZ1g7K.html
124,The Weeknd,"One Of The Girls (w/ JENNIE, Lily-Rose Depp)","365,040","+26,470","2,383,885","+49,391","282,289,534",https://kworb.net/spotify/artist/1Xyo4u8uXC1ZmMpatF05PJ_albums.html,https://kworb.net/spotify/track/7CyPwkp0oE8Ro9Dd5CUDjW.html
125,Nirvana,Come As You Are - Remastered,"364,898","+9,401","2,400,189","+20,852","60,198,695",https://kworb.net/spotify/artist/6olE6TJLqED3rqDCT0FyPh_albums.html,https://kworb.net/spotify/track/5AEOqLsRJFAoSS4ay4Jzao.html
126,Fuerza Regida,Marlboro Rojo,"364,592","+2,646","1,762,003","+68,763","73,813,827",https://kworb.net/spotify/artist/0ys2OFYzWYB5hRDLCsBqxt_albums.html,https://kworb.net/spotify/track/3hpm0fTeSqlhJbnqAgaLZs.html
127,Chris Stapleton,Tennessee Whiskey,"364,380","-54,706","2,698,880","-2,757","524,821,907",https://kworb.net/spotify/artist/4YLtscXsxbVgi031ovDDdh_albums.html,https://kworb.net/spotify/track/3fqwjXwUGN6vbzIwvyFMhx.html
128,The Kid LAROI,NIGHTS LIKE THIS,"363,361","-8,032","2,544,499","+46,441","258,051,592",https://kworb.net/spotify/artist/2tIP7SsRs7vjIcLrU85W8J_albums.html,https://kworb.net/spotify/track/1XBYiRV30ykHw5f4wm6qEn.html
129,Tory Lanez,The Color Violet,"362,515","-22,593","2,615,791","-15,518","400,243,344",https://kworb.net/spotify/artist/2jku7tDXc6XoB6MO2hFuqg_albums.html,https://kworb.net/spotify/track/3azJifCSqg9fRij2yKIbWz.html
130,NF,HOME,"362,174","-19,444","2,133,622","+362,174","2,133,622",https://kworb.net/spotify/artist/6fOMl44jA4Sp5b9PpYCkzz_albums.html,https://kworb.net/spotify/track/6yJCKvJQjY84hOid1klHOd.html
131,Taylor Swift,Ruin The Friendship,"361,189","+3,914","2,749,145","-67,141","58,554,246",https://kworb.net/spotify/artist/06HL4z0CvFAxyc27GXpf02_albums.html,https://kworb.net/spotify/track/62V2ZHslgQV98gH4AuVXnr.html
132,Rihanna,Breakin' Dishes,"360,982","-8,554","2,637,452","+21,958","70,216,099",https://kworb.net/spotify/artist/5pKCCKE2ajJHZ9KAiaK11H_albums.html,https://kworb.net/spotify/track/5EcG8eMMlwkHRVa4aTR1qd.html
133,NF,SORRY (w/ James Arthur),"360,141","-17,053","2,175,380","+360,141","2,175,380",https://kworb.net/spotify/artist/6fOMl44jA4Sp5b9PpYCkzz_albums.html,https://kworb.net/spotify/track/5M2ztfcb9GBGmZdUFkSzfQ.html
134,Lil Wayne,"Love Me (w/ Drake, Future)","359,900","+11,979","2,452,680","+48,975","203,254,445",https://kworb.net/spotify/artist/55Aa2cqylxrFIXC767Z865_albums.html,https://kworb.net/spotify/track/2XHzzp1j4IfTNp1FTn7YFg.html
135,Bruno Mars,That's What I Like,"358,497","-11,437","2,106,328","+54,565","318,470,658",https://kworb.net/spotify/artist/0du5cEVh5yTK9QJze8zA0C_albums.html,https://kworb.net/spotify/track/0KKkJNfGyhkQ5aFogxQAPU.html
136,Drake,"One Dance (w/ Wizkid, Kyla)","357,228","-17,886","2,521,982","+25,872","550,818,286",https://kworb.net/spotify/artist/3TVXtAsR1Inumwj472S9r4_albums.html,https://kworb.net/spotify/track/1zi7xx7UVEFkmKfv06H8x0.html
137,Kendrick Lamar,Not Like Us,"357,179","+36,551","2,460,253","+17,974","671,330,220",https://kworb.net/spotify/artist/2YZyLoL8N0Wb9xBt1NhZWg_albums.html,https://kworb.net/spotify/track/6AI3ezQ4o3HUoP6Dhudph3.html
138,Gracie Abrams,Thatâs So True,"356,797","-2,731","2,560,243","+1,720","332,488,201",https://kworb.net/spotify/artist/4tuJ0bMpJh08umKkEXKUI5_albums.html,https://kworb.net/spotify/track/7ne4VBA60CxGM75vw0EYad.html
139,Leon Thomas,MUTT,"356,396","+23,421","2,419,694","+21,600","127,407,998",https://kworb.net/spotify/artist/0nnBZ8FXWjG9wZgM2cpfeb_albums.html,https://kworb.net/spotify/track/2uvE4L5ZsYKpv8hbK4TIOt.html
140,Frank Ocean,Novacane,"355,685","+30,054","1,970,492","+355,685","108,258,276",https://kworb.net/spotify/artist/2h93pZq0e7k5yf4dywlkpM_albums.html,https://kworb.net/spotify/track/4osgfFTICMkcGbbigdsa53.html
141,BigXthaPlug,Hell At Night (w/ Ella Langley),"353,716","+23,032","2,416,496","+12,944","37,181,417",https://kworb.net/spotify/artist/6qxpnaukVayrQn6ViNvu9I_albums.html,https://kworb.net/spotify/track/6r1lboTadi5swMquaAWDzh.html
142,Lil Wayne,She Will (w/ Drake),"351,702","+15,381","2,343,473","+351,702","94,880,652",https://kworb.net/spotify/artist/55Aa2cqylxrFIXC767Z865_albums.html,https://kworb.net/spotify/track/78O33U6jbQtNiNfbkZudpd.html
143,Kendrick Lamar,tv off (w/ Lefty Gunplay),"351,476","+19,084","2,459,388","+23,258","342,479,163",https://kworb.net/spotify/artist/2YZyLoL8N0Wb9xBt1NhZWg_albums.html,https://kworb.net/spotify/track/0aB0v4027ukVziUGwVGYpG.html
144,Tate McRae,Revolving door,"351,101","+21,657","2,418,043","-7,164","113,069,588",https://kworb.net/spotify/artist/45dkTj5sMRSjrmBSBeiHym_albums.html,https://kworb.net/spotify/track/541sN2qNfIlllGn9nGOQoC.html
145,Evanescence,Bring Me To Life,"350,240","+13,417","1,999,677","+36,819","26,557,125",https://kworb.net/spotify/artist/5nGIFgo0shDenQYSE0Sn7c_albums.html,https://kworb.net/spotify/track/0COqiPhxzoWICwFCS4eZcp.html
146,Taylor Swift,Honey,"348,955","+6,178","2,646,422","-57,638","54,287,956",https://kworb.net/spotify/artist/06HL4z0CvFAxyc27GXpf02_albums.html,https://kworb.net/spotify/track/4qmFC3Jz5aQ0erlk2OSi2X.html
147,Lord Huron,The Night We Met,"348,894","+17,276","2,000,359","+7,824","356,219,550",https://kworb.net/spotify/artist/6ltzsmQQbmdoHHbLZ4ZN25_albums.html,https://kworb.net/spotify/track/3hRV0jL3vUpRrcy398teAU.html
148,Michael BublÃ©,Holly Jolly Christmas,"348,336","-3,575","1,745,734","-25,264","194,228,263",https://kworb.net/spotify/artist/1GxkXlMwML1oSg5eLPiAz3_albums.html,https://kworb.net/spotify/track/6tjituizSxwSmBB5vtgHZE.html
149,Frank Ocean,Pink + White,"348,325","+3,763","2,366,905","+19,919","555,361,398",https://kworb.net/spotify/artist/2h93pZq0e7k5yf4dywlkpM_albums.html,https://kworb.net/spotify/track/3xKsf9qdS1CyvXSMEid6g8.html
150,The Ronettes,Sleigh Ride,"347,795","-3,331","1,762,729","-19,402","186,680,069",https://kworb.net/spotify/artist/7CyeXFnOrfC1N6z4naIpgo_albums.html,https://kworb.net/spotify/track/7fUYUcWy853HS8YJn0b3Sr.html
151,Nirvana,Smells Like Teen Spirit - Remastered,"347,764","+12,421","2,343,311","+21,098","128,225,023",https://kworb.net/spotify/artist/6olE6TJLqED3rqDCT0FyPh_albums.html,https://kworb.net/spotify/track/0gucTLf7trAf37Ua1uAyAu.html
152,Riley Green,Don't Mind If I Do (w/ Ella Langley),"347,373","+12,225","2,375,974","+3,537","30,288,607",https://kworb.net/spotify/artist/2QMsj4XJ7ne2hojxt6v5eb_albums.html,https://kworb.net/spotify/track/1FHIZknONrV2c20w0x5AVG.html
153,Olivia Dean,I've Seen It,"346,227",,"346,227","+346,227","346,227",https://kworb.net/spotify/artist/00x1fYSGhdqScXBRpSj3DW_albums.html,https://kworb.net/spotify/track/6tHVEMyRfxGgQuXRzl2yOF.html
154,Daniel Caesar,Who Knows,"346,067","+6,102","1,769,268","-4,568","7,909,168",https://kworb.net/spotify/artist/20wkVLutqVOYrc0kxFs7rA_albums.html,https://kworb.net/spotify/track/6DH13QYXK7lKkYHSU88N48.html
155,A$AP Rocky,"I Smoked Away My Brain (I'm God x Demons Mashup) (w/ Imogen Heap, Clams Casino)","345,474","-15,697","2,393,310","+345,474","115,957,784",https://kworb.net/spotify/artist/13ubrt8QOOCPljQ2FL1Kca_albums.html,https://kworb.net/spotify/track/3ZaEs1O8BG581qYPHpQ8d6.html
156,Olivia Dean,Dive,"343,999","+30,022","1,299,613","+343,999","1,695,814",https://kworb.net/spotify/artist/00x1fYSGhdqScXBRpSj3DW_albums.html,https://kworb.net/spotify/track/36vmaZyO0iAE6FZ7287fg2.html
157,Michael Jackson,Billie Jean,"343,038","-34,718","2,559,843","-39,198","28,638,443",https://kworb.net/spotify/artist/3fMbdgg4jU18AjLCKBhRSm_albums.html,https://kworb.net/spotify/track/7J1uxwnxfQLu4APicE5Rnj.html
158,Taylor Swift,Eldest Daughter,"340,266","+4,924","2,589,853","-60,933","59,018,097",https://kworb.net/spotify/artist/06HL4z0CvFAxyc27GXpf02_albums.html,https://kworb.net/spotify/track/62HoDY1Km6lm47haFpUn9c.html
159,Djo,End of Beginning,"340,027","-3,366","2,069,938","+40,082","320,715,996",https://kworb.net/spotify/artist/5p9HO3XC5P3BLxJs5Mtrhm_albums.html,https://kworb.net/spotify/track/3qhlB30KknSejmIvZZLjOD.html
160,Arctic Monkeys,I Wanna Be Yours,"339,281","-6,472","2,294,739","+18,918","341,416,208",https://kworb.net/spotify/artist/7Ln80lUS6He07XvHI8qqHH_albums.html,https://kworb.net/spotify/track/5XeFesFbtLpXzIVDNQP22n.html
161,NF,GIVE ME A REASON,"338,067","-27,713","2,079,021","+338,067","2,079,021",https://kworb.net/spotify/artist/6fOMl44jA4Sp5b9PpYCkzz_albums.html,https://kworb.net/spotify/track/2Nig1jX8uBu3LdSSUrm7Fp.html
162,ROSALÃA,La Perla (w/ Yahritza Y Su Esencia),"336,438","+24,170","2,172,521","-72,022","4,259,766",https://kworb.net/spotify/artist/7ltDVBr6mKbRvohxheJ9h1_albums.html,https://kworb.net/spotify/track/4oVO4fGNRRvEn0CRuFO4qv.html
163,The Weeknd,The Hills,"336,004","+13,720","1,586,385","+31,174","475,685,081",https://kworb.net/spotify/artist/1Xyo4u8uXC1ZmMpatF05PJ_albums.html,https://kworb.net/spotify/track/7fBv7CLKzipRk6EC6TWHOB.html
164,Vance Joy,Riptide,"334,257","-29,588","2,452,083","+11,820","350,771,611",https://kworb.net/spotify/artist/10exVja0key0uqUkk6LJRT_albums.html,https://kworb.net/spotify/track/7yq4Qj7cqayVTp3FF9CWbm.html
165,Benson Boone,Mystical Magical,"333,415","-3,419","2,494,320","-30,583","120,912,617",https://kworb.net/spotify/artist/22wbnEMDvgVIAGdFeek6ET_albums.html,https://kworb.net/spotify/track/2ipIPsgrgd0j2beDf4Ki70.html
166,Drake,Not You Too (w/ Chris Brown),"333,043","-4,276","1,925,412","+333,043","10,382,033",https://kworb.net/spotify/artist/3TVXtAsR1Inumwj472S9r4_albums.html,https://kworb.net/spotify/track/3Q4gttWQ6hxqWOa3tHoTNi.html
167,YoungBoy Never Broke Again,Shot Callin,"333,003","+12,566","2,419,284","+2,310","15,238,045",https://kworb.net/spotify/artist/7wlFDEWiM5OoIAt8RSli8b_albums.html,https://kworb.net/spotify/track/4n4tC4qO2LeWQRM9Gbbtop.html
168,Sia,Snowman,"332,968","-2,301","1,689,729","-20,570","97,717,905",https://kworb.net/spotify/artist/5WUlDfRSoLAfcVSX1WnrxN_albums.html,https://kworb.net/spotify/track/7uoFMmxln0GPXQ0AcCBXRq.html
169,Rihanna,Love On The Brain,"332,889",,"1,316,647","+37,922","92,329,644",https://kworb.net/spotify/artist/5pKCCKE2ajJHZ9KAiaK11H_albums.html,https://kworb.net/spotify/track/2aksifNn5ph8igDOkPBA02.html
170,Sabrina Carpenter,Espresso,"332,070","-7,033","2,413,515","+1,972","646,143,509",https://kworb.net/spotify/artist/74KM79TiuVKeVCqs8QtB0B_albums.html,https://kworb.net/spotify/track/2qSkIjg1o9h3YT9RAgYN75.html
171,Junior H,MIENTRAS DUERMES,"331,780",,"331,780","+331,780","16,791,517",https://kworb.net/spotify/artist/7Gi6gjaWy3DxyilpF1a8Is_albums.html,https://kworb.net/spotify/track/4e76Ss3ji7HQZ4qwcPNkNA.html
172,Red Hot Chili Peppers,Scar Tissue,"331,546","-11,285","2,360,901","+3,952","85,006,712",https://kworb.net/spotify/artist/0L8ExT028jH3ddEcZwqJJ5_albums.html,https://kworb.net/spotify/track/1G391cbiT3v3Cywg8T7DM1.html
173,Bruno Mars,Locked out of Heaven,"330,946",,"660,875","+29,115","134,095,800",https://kworb.net/spotify/artist/0du5cEVh5yTK9QJze8zA0C_albums.html,https://kworb.net/spotify/track/5g7sDjBhZ4I3gcFIpkrLuI.html
174,Kanye West,All Falls Down (w/ Syleena Johnson),"330,542",,"638,509","+31,877","34,935,521",https://kworb.net/spotify/artist/5K4W6rqBFWDnAN6FQUkS6x_albums.html,https://kworb.net/spotify/track/5SkRLpaGtvYPhw02vZhQQ9.html
175,Linkin Park,In the End,"330,350","-2,502","1,972,851","+21,817","93,205,804",https://kworb.net/spotify/artist/6XyY86QOPPrYVGvF9ch6wz_albums.html,https://kworb.net/spotify/track/60a0Rd6pjrkxjPbaKzXjfq.html
176,Hotel Ugly,Shut up My Moms Calling,"329,513","-13,810","1,937,622","-3,684","424,323,512",https://kworb.net/spotify/artist/35WVTyRnKAoaGExqgktVyb_albums.html,https://kworb.net/spotify/track/3hxIUxnT27p5WcmjGUXNwx.html
177,Zach Bryan,Pink Skies,"329,275","-13,609","2,311,856","+2,515","344,939,841",https://kworb.net/spotify/artist/40ZNYROS4zLfyyBSs2PGe2_albums.html,https://kworb.net/spotify/track/4ZJ4vzLQekI0WntDbanNC7.html
178,Frank Ocean,Thinkin Bout You,"329,233","+9,260","2,299,207","+8,831","219,570,497",https://kworb.net/spotify/artist/2h93pZq0e7k5yf4dywlkpM_albums.html,https://kworb.net/spotify/track/7DfFc7a6Rwfi3YQMRbDMau.html
179,Jeff Buckley,"Lover, You Should've Come Over","328,925","+8,663","979,526","+9,104","40,805,267",https://kworb.net/spotify/artist/3nnQpaTvKb5jCQabZefACI_albums.html,https://kworb.net/spotify/track/6Jv7kjGkhY2fT4yuBF3aTz.html
180,SZA,Snooze,"326,746","-8,331","1,993,637","+10,408","582,326,817",https://kworb.net/spotify/artist/7tYKF4w9nC0nq9CsPZTHyP_albums.html,https://kworb.net/spotify/track/4iZ4pt7kvcaH6Yo8UoZ4s2.html
181,Hozier,Too Sweet,"326,617","+2,595","2,371,736","-5,615","523,813,734",https://kworb.net/spotify/artist/2FXC3k01G6Gw61bmprjgqS_albums.html,https://kworb.net/spotify/track/19XpFsce28aByvCC4g89tJ.html
182,Lil Uzi Vert,20 Min,"326,570","-6,126","1,990,125","+26,052","350,950,030",https://kworb.net/spotify/artist/4O15NlyKLIASxsJ0PrXPfz_albums.html,https://kworb.net/spotify/track/0uxSUdBrJy9Un0EYoBowng.html
183,wifiskeleton,Nope your too late i already died (w/ i wanna be a jack-o-lantern),"325,530","-17,904","2,327,373","+12,515","90,227,762",https://kworb.net/spotify/artist/0TvvDswOgvPbgSPK2RDf62_albums.html,https://kworb.net/spotify/track/0hta2Lb2zKJ7kEnAEZEE3G.html
184,Bad Bunny,BAILE INoLVIDABLE,"324,417","+5,339","2,304,911","+22,305","174,360,577",https://kworb.net/spotify/artist/4q3ewBCX7sLwd24euuV69X_albums.html,https://kworb.net/spotify/track/2lTm559tuIvatlT1u0JYG2.html
185,YoungBoy Never Broke Again,Make No Sense,"323,558",,"635,213","+323,558","100,293,808",https://kworb.net/spotify/artist/7wlFDEWiM5OoIAt8RSli8b_albums.html,https://kworb.net/spotify/track/6klLvorLoo1sxvZcjJIY8I.html
186,Journey,Don't Stop Believin' (2022 Remaster),"322,517","-28,810","2,320,958","+9,435","199,050,505",https://kworb.net/spotify/artist/0rvjqX7ttXeg3mTy8Xscbt_albums.html,https://kworb.net/spotify/track/5RKQ5NdjSh2QzD4MaunT91.html
187,Bryson Tiller,Don't,"322,503","-15,882","2,243,955","+4,039","608,366,189",https://kworb.net/spotify/artist/2EMAnMvWE2eb56ToJVfCWs_albums.html,https://kworb.net/spotify/track/3pXF1nA74528Edde4of9CC.html
188,Kendrick Lamar,Money Trees (w/ Jay Rock),"322,474",,"322,474","+322,474","587,605,929",https://kworb.net/spotify/artist/2YZyLoL8N0Wb9xBt1NhZWg_albums.html,https://kworb.net/spotify/track/2HbKqm4o0w5wEeEFXm2sD4.html
189,The Cranberries,Linger,"322,205","-23,857","2,306,346","+6,772","104,916,986",https://kworb.net/spotify/artist/7t0rwkOPGlDPEhaOcVtOt9_albums.html,https://kworb.net/spotify/track/0gEyKnHvgkrkBM6fbeHdwK.html
190,Hozier,Take Me To Church,"322,154",,"959,644","-1,594","402,642,702",https://kworb.net/spotify/artist/2FXC3k01G6Gw61bmprjgqS_albums.html,https://kworb.net/spotify/track/3dYD57lRAUcMHufyqn9GcI.html
191,Diplo,Wish (w/ Trippie Redd),"320,728","-32,361","2,331,263","-15,807","29,404,261",https://kworb.net/spotify/artist/5fMUXHkw8R8eOP2RNVYEZX_albums.html,https://kworb.net/spotify/track/0c0YHn3DIQLl1opsQDd9kO.html
192,Tame Impala,Borderline,"320,389","+1,843","1,943,924","+320,389","6,629,036",https://kworb.net/spotify/artist/5INjqkS1o8h1imAzPqGZBb_albums.html,https://kworb.net/spotify/track/5hM5arv9KDbCHS0k9uqwjr.html
193,Rihanna,Don't Stop The Music,"320,170","-9,103","2,070,485","+18,728","21,803,279",https://kworb.net/spotify/artist/5pKCCKE2ajJHZ9KAiaK11H_albums.html,https://kworb.net/spotify/track/1Jo0Zg7XlrA6z0mFTZVdkn.html
194,Bad Bunny,NUEVAYoL,"318,750",,"1,970,222","+10,540","159,326,579",https://kworb.net/spotify/artist/4q3ewBCX7sLwd24euuV69X_albums.html,https://kworb.net/spotify/track/5TFD2bmFKGhoCRbX61nXY5.html
195,The Weeknd,Die For You,"318,099",,"932,194","+318,099","532,273,092",https://kworb.net/spotify/artist/1Xyo4u8uXC1ZmMpatF05PJ_albums.html,https://kworb.net/spotify/track/2LBqCSwhJGcFQeTHMVGwy3.html
196,EsDeeKid,Phantom (w/ Rico Ace),"317,764",,"317,764","+317,764","317,764",https://kworb.net/spotify/artist/0EyhkwP3UnwGFBy6xwKjSy_albums.html,https://kworb.net/spotify/track/57Z6TJCTMACXxdrcwZ3Zvf.html
197,Tears For Fears,Everybody Wants To Rule The World,"316,327","-36,749","2,348,464","-20,851","302,160,514",https://kworb.net/spotify/artist/4bthk9UfsYUYdcFyqxmSUU_albums.html,https://kworb.net/spotify/track/4RvWPyQ5RL0ao9LPZeSouE.html
198,Morgan Wallen,Cowgirls (w/ ERNEST),"315,567","-10,922","2,285,719",+680,"461,436,137",https://kworb.net/spotify/artist/4oUHIQIBe0LHzYfvXNW4QM_albums.html,https://kworb.net/spotify/track/7fveJ3pk1eSfxBdVkzdXZ0.html
199,Drake,NOKIA,"315,448",,"1,986,555","+7,298","226,458,202",https://kworb.net/spotify/artist/3TVXtAsR1Inumwj472S9r4_albums.html,https://kworb.net/spotify/track/2u9S9JJ6hTZS3Vf22HOZKg.html
200,Three Days Grace,I Hate Everything About You,"315,091","-7,468","1,613,228","+315,091","59,796,657",https://kworb.net/spotify/artist/2xiIXseIJcq3nG7C8fHeBj_albums.html,https://kworb.net/spotify/track/0M955bMOoilikPXwKLYpoi.html
