rank,artist_name,artist_url,listeners,daily_change,peak_rank,peak_listeners
19,Mariah Carey,https://kworb.net/spotify/artist/4iHNK0tOyZPYnBU7nGAgpQ_albums.html,"67,656,996","1,225,677",5,"100,610,625"
20,Shakira,https://kworb.net/spotify/artist/0EmeFodog0BfCgMzAIvKQp_albums.html,"67,521,881","74,703",3,"82,268,835"
21,SZA,https://kworb.net/spotify/artist/7tYKF4w9nC0nq9CsPZTHyP_albums.html,"67,112,160","205,677",6,"97,852,020"
22,J Balvin,https://kworb.net/spotify/artist/1vyhD5VmyZ7KMfW5gqLgo5_albums.html,"65,809,692","36,351",18,"70,482,988"
23,Kanye West,https://kworb.net/spotify/artist/5K4W6rqBFWDnAN6FQUkS6x_albums.html,"65,701,774","109,809",6,"78,581,428"
24,Katy Perry,https://kworb.net/spotify/artist/6jJ0s89eD6GaHleKKya26X_albums.html,"64,753,197","137,881",20,"68,464,762"
25,Calvin Harris,https://kworb.net/spotify/artist/7CajNmpbOovFoOoasH2HaY_albums.html,"63,392,557","3,850",13,"76,334,289"
26,Post Malone,https://kworb.net/spotify/artist/246dkjvS1zLTtiykXe5h60_albums.html,"63,154,773","101,421",3,"98,466,468"
27,Daddy Yankee,https://kworb.net/spotify/artist/4VMYDCV2IEDYJArk749S6m_albums.html,"62,678,814","74,676",22,"62,678,814"
28,Dua Lipa,https://kworb.net/spotify/artist/6M2wZ9GZgrQXHCFfjv46we_albums.html,"61,990,997","69,852",3,"78,673,675"
29,Lana Del Rey,https://kworb.net/spotify/artist/00FQb4jTyendYWaN8pK0wa_albums.html,"61,611,530","157,530",22,"64,952,989"
30,Michael Jackson,https://kworb.net/spotify/artist/3fMbdgg4jU18AjLCKBhRSm_albums.html,"61,347,280","-3,470",21,"67,640,541"
31,Travis Scott,https://kworb.net/spotify/artist/0Y5tJX1MQlPlqiwlOH1tJY_albums.html,"59,454,121","119,402",6,"75,557,671"
32,Chris Brown,https://kworb.net/spotify/artist/7bXgB6jMjp9ATFy66eO08Z_albums.html,"59,325,559","36,746",25,"60,215,489"
33,Doja Cat,https://kworb.net/spotify/artist/5cj0lLjcoR7YOSnhnX0Po5_albums.html,"58,683,550","-75,178",5,"76,357,864"
34,Elton John,https://kworb.net/spotify/artist/3PhoLpVuITZKcymswpck5b_albums.html,"57,490,648","425,749",16,"72,669,137"
35,Pitbull,https://kworb.net/spotify/artist/0TnOYISbd1XYRBk9myaseg_albums.html,"57,479,303","-164,672",24,"66,809,902"
36,Adele,https://kworb.net/spotify/artist/4dpARuHxo51G3z768sgnrY_albums.html,"56,755,633","-1,265",23,"62,764,213"
37,Imagine Dragons,https://kworb.net/spotify/artist/53XhwfbYqKCa1cC15pYq2q_albums.html,"56,550,615","-87,411",18,"62,801,774"
38,Queen,https://kworb.net/spotify/artist/1dfeR4HaWDbWqFHLkxsg1d_albums.html,"55,570,384","320,875",29,"64,087,998"
39,Tate McRae,https://kworb.net/spotify/artist/45dkTj5sMRSjrmBSBeiHym_albums.html,"54,570,895","-21,501",26,"59,945,963"
40,Arctic Monkeys,https://kworb.net/spotify/artist/7Ln80lUS6He07XvHI8qqHH_albums.html,"54,507,631","164,315",36,"56,618,863"
41,KPop Demon Hunters Cast,https://kworb.net/spotify/artist/7mW7Tv7NvywKKXqafZo0Lc_albums.html,"53,873,142","-134,726",30,"61,126,674"
42,sombr,https://kworb.net/spotify/artist/4G9NDjRyZFDlJKMRL8hx3S_albums.html,"53,355,648","-53,886",29,"59,821,549"
43,Linkin Park,https://kworb.net/spotify/artist/6XyY86QOPPrYVGvF9ch6wz_albums.html,"52,698,337","-44,521",29,"60,369,972"
44,Sam Smith,https://kworb.net/spotify/artist/2wY79sveU1sp5g7SokKOiI_albums.html,"52,663,708","49,990",7,"73,972,799"
45,Black Eyed Peas,https://kworb.net/spotify/artist/1yxSLGMDHlW21z4YXirZDS_albums.html,"52,530,972","-47,228",28,"61,377,432"
46,BeyoncÃ©,https://kworb.net/spotify/artist/6vWDO969PvNqNYHIOW5v0m_albums.html,"52,523,839","-52,737",6,"78,122,541"
47,Olivia Dean,https://kworb.net/spotify/artist/00x1fYSGhdqScXBRpSj3DW_albums.html,"51,740,395","260,064",47,"51,740,395"
48,Miley Cyrus,https://kworb.net/spotify/artist/5YGY8feqx7naU7z4HrwZM6_albums.html,"50,993,734","24,325",2,"84,140,935"
49,Shreya Ghoshal,https://kworb.net/spotify/artist/0oOet2f43PA68X5RxKobEy_albums.html,"50,934,483","-19,031",48,"51,017,272"
50,Arijit Singh,https://kworb.net/spotify/artist/4YRxDV8wJFPHPTeXepOstw_albums.html,"50,884,838","107,499",50,"50,884,838"
51,Alex Warren,https://kworb.net/spotify/artist/0fTSzq9jAh4c36UVb4V7CB_albums.html,"50,832,302","92,570",35,"55,736,704"
52,Future,https://kworb.net/spotify/artist/1RyvyyTE3xzB2ZywiAwp0i_albums.html,"50,809,972","91,971",22,"65,628,348"
53,The Neighbourhood,https://kworb.net/spotify/artist/77SW9BnxLY8rJ0RciFqkHh_albums.html,"50,534,159","-50,524",53,"50,960,590"
54,Khalid,https://kworb.net/spotify/artist/6LuN9FCkKOj5PcnpouEgny_albums.html,"50,487,711","-72,007",28,"55,253,946"
55,Rauw Alejandro,https://kworb.net/spotify/artist/1mcTU81TzQhprhouKaTkpq_albums.html,"50,475,901","-10,085",34,"55,799,543"
56,Halsey,https://kworb.net/spotify/artist/26VFTg2z8YR0cCuwLzESi2_albums.html,"50,315,873","16,678",48,"50,611,093"
57,RAYE,https://kworb.net/spotify/artist/5KKpBU5eC2tJDzf0wmlRp2_albums.html,"49,075,474","104,330",57,"49,075,474"
58,Marshmello,https://kworb.net/spotify/artist/64KEffDW9EtZ1y2vBYgq8T_albums.html,"48,989,812","-45,309",11,"68,947,085"
59,EJAE,https://kworb.net/spotify/artist/0RMJOzHDhAKY1o2j0W0vxY_albums.html,"48,972,485","-96,448",39,"55,600,304"
60,REI AMI,https://kworb.net/spotify/artist/6U1dV7aL68N7Gb0Naq34V5_albums.html,"48,657,511","-110,354",41,"55,202,504"
61,Sean Paul,https://kworb.net/spotify/artist/3Isy6kedDrgPYoTS1dazA9_albums.html,"48,571,448","14,960",48,"50,313,773"
62,Britney Spears,https://kworb.net/spotify/artist/26dSoYclwsYLMAKD3tpOr4_albums.html,"48,451,692","218,495",48,"54,776,119"
63,KAROL G,https://kworb.net/spotify/artist/790FomKkXshlbRYZFtlgla_albums.html,"48,346,420","29,665",21,"63,139,763"
64,Teddy Swims,https://kworb.net/spotify/artist/33qOK5uJ8AR2xuQQAhHump_albums.html,"48,337,550","73,492",44,"51,616,484"
65,HUNTR/X,https://kworb.net/spotify/artist/2yNNYQBChuox9A5Ka93BIn_albums.html,"48,059,254","-90,560",42,"54,529,976"
66,Ozuna,https://kworb.net/spotify/artist/1i8SpTcr7yvPOmcqrbnVXY_albums.html,"47,844,679","72,863",40,"51,532,028"
67,AUDREY NUNA,https://kworb.net/spotify/artist/0Wwji82sLA0Hcvtuak3omb_albums.html,"47,732,644","-91,393",43,"54,291,080"
68,Lil Wayne,https://kworb.net/spotify/artist/55Aa2cqylxrFIXC767Z865_albums.html,"47,449,426","54,297",43,"52,904,090"
69,Pritam,https://kworb.net/spotify/artist/1wRPtKGflJrBx9BmLsSwlU_albums.html,"47,345,092","-94,176",65,"48,088,116"
70,The Chainsmokers,https://kworb.net/spotify/artist/69GGBxA162lTqCwzJG5jLp_albums.html,"47,259,816","-78,224",44,"52,157,060"
71,Shawn Mendes,https://kworb.net/spotify/artist/7n2wHs1TKAczGzO7Dd2rGr_albums.html,"47,038,248","15,405",45,"49,285,295"
72,Justin Timberlake,https://kworb.net/spotify/artist/31TPClRtHm23RisEBtV3X7_albums.html,"46,832,989","-45,594",57,"49,088,703"
73,OneRepublic,https://kworb.net/spotify/artist/5Pwc4xIPtQLFEnJriah9YJ_albums.html,"46,553,466","-29,920",23,"64,167,172"
74,Olivia Rodrigo,https://kworb.net/spotify/artist/1McMsnEElThX1knmY4oliG_albums.html,"46,467,189","88,379",18,"64,128,148"
75,Fleetwood Mac,https://kworb.net/spotify/artist/08GQAI4eElDnROBrJRGE0X_albums.html,"46,371,567","-17,498",50,"50,975,096"
76,DJ Snake,https://kworb.net/spotify/artist/540vIaP2JwjQb9dm3aArA4_albums.html,"46,292,906","57,934",73,"46,292,906"
77,Playboi Carti,https://kworb.net/spotify/artist/699OTQXzgjhIYAHMy9RyPD_albums.html,"46,276,331","226,311",27,"62,424,456"
78,Benson Boone,https://kworb.net/spotify/artist/22wbnEMDvgVIAGdFeek6ET_albums.html,"46,239,187","-62,577",31,"60,310,612"
79,A.R. Rahman,https://kworb.net/spotify/artist/1mYsTxnqsietFxj1OgoGbG_albums.html,"46,110,135","116,054",79,"46,110,135"
80,"Tyler, The Creator",https://kworb.net/spotify/artist/4V8LLVI7PbaPR0K2TGSxFF_albums.html,"45,624,707","-21,937",43,"52,930,766"
81,Charlie Puth,https://kworb.net/spotify/artist/6VuMaDnrHyPL1p4EHjYLi7_albums.html,"45,499,978","8,789",58,"46,759,626"
82,Radiohead,https://kworb.net/spotify/artist/4Z8W4fKeB5YxbusRsdQVPb_albums.html,"45,308,895","26,607",76,"45,432,335"
83,Nicki Minaj,https://kworb.net/spotify/artist/0hCNtLu0JehylgoiP8L4Gh_albums.html,"45,208,850","-74,214",18,"65,680,733"
84,Harry Styles,https://kworb.net/spotify/artist/6KImCVD70vtIoJWnq6nGn3_albums.html,"44,563,283","84,318",13,"66,411,599"
85,Camila Cabello,https://kworb.net/spotify/artist/4nDoRrQiYLoBzwC5BhVJzF_albums.html,"44,384,177","51,436",57,"48,263,505"
86,Ne-Yo,https://kworb.net/spotify/artist/21E3waRsmPlU7jZsS13rcj_albums.html,"43,097,508","-188,578",74,"44,757,663"
87,Ellie Goulding,https://kworb.net/spotify/artist/0X2BH1fck6amBIoJhDVmmJ_albums.html,"43,092,563","-52,751",51,"45,626,754"
88,50 Cent,https://kworb.net/spotify/artist/3q7HBObVc0L8jNeTe5Gofh_albums.html,"42,872,746","37,976",79,"42,983,530"
89,USHER,https://kworb.net/spotify/artist/23zg3TcAtWQy7J6upgbUnj_albums.html,"42,637,406","-223,881",47,"51,216,038"
90,Metro Boomin,https://kworb.net/spotify/artist/0iEtIxbK0KxaSlF7G42ZOp_albums.html,"42,171,447","17,783",17,"64,728,517"
91,Don Omar,https://kworb.net/spotify/artist/33ScadVnbm2X8kkUqOkC6Z_albums.html,"42,137,377","8,040",82,"42,498,390"
92,Maluma,https://kworb.net/spotify/artist/1r4hJ1h58CWwUQe3MxPuau_albums.html,"42,078,776","-28,260",56,"47,177,187"
93,One Direction,https://kworb.net/spotify/artist/4AK6F7OLvEQ5QYCBNiQWHq_albums.html,"41,897,507","-14,468",26,"61,154,815"
94,JENNIE,https://kworb.net/spotify/artist/250b0Wlc5Vk0CoUsaCY84M_albums.html,"41,750,710","41,404",42,"51,284,235"
95,Michael BublÃ©,https://kworb.net/spotify/artist/1GxkXlMwML1oSg5eLPiAz3_albums.html,"41,747,068","1,125,170",13,"73,651,203"
96,Red Hot Chili Peppers,https://kworb.net/spotify/artist/0L8ExT028jH3ddEcZwqJJ5_albums.html,"41,577,283","11,059",80,"42,593,962"
97,Hozier,https://kworb.net/spotify/artist/2FXC3k01G6Gw61bmprjgqS_albums.html,"41,463,128","-3,681",32,"57,616,097"
98,Farruko,https://kworb.net/spotify/artist/329e4yvIujISKGKz1BZZbO_albums.html,"41,389,012","9,834",64,"41,678,122"
99,Tame Impala,https://kworb.net/spotify/artist/5INjqkS1o8h1imAzPqGZBb_albums.html,"41,317,651","-29,952",86,"43,511,404"
100,Selena Gomez,https://kworb.net/spotify/artist/0C8ZW7ezQVs4URX5aX7Kqx_albums.html,"40,987,738","-30,941",22,"58,879,269"
101,Wham!,https://kworb.net/spotify/artist/5lpH0xAS4fVfLkACg9DAuM_albums.html,"40,640,819","1,196,962",13,"81,641,878"
102,21 Savage,https://kworb.net/spotify/artist/1URnnhqYAYcrqrcwql10ft_albums.html,"40,338,478","15,205",17,"66,771,445"
103,ROSALÃA,https://kworb.net/spotify/artist/7ltDVBr6mKbRvohxheJ9h1_albums.html,"40,220,287","135,573",47,"46,715,627"
104,The Police,https://kworb.net/spotify/artist/5NGO30tJxFlKixkPSgXcFE_albums.html,"40,098,279","213,185",104,"40,098,279"
105,JAY-Z,https://kworb.net/spotify/artist/3nFkdlSjzX9mRTtwJOzDYB_albums.html,"39,946,619","-78,924",66,"40,138,386"
106,Peso Pluma,https://kworb.net/spotify/artist/12GqGscKJx3aE4t07u7eVZ_albums.html,"39,869,123","108,352",27,"59,429,724"
107,Fuerza Regida,https://kworb.net/spotify/artist/0ys2OFYzWYB5hRDLCsBqxt_albums.html,"39,717,054","119,660",102,"39,717,054"
108,Daniel Caesar,https://kworb.net/spotify/artist/20wkVLutqVOYrc0kxFs7rA_albums.html,"39,684,147","93,337",69,"44,105,561"
109,Madonna,https://kworb.net/spotify/artist/6tbjWDEIzxoDsBA1FuhfPW_albums.html,"39,676,736","58,086",50,"48,192,778"
110,Gorillaz,https://kworb.net/spotify/artist/3AA28KZvwAUcZuOKwyblJQ_albums.html,"39,549,260","-123,931",54,"42,877,228"
111,Kelly Clarkson,https://kworb.net/spotify/artist/3BmGtnKgCSGYIUhmivXKWX_albums.html,"39,106,763","812,667",29,"64,847,712"
112,Wiz Khalifa,https://kworb.net/spotify/artist/137W8MRPWKqSmrBGDBFSop_albums.html,"38,838,794","-12,938",78,"43,003,656"
113,Don Toliver,https://kworb.net/spotify/artist/4Gso3d4CscCijv0lmajZWs_albums.html,"38,760,148","69,080",79,"42,762,039"
114,Kesha,https://kworb.net/spotify/artist/6LqNN22kT3074XbTVUrhzX_albums.html,"38,336,910","-59,904",56,"51,088,856"
115,The Kid LAROI,https://kworb.net/spotify/artist/2tIP7SsRs7vjIcLrU85W8J_albums.html,"37,904,533","-36,323",50,"46,982,806"
116,Akon,https://kworb.net/spotify/artist/0z4gvV4rjIZ9wHck67ucSV_albums.html,"37,546,466","13,480",113,"37,546,466"
117,Frank Sinatra,https://kworb.net/spotify/artist/1Mxqyy3pSjf8kZZL4QVxS0_albums.html,"37,419,352","783,570",33,"61,802,582"
118,Anuel AA,https://kworb.net/spotify/artist/2R21vXR83lH98kGeO99Y66_albums.html,"37,419,224","45,821",83,"37,419,224"
119,ABBA,https://kworb.net/spotify/artist/0LcJLqbBmaGUft1e9Mm8HV_albums.html,"37,303,503","205,295",105,"37,303,503"
120,Sachin-Jigar,https://kworb.net/spotify/artist/1mBydYMVBECdDmMfE2sEUO_albums.html,"36,653,131","-112,562",115,"37,050,005"
121,Flo Rida,https://kworb.net/spotify/artist/0jnsk9HBra6NMjO2oANoPY_albums.html,"36,534,941","-136,635",88,"40,806,713"
122,The Goo Goo Dolls,https://kworb.net/spotify/artist/2sil8z5kiy4r76CRTXxBCA_albums.html,"36,131,250","-75,636",105,"38,486,480"
123,Nirvana,https://kworb.net/spotify/artist/6olE6TJLqED3rqDCT0FyPh_albums.html,"36,100,331","-11,548",122,"36,111,879"
124,Myke Towers,https://kworb.net/spotify/artist/7iK8PXO48WeuP03g8YR51W_albums.html,"35,892,373",986,48,"47,235,005"
125,Cigarettes After Sex,https://kworb.net/spotify/artist/1QAJqy2dA3ihHBFIHRphZj_albums.html,"35,886,513","94,239",125,"35,886,513"
126,Twenty One Pilots,https://kworb.net/spotify/artist/3YQKmKGau1PzlVlkL1iodx_albums.html,"35,868,976","94,888",116,"35,868,976"
127,AC/DC,https://kworb.net/spotify/artist/711MCceyCBcFnzjGY4Q7Un_albums.html,"35,856,514","-11,514",77,"40,609,655"
128,Chappell Roan,https://kworb.net/spotify/artist/7GlBOeep6PqTfFi59PTUUN_albums.html,"35,839,649","101,746",59,"47,355,595"
129,Alicia Keys,https://kworb.net/spotify/artist/3DiDSECUqqY1AuBP8qtaIa_albums.html,"35,773,323","-22,028",101,"36,467,650"
130,Green Day,https://kworb.net/spotify/artist/7oPftvlwr6VrsViSDV7fJY_albums.html,"35,768,058","-135,754",96,"38,399,475"
131,Feid,https://kworb.net/spotify/artist/2LRoIwlKmHjgvigdNGBHNo_albums.html,"35,727,059","22,894",53,"46,407,503"
132,Romeo Santos,https://kworb.net/spotify/artist/5lwmRuXgjX8xIwlnauTZIP_albums.html,"35,637,577","204,043",97,"37,325,349"
133,Avicii,https://kworb.net/spotify/artist/1vCWHaC5f2uS3yhpwWbIA6_albums.html,"35,487,188","-40,939",68,"43,468,577"
134,Guns N' Roses,https://kworb.net/spotify/artist/3qm84nBOXUEQ2vnTfUTTFC_albums.html,"35,484,065","-32,647",117,"36,387,862"
135,Gracie Abrams,https://kworb.net/spotify/artist/4tuJ0bMpJh08umKkEXKUI5_albums.html,"35,436,262","137,471",43,"51,497,815"
136,Disney,https://kworb.net/spotify/artist/3xvaSlT4xsyk6lY1ESOspO_albums.html,"35,396,262","179,568",121,"36,054,080"
137,James Arthur,https://kworb.net/spotify/artist/4IWBUUAFIplrNtaOHcJPRM_albums.html,"35,316,228","-20,174",69,"40,276,141"
138,Diplo,https://kworb.net/spotify/artist/5fMUXHkw8R8eOP2RNVYEZX_albums.html,"35,315,885","-26,012",95,"35,979,312"
139,The MarÃ­as,https://kworb.net/spotify/artist/2sSGPbdZJkaSE2AbcGOACx_albums.html,"35,308,960","108,457",106,"37,229,305"
140,Grupo Frontera,https://kworb.net/spotify/artist/6XkjpgcEsYab502Vr1bBeW_albums.html,"35,224,357","75,438",64,"39,234,817"
141,A$AP Rocky,https://kworb.net/spotify/artist/13ubrt8QOOCPljQ2FL1Kca_albums.html,"34,980,443","22,821",91,"38,527,146"
142,Frank Ocean,https://kworb.net/spotify/artist/2h93pZq0e7k5yf4dywlkpM_albums.html,"34,913,976","19,961",96,"37,385,637"
143,TiÃ«sto,https://kworb.net/spotify/artist/2o5jDhtHVPhrJdv3cEQ99Z_albums.html,"34,688,079","-42,582",38,"53,621,311"
144,BeÃ©le,https://kworb.net/spotify/artist/7a0XAaPaK2aDSqa8p3QnC7_albums.html,"34,419,509","86,833",94,"39,921,365"
145,Ty Dolla $ign,https://kworb.net/spotify/artist/7c0XG5cIJTrrAgEC3ULPiq_albums.html,"34,416,985","28,605",40,"52,532,512"
146,Nicky Jam,https://kworb.net/spotify/artist/1SupJlEpv7RS2tPNRaHViT_albums.html,"34,334,893","3,857",110,"37,547,038"
147,Swae Lee,https://kworb.net/spotify/artist/1zNqQNIdeOUZHb8zbZRFMX_albums.html,"34,258,430","-25,595",51,"47,431,521"
148,Zara Larsson,https://kworb.net/spotify/artist/1Xylc3o4UrD53lo9CvFvVg_albums.html,"34,035,963","243,311",148,"34,035,963"
149,Ovy On The Drums,https://kworb.net/spotify/artist/3m5qlPf2OkihLz3dRYnkPA_albums.html,"33,889,668","116,749",99,"38,983,123"
150,Brenda Lee,https://kworb.net/spotify/artist/4cPHsZM98sKzmV26wlwD2W_albums.html,"33,656,756","1,279,917",21,"73,309,610"
151,Anitta,https://kworb.net/spotify/artist/7FNnA9vBm6EKceENgCGRMb_albums.html,"33,545,495","-31,456",99,"45,678,504"
152,Kali Uchis,https://kworb.net/spotify/artist/1U1el3k54VvEUzo3ybLPlM_albums.html,"33,518,860","-11,213",49,"48,511,206"
153,Gunna,https://kworb.net/spotify/artist/2hlmm7s2ICUX0LVIhVFlZQ_albums.html,"33,468,960","9,391",65,"43,236,433"
154,KATSEYE,https://kworb.net/spotify/artist/3c0gDdb9lhnHGFtP4prQpn_albums.html,"33,459,904","-9,833",145,"34,058,050"
155,The Beatles,https://kworb.net/spotify/artist/3WrFJ7ztbogyGnTHbHJFl2_albums.html,"33,378,675","10,528",78,"37,399,629"
156,Bizarrap,https://kworb.net/spotify/artist/716NhGYqD1jl2wI1Qkgq36_albums.html,"33,317,369","118,394",28,"54,300,662"
157,Lord Huron,https://kworb.net/spotify/artist/6ltzsmQQbmdoHHbLZ4ZN25_albums.html,"33,272,661","102,068",140,"34,820,218"
158,Tom Odell,https://kworb.net/spotify/artist/2txHhyCwHjUEpJjWrEyqyX_albums.html,"33,177,356","12,611",87,"38,447,142"
159,XXXTENTACION,https://kworb.net/spotify/artist/15UsOTVnJzReFVN1VCnxy4_albums.html,"33,175,155","-22,757",67,"42,898,057"
160,Irshad Kamil,https://kworb.net/spotify/artist/3GdSQUH1BRtl9UrrtuwJlP_albums.html,"33,138,941","91,405",110,"38,606,762"
161,Manuel Turizo,https://kworb.net/spotify/artist/0tmwSHipWxN12fsoLcFU3B_albums.html,"33,075,723","38,726",66,"39,587,171"
162,Billy Joel,https://kworb.net/spotify/artist/6zFYqv1mOsgBRQbae3JJ9e_albums.html,"33,064,454","42,430",132,"33,406,304"
163,Tyla,https://kworb.net/spotify/artist/3SozjO3Lat463tQICI9LcE_albums.html,"33,055,279","490,538",112,"34,775,358"
164,Amitabh Bhattacharya,https://kworb.net/spotify/artist/2fMqTqiTxUDlmcOEPaQSsx_albums.html,"33,031,144","-120,993",141,"34,328,791"
165,Udit Narayan,https://kworb.net/spotify/artist/70B80Lwx2sxti0M1Ng9e8K_albums.html,"33,013,124","-81,126",154,"33,534,705"
166,Nelly Furtado,https://kworb.net/spotify/artist/2jw70GZXlAI8QzWeY2bgRc_albums.html,"33,010,846","-92,567",141,"34,576,866"
167,J. Cole,https://kworb.net/spotify/artist/6l3HvQ5sa6mXTsMTB19rO5_albums.html,"32,987,438","51,441",45,"48,760,887"
168,Tanishk Bagchi,https://kworb.net/spotify/artist/4f7KfxeHq9BiylGmyXepGt_albums.html,"32,976,014","-49,475",106,"38,964,620"
169,Morgan Wallen,https://kworb.net/spotify/artist/4oUHIQIBe0LHzYfvXNW4QM_albums.html,"32,811,864","33,090",59,"46,385,773"
170,Tinashe,https://kworb.net/spotify/artist/0NIIxcxNHmOoyBx03SfTCD_albums.html,"32,651,237","-54,004",152,"33,579,056"
171,P!nk,https://kworb.net/spotify/artist/1KCSPY1glIKqW2TotWuXOR_albums.html,"32,493,959","38,964",68,"37,814,655"
172,Lewis Capaldi,https://kworb.net/spotify/artist/4GNC7GD6oZMSxPGyXy4MNB_albums.html,"32,301,855","-102,438",66,"37,776,153"
173,Laufey,https://kworb.net/spotify/artist/7gW0r5CkdEUMm42w9XpyZO_albums.html,"32,124,980","438,037",89,"43,026,697"
174,Charli xcx,https://kworb.net/spotify/artist/25uiPmTg16RbhZWAqwLBy5_albums.html,"31,862,972","1,089",56,"46,491,335"
175,Metallica,https://kworb.net/spotify/artist/2ye2Wgw4gimLv2eAKyk1NB_albums.html,"31,588,278","55,795",144,"31,588,278"
176,Vishal-Shekhar,https://kworb.net/spotify/artist/6Mv8GjQa7LKUGCAqa9qqdb_albums.html,"31,578,321","-43,217",160,"31,768,854"
177,Pharrell Williams,https://kworb.net/spotify/artist/2RdwBSPQiwcmiDo9kixcl8_albums.html,"31,440,419","28,397",89,"41,485,126"
178,Elvis Presley,https://kworb.net/spotify/artist/43ZHCT0cAZBISjO8DG9PnE_albums.html,"31,230,070","438,644",57,"52,355,319"
179,ZAYN,https://kworb.net/spotify/artist/5ZsFI1h6hIdQRw2ti0hz81_albums.html,"31,221,841","-64,489",124,"36,072,526"
180,Anne-Marie,https://kworb.net/spotify/artist/1zNqDE7qDGCsyzJwohVaoX_albums.html,"31,162,486","-9,453",61,"41,501,481"
181,Bebe Rexha,https://kworb.net/spotify/artist/64M6ah0SkkRsnPGtGiRAbb_albums.html,"31,149,504",522,37,"49,496,274"
182,Bon Jovi,https://kworb.net/spotify/artist/58lV9VcRSjABbAbfWS6skp_albums.html,"31,058,166","-8,773",143,"31,750,399"
183,Demi Lovato,https://kworb.net/spotify/artist/6S2OmqARrzebs0tKUEyXyp_albums.html,"31,001,893","-112,502",98,"33,320,815"
184,ROSÃ,https://kworb.net/spotify/artist/3eVa5w3URK5duf6eyVDbu9_albums.html,"30,714,796","115,000",17,"71,124,800"
185,Eagles,https://kworb.net/spotify/artist/0ECwFtbIWEVNwjlrfc6xoL_albums.html,"30,599,879","393,992",104,"38,461,042"
186,Enrique Iglesias,https://kworb.net/spotify/artist/7qG3b048QCHVRO5Pv1T5lw_albums.html,"30,506,016","22,026",122,"35,272,755"
187,Juice WRLD,https://kworb.net/spotify/artist/4MCBfE4596Uoi2O4DtmEMz_albums.html,"30,441,995","56,147",92,"39,483,073"
188,Lil Baby,https://kworb.net/spotify/artist/5f7VJjfbwm532GiveGC0ZK_albums.html,"30,422,378","126,172",76,"41,194,598"
189,Atif Aslam,https://kworb.net/spotify/artist/2oSONSC9zQ4UonDKnLqksx_albums.html,"30,414,274","-11,566",185,"30,425,840"
190,Ava Max,https://kworb.net/spotify/artist/4npEfmQ6YuiwW1GpUmaq3F_albums.html,"30,364,573","-12,175",85,"42,954,408"
191,Empire Of The Sun,https://kworb.net/spotify/artist/67hb7towEyKvt5Z8Bx306c_albums.html,"30,057,406","-63,069",121,"35,337,797"
