rank,artist_name,artist_url,listeners,daily_change,peak_rank,peak_listeners
548,A Boogie Wit da Hoodie,https://kworb.net/spotify/artist/31W5EY0aAly4Qieq6OFu6I_albums.html,"16,884,369","-27,513",213,"22,882,543"
549,BjÃ¶rk,https://kworb.net/spotify/artist/7w29UYBi0qsHi5RTcv3lmA_albums.html,"16,836,178","-188,327",445,"19,038,208"
550,Gotye,https://kworb.net/spotify/artist/2AsusXITU8P25dlRNhcAbG_albums.html,"16,826,187","-44,899",367,"18,956,932"
551,Sayfalse,https://kworb.net/spotify/artist/6s4LSwgbzTAfnN6OUfegJB_albums.html,"16,808,340","-15,084",526,"17,104,132"
552,Danger Mouse,https://kworb.net/spotify/artist/2dBj3prW7gP9bCCOIQeDUf_albums.html,"16,806,777","-43,157",523,"17,141,937"
553,Tove Lo,https://kworb.net/spotify/artist/4NHQUGzhtTLFvgF5SZesLK_albums.html,"16,806,276","-22,486",321,"16,847,745"
554,Deftones,https://kworb.net/spotify/artist/6Ghvu1VvMGScGpOUJBAHNH_albums.html,"16,803,849","-31,828",451,"18,168,600"
555,Mc JacareÌ,https://kworb.net/spotify/artist/6qrqAYlS6lUj2BVXax7SZW_albums.html,"16,793,452","52,419",555,"16,793,452"
556,Big Sean,https://kworb.net/spotify/artist/0c173mlxpT3dSFRgMO8XPh_albums.html,"16,788,038","51,643",166,"29,499,746"
557,girl in red,https://kworb.net/spotify/artist/3uwAm6vQy7kWPS2bciKWx9_albums.html,"16,774,125","-131,573",262,"23,016,471"
558,Stromae,https://kworb.net/spotify/artist/5j4HeCoUlzhfWtjAfM1acR_albums.html,"16,750,776",748,249,"25,659,827"
559,GloRilla,https://kworb.net/spotify/artist/2qoQgPAilErOKCwE2Y8wOG_albums.html,"16,749,831","-25,321",166,"28,822,517"
560,Roop Kumar Rathod,https://kworb.net/spotify/artist/03SZmfKAgYRQKUwy0EoJUa_albums.html,"16,732,288","-3,947",553,"16,736,235"
561,Jeet Gannguli,https://kworb.net/spotify/artist/2kkQthS9OLpK4UqNWYqoVl_albums.html,"16,728,710","-8,001",491,"17,785,105"
562,Yung Beef,https://kworb.net/spotify/artist/1rTUwYS38LkQTlT2fhikch_albums.html,"16,679,151","237,558",562,"16,679,151"
563,Joan Sebastian,https://kworb.net/spotify/artist/7FsRH5bw8iWpSbMX1G7xf1_albums.html,"16,666,915","-18,922",554,"16,786,548"
564,Black Sabbath,https://kworb.net/spotify/artist/5M52tdBnJaKSvOpJGz8mfZ_albums.html,"16,663,130","-20,108",173,"31,120,876"
565,Pop Smoke,https://kworb.net/spotify/artist/0eDvMgVFoNV3TpwtrVCoTj_albums.html,"16,633,810","-16,432",162,"25,280,553"
566,Noriel,https://kworb.net/spotify/artist/3RtNN1VnooWEn3KQk03DUL_albums.html,"16,633,583","-28,184",526,"17,090,697"
567,KISS,https://kworb.net/spotify/artist/07XSN3sPlIlB2L2XNcTwJw_albums.html,"16,627,795","-31,971",472,"18,269,205"
568,Mon Laferte,https://kworb.net/spotify/artist/4boI7bJtmB1L3b1cuL75Zr_albums.html,"16,624,172","43,092",566,"16,624,172"
569,Boney M.,https://kworb.net/spotify/artist/54R6Y0I7jGUCveDTtI21nb_albums.html,"16,600,714","133,845",268,"24,770,644"
570,Pamungkas,https://kworb.net/spotify/artist/7d86ERlvO5UG44j7Va0Y0C_albums.html,"16,600,615","-8,709",552,"16,616,328"
571,mgk,https://kworb.net/spotify/artist/6TIYQ3jFPwQSRmorSezPxX_albums.html,"16,561,792","54,624",403,"19,192,009"
572,Chino Pacas,https://kworb.net/spotify/artist/2rmkQLzj0k4nZdQehOUByO_albums.html,"16,558,200","60,748",267,"21,601,531"
573,Juan Gabriel,https://kworb.net/spotify/artist/2MRBDr0crHWE5JwPceFncq_albums.html,"16,556,569","-23,628",563,"16,611,454"
574,La Arrolladora Banda El LimÃ³n De Rene Camacho,https://kworb.net/spotify/artist/5bSfBBCxY8QAk4Pifveisz_albums.html,"16,502,981","5,186",557,"16,563,255"
575,Little Mix,https://kworb.net/spotify/artist/3e7awlrlDSwF3iM0WBjGMp_albums.html,"16,492,928","-4,063",287,"19,963,380"
576,Los Dareyes De La Sierra,https://kworb.net/spotify/artist/1ZMJSCQw8DIefcLb1FIpY0_albums.html,"16,489,695","-16,145",518,"17,094,913"
577,Jatin-Lalit,https://kworb.net/spotify/artist/4YgUVg4p7xtMOrOS4GjiJZ_albums.html,"16,477,756","6,925",550,"16,685,457"
578,Topic,https://kworb.net/spotify/artist/0u6GtibW46tFX7koQ6uNJZ_albums.html,"16,448,335","-29,347",317,"22,576,619"
579,Pearl Jam,https://kworb.net/spotify/artist/1w5Kfo2jwwIPruYS2UWh56_albums.html,"16,431,354",-722,488,"16,432,076"
580,Dj Samir,https://kworb.net/spotify/artist/6U0dJxYVB41L8WDZ02Nwuk_albums.html,"16,419,654","-23,031",554,"16,617,810"
581,Lin-Manuel Miranda,https://kworb.net/spotify/artist/4aXXDj9aZnlshx7mzj3W1N_albums.html,"16,414,141","-32,882",461,"16,968,839"
582,Mary J. Blige,https://kworb.net/spotify/artist/1XkoF8ryArs86LZvFOkbyr_albums.html,"16,407,867","26,084",582,"16,407,867"
583,Migos,https://kworb.net/spotify/artist/6oMuImdp5ZcFhWP0ESe6mG_albums.html,"16,392,601","8,936",296,"20,299,307"
584,Wisin,https://kworb.net/spotify/artist/3E6xrwgnVfYCrCs0ePERDz_albums.html,"16,366,279","-56,224",405,"18,202,394"
585,Latto,https://kworb.net/spotify/artist/3MdXrJWsbVzdn6fe5JYkSQ_albums.html,"16,356,916","-11,770",74,"38,062,951"
586,Lynyrd Skynyrd,https://kworb.net/spotify/artist/4MVyzYMgTwdP7Z49wAZHx0_albums.html,"16,326,165","-6,427",324,"22,503,741"
587,Simone Mendes,https://kworb.net/spotify/artist/2eK9gcJQ6uqVvJL63dnOM3_albums.html,"16,304,538","-35,854",535,"16,474,948"
588,Paulo Londra,https://kworb.net/spotify/artist/3vQ0GE3mI0dAaxIMYe5g7z_albums.html,"16,297,920","-57,272",401,"18,776,585"
589,Roxette,https://kworb.net/spotify/artist/2SHhfs4BiDxGQ3oxqf0UHY_albums.html,"16,295,807","-34,172",453,"17,854,254"
590,Jesse & Joy,https://kworb.net/spotify/artist/1mX1TWKpNxDSAH16LgDfiR_albums.html,"16,271,112","-48,642",440,"18,112,524"
591,Armaan Malik,https://kworb.net/spotify/artist/4IKVDbCSBTxBeAsMKjAuTs_albums.html,"16,251,446","-4,580",381,"16,815,724"
592,John Mayer,https://kworb.net/spotify/artist/0hEurMDQu99nJRq8pTxO14_albums.html,"16,231,110","-5,868",327,"19,806,976"
593,Bob Dylan,https://kworb.net/spotify/artist/74ASZWbe4lXaubB36ztrGX_albums.html,"16,226,231","-33,037",492,"17,764,681"
594,Destiny's Child,https://kworb.net/spotify/artist/1Y8cdNmUJH7yBTd9yOvr5i_albums.html,"16,220,489","83,137",330,"22,189,099"
595,Jung Kook,https://kworb.net/spotify/artist/6HaGTQPmzraVmaVxvz6EUc_albums.html,"16,186,374","-52,016",61,"40,791,781"
596,Idina Menzel,https://kworb.net/spotify/artist/73Np75Wv2tju61Eo9Zw4IR_albums.html,"16,172,981","296,974",213,"27,851,083"
597,Foster The People,https://kworb.net/spotify/artist/7gP3bB2nilZXLfPHJhMdvc_albums.html,"16,156,886","-92,573",313,"22,182,297"
598,Nicki Nicole,https://kworb.net/spotify/artist/2UZIAOlrnyZmyzt1nuXr9y_albums.html,"16,152,274","-40,944",173,"27,818,511"
599,Skepta,https://kworb.net/spotify/artist/2p1fiYHYiXz9qi0JJyxBzN_albums.html,"16,146,851","-19,431",583,"16,304,732"
600,CYRIL,https://kworb.net/spotify/artist/11kt6ggsdxvI8MhyeSMKom_albums.html,"16,139,863","-84,638",227,"25,127,423"
601,SalimâSulaiman,https://kworb.net/spotify/artist/6ohaQzKaXrobAL8paLSaxq_albums.html,"16,132,873","26,346",524,"16,132,873"
602,Victor Mendivil,https://kworb.net/spotify/artist/5YqI7p8zYsOpKJtjxYdOce_albums.html,"16,101,280","12,843",587,"16,126,501"
603,Kelly Rowland,https://kworb.net/spotify/artist/3AuMNF8rQAKOzjYppFNAoB_albums.html,"16,087,637","-5,546",542,"16,765,750"
604,Lukas Graham,https://kworb.net/spotify/artist/25u4wHJWxCA9vO0CzxAbK7_albums.html,"16,084,477","5,374",407,"18,243,782"
605,Lenny Kravitz,https://kworb.net/spotify/artist/5gznATMVO85ZcLTkE9ULU7_albums.html,"16,071,927","17,780",556,"16,071,927"
606,Felix Jaehn,https://kworb.net/spotify/artist/4bL2B6hmLlMWnUEZnorEtG_albums.html,"16,063,328","-29,533",194,"24,535,929"
607,Billy Idol,https://kworb.net/spotify/artist/7lzordPuZEXxwt9aoVZYmG_albums.html,"16,044,230","32,977",551,"16,654,356"
608,Piso 21,https://kworb.net/spotify/artist/4bw2Am3p9ji3mYsXNXtQcd_albums.html,"16,042,324","20,553",303,"20,327,383"
609,Darell,https://kworb.net/spotify/artist/1TtXnWcUs0FCkaZDPGYHdf_albums.html,"16,036,418","-75,109",238,"22,214,709"
610,Ajay-Atul,https://kworb.net/spotify/artist/5fvTHKKzW44A9867nPDocM_albums.html,"15,972,274","17,095",526,"16,807,364"
611,Divya Kumar,https://kworb.net/spotify/artist/0NErdIJtuKBjtxKmlqaWdj_albums.html,"15,962,739","-67,629",405,"18,610,694"
612,Kimbra,https://kworb.net/spotify/artist/6hk7Yq1DU9QcCCrz9uc0Ti_albums.html,"15,833,567","-45,428",419,"17,862,679"
613,Grupo Marca Registrada,https://kworb.net/spotify/artist/1gW6pz5n1aK249L0GvfQCC_albums.html,"15,822,269","4,633",264,"22,007,861"
614,Neha Kakkar,https://kworb.net/spotify/artist/5f4QpKfy7ptCHwTqspnSJI_albums.html,"15,812,625","-44,017",397,"18,678,926"
615,MGMT,https://kworb.net/spotify/artist/0SwO7SWeDHJijQ3XNS7xEE_albums.html,"15,787,023","-5,570",394,"19,657,512"
616,*NSYNC,https://kworb.net/spotify/artist/6Ff53KvcvAj5U7Z1vojB5o_albums.html,"15,785,929","143,104",138,"32,534,951"
617,Chayanne,https://kworb.net/spotify/artist/1JbemQ1fPt2YmSLjAFhPBv_albums.html,"15,782,632","26,382",474,"17,052,708"
618,Portugal. The Man,https://kworb.net/spotify/artist/4kI8Ie27vjvonwaB2ePh8T_albums.html,"15,782,005","-99,078",517,"17,175,153"
619,NDS,https://kworb.net/spotify/artist/5xh6szshoZ0UfZD1x6QzZG_albums.html,"15,758,548","97,551",619,"15,758,548"
620,Sid Sriram,https://kworb.net/spotify/artist/7qjJw7ZM2ekDSahLXPjIlN_albums.html,"15,726,133","-12,324",566,"16,154,388"
621,Zion,https://kworb.net/spotify/artist/1pgDilWYDWLoOgGjf1iHNu_albums.html,"15,676,356","-7,536",585,"16,162,609"
622,Luar La L,https://kworb.net/spotify/artist/4axKuDPr6WKcDCyh8vueTY_albums.html,"15,663,875","23,002",605,"15,748,095"
623,Polo G,https://kworb.net/spotify/artist/6AgTAQt8XS6jRWi4sX7w49_albums.html,"15,660,956","19,105",170,"24,908,452"
624,Zedd,https://kworb.net/spotify/artist/2qxJFvFYMEDqd7ui6kSAcq_albums.html,"15,646,706","16,780",317,"17,644,574"
625,B Praak,https://kworb.net/spotify/artist/56SjZARoEvag3RoKWIb16j_albums.html,"15,633,663","-36,431",366,"19,588,169"
626,Bob Sinclar,https://kworb.net/spotify/artist/5YFS41yoX0YuFY39fq21oN_albums.html,"15,619,140",833,436,"18,527,244"
627,Benny Dayal,https://kworb.net/spotify/artist/61if35zz1W11GejEkxTLEQ_albums.html,"15,611,940","6,493",522,"15,611,940"
628,FISHER,https://kworb.net/spotify/artist/1VJ0briNOlXRtJUAzoUJdt_albums.html,"15,609,323","-9,648",382,"19,632,720"
629,Elley DuhÃ©,https://kworb.net/spotify/artist/67MNhiAICFY6Pwc2YxCO0K_albums.html,"15,543,794","-21,638",150,"25,586,962"
630,LISA,https://kworb.net/spotify/artist/5L1lO4eRHmJ7a0Q6csE5cT_albums.html,"15,530,833","-6,427",191,"26,847,435"
631,NIKI,https://kworb.net/spotify/artist/2kxP07DLgs4xlWz8YHlvfh_albums.html,"15,520,811","1,434",288,"23,598,735"
632,Santana,https://kworb.net/spotify/artist/6GI52t8N5F02MxU0g5U69P_albums.html,"15,512,318","41,896",344,"17,002,770"
633,Nile Rodgers,https://kworb.net/spotify/artist/3yDIp0kaq9EFKe07X1X2rz_albums.html,"15,505,193","-63,382",209,"25,999,504"
634,PNAU,https://kworb.net/spotify/artist/6n28c9qs9hNGriNa72b26u_albums.html,"15,498,543","34,898",220,"22,323,897"
635,Yeat,https://kworb.net/spotify/artist/3qiHUAX7zY4Qnjx8TNUzVx_albums.html,"15,494,313","34,282",149,"28,149,740"
636,Young Cister,https://kworb.net/spotify/artist/0Yg29FX1M4ayqjXs0ttZFq_albums.html,"15,490,365","-59,473",512,"17,104,142"
637,Devi Sri Prasad,https://kworb.net/spotify/artist/5sSzCxHtgL82pYDvx2QyEU_albums.html,"15,481,935","-18,714",350,"20,167,765"
638,Dave Stewart,https://kworb.net/spotify/artist/7gcCQIlkkfbul5Mt0jBQkg_albums.html,"15,465,058","-109,531",428,"19,362,767"
639,Kumar Sanu,https://kworb.net/spotify/artist/4K6blSRoklNdpw4mzLxwfn_albums.html,"15,419,535","-24,315",612,"15,542,444"
640,Tones And I,https://kworb.net/spotify/artist/2NjfBq1NflQcKSeiDooVjY_albums.html,"15,413,420","-116,693",416,"18,841,075"
641,Gabry Ponte,https://kworb.net/spotify/artist/5ENS85nZShljwNgg4wFD7D_albums.html,"15,410,134","-33,934",350,"20,812,009"
642,Artemas,https://kworb.net/spotify/artist/0PCCGZ0wGLizHt2KZ7hhA2_albums.html,"15,403,359","22,655",43,"53,546,898"
643,Gesaffelstein,https://kworb.net/spotify/artist/3hteYQFiMFbJY7wS0xDymP_albums.html,"15,399,351","-36,446",273,"19,186,476"
644,Weezer,https://kworb.net/spotify/artist/3jOstUTkEu2JkjvRdBA5Gu_albums.html,"15,387,456","9,149",440,"17,441,513"
645,Asees Kaur,https://kworb.net/spotify/artist/1sVmXkzX2ukc6QvasrDBES_albums.html,"15,348,324","-28,344",420,"17,605,775"
646,Alphaville,https://kworb.net/spotify/artist/0xliTEbFfy5HQHvsTknTkX_albums.html,"15,331,723","15,009",271,"22,723,241"
647,Ana Castela,https://kworb.net/spotify/artist/2CKOmarVWvWqkNWUatHCex_albums.html,"15,286,901","-29,048",324,"20,415,436"
648,Eurythmics,https://kworb.net/spotify/artist/0NKDgy9j66h3DLnN8qu1bB_albums.html,"15,263,239","-92,911",364,"19,541,941"
649,Milo j,https://kworb.net/spotify/artist/19HM5j0ULGSmEoRcrSe5x3_albums.html,"15,240,629","26,159",265,"21,285,336"
650,blackbear,https://kworb.net/spotify/artist/2cFrymmkijnjDg9SS92EPM_albums.html,"15,215,880","78,523",259,"19,962,853"
651,Sting,https://kworb.net/spotify/artist/0Ty63ceoRnnJKVEYP0VQpk_albums.html,"15,187,462","41,417",551,"15,187,462"
652,Juan Luis Guerra 4.40,https://kworb.net/spotify/artist/3nlpTZci9O5W8RsNoNH559_albums.html,"15,170,252",460,567,"15,657,799"
653,Eden MuÃ±oz,https://kworb.net/spotify/artist/1gJdf4Yybu4X5A2xYV3NMV_albums.html,"15,151,738","-32,226",367,"17,438,441"
654,Wale,https://kworb.net/spotify/artist/67nwj3Y5sZQLl72VNUHEYE_albums.html,"15,143,521","132,913",654,"15,143,521"
655,bbno$,https://kworb.net/spotify/artist/41X1TR6hrK8Q2ZCpp2EqCz_albums.html,"15,134,110","-28,944",554,"16,617,391"
656,NLE Choppa,https://kworb.net/spotify/artist/0ErzCpIMyLcjPiwT4elrtZ_albums.html,"15,131,523","-13,284",181,"24,991,591"
657,Alesso,https://kworb.net/spotify/artist/4AVFqumd2ogHFlRbKIjp1t_albums.html,"15,122,067","15,140",259,"21,319,973"
658,Carlos Vives,https://kworb.net/spotify/artist/4vhNDa5ycK0ST968ek7kRr_albums.html,"15,113,181","22,708",375,"18,576,958"
659,Calibre 50,https://kworb.net/spotify/artist/4jogXSSvlyMkODGSZ2wc2P_albums.html,"15,107,746","37,679",488,"15,107,746"
660,Jasleen Royal,https://kworb.net/spotify/artist/74OaRjmyh0XyRZsQQQ5l7c_albums.html,"15,104,810","-50,678",298,"19,937,199"
661,Duki,https://kworb.net/spotify/artist/1bAftSH8umNcGZ0uyV7LMg_albums.html,"15,042,679","-33,056",162,"26,492,455"
662,Slipknot,https://kworb.net/spotify/artist/05fG473iIaoy82BF1aGhL8_albums.html,"15,012,676","-44,009",543,"15,250,224"
663,Sukhwinder Singh,https://kworb.net/spotify/artist/19MVxKZZdPj2X0F8pi0OCT_albums.html,"14,986,788","9,544",600,"14,986,788"
664,Darshan Raval,https://kworb.net/spotify/artist/2GoeZ0qOTt6kjsWW4eA6LS_albums.html,"14,976,842","-24,040",286,"20,349,184"
665,AURORA,https://kworb.net/spotify/artist/1WgXqy2Dd70QQOU7Ay074N_albums.html,"14,976,367","22,739",473,"14,976,367"
666,The Walters,https://kworb.net/spotify/artist/027TpXKGwdXP7iwbjUSpV8_albums.html,"14,967,399","-94,207",371,"19,385,847"
667,Guru Randhawa,https://kworb.net/spotify/artist/5rQoBDKFnd1n6BkdbgVaRL_albums.html,"14,958,588","-60,018",524,"17,128,875"
668,Robbie Williams,https://kworb.net/spotify/artist/2HcwFjNelS49kFbfvMxQYw_albums.html,"14,942,105","64,465",392,"18,905,659"
669,Mazzy Star,https://kworb.net/spotify/artist/37w38cCSGgKLdayTRjna4W_albums.html,"14,904,758","-19,379",590,"16,041,986"
670,Yves Tumor,https://kworb.net/spotify/artist/0qu422H5MOoQxGjd4IzHbS_albums.html,"14,903,217","-204,795",525,"17,227,446"
671,Kris R.,https://kworb.net/spotify/artist/3i6lAgVHplDXb6zrjIeBeK_albums.html,"14,838,691","42,727",671,"14,838,691"
672,NATTI NATASHA,https://kworb.net/spotify/artist/1GDbiv3spRmZ1XdM1jQbT7_albums.html,"14,831,203","-20,957",331,"17,498,549"
673,Cher,https://kworb.net/spotify/artist/72OaDtakiy6yFqkt4TsiFt_albums.html,"14,829,459","185,750",217,"25,664,744"
674,Palak Muchhal,https://kworb.net/spotify/artist/3yMmYEklQ7gLOZXEFNd3xr_albums.html,"14,823,452",754,414,"17,887,750"
675,Beach House,https://kworb.net/spotify/artist/56ZTgzPBDge0OvCGgMO3OY_albums.html,"14,808,359","-33,096",521,"15,691,411"
676,Pentatonix,https://kworb.net/spotify/artist/26AHtbjWKiwYzsoGoUZq53_albums.html,"14,805,106","584,295",114,"38,015,211"
677,Chuck Berry,https://kworb.net/spotify/artist/293zczrfYafIItmnmM3coR_albums.html,"14,804,599","479,588",156,"32,785,665"
678,Mc Livinho,https://kworb.net/spotify/artist/7me0S5Z40qVWj3gzyK8aC3_albums.html,"14,799,253","27,403",336,"21,311,861"
679,Eslabon Armado,https://kworb.net/spotify/artist/0XeEobZplHxzM9QzFQWLiR_albums.html,"14,791,913","6,626",64,"40,132,836"
680,Matheus & Kauan,https://kworb.net/spotify/artist/2Z0lRIqr997lIUiPtrpKCr_albums.html,"14,738,144","-22,533",595,"15,100,465"
681,Mumford & Sons,https://kworb.net/spotify/artist/3gd8FJtBJtkRxdfbTu19U2_albums.html,"14,728,528","-35,382",629,"15,323,714"
682,Tony Dize,https://kworb.net/spotify/artist/3LKXWvXFWrkwUzJWxzwVpW_albums.html,"14,687,252","1,637",481,"15,601,281"
683,The Jackson 5,https://kworb.net/spotify/artist/2iE18Oxc8YSumAU232n4rW_albums.html,"14,638,067","387,651",150,"31,031,521"
684,Rod Stewart,https://kworb.net/spotify/artist/2y8Jo9CKhJvtfeKOsYzRdT_albums.html,"14,608,779","87,106",521,"15,047,871"
685,Olly Alexander (Years & Years),https://kworb.net/spotify/artist/5vBSrE1xujD2FXYRarbAXc_albums.html,"14,608,401","31,814",685,"14,608,401"
686,Ms. Lauryn Hill,https://kworb.net/spotify/artist/2Mu5NfyYm8n5iTomuKAEHl_albums.html,"14,602,858","41,934",486,"16,319,683"
687,Shubh,https://kworb.net/spotify/artist/5r3wPya2PpeTTsXsGhQU8O_albums.html,"14,598,879","-17,099",521,"16,571,303"
688,Rick Ross,https://kworb.net/spotify/artist/1sBkRIssrMs1AbVkOJbc7a_albums.html,"14,598,464","37,914",479,"18,003,411"
689,Gucci Mane,https://kworb.net/spotify/artist/13y7CgLHjMVRMDqxdx0Xdo_albums.html,"14,589,524","-45,397",401,"16,561,931"
690,Hans Zimmer,https://kworb.net/spotify/artist/0YC192cP3KPCRWx8zr8MfZ_albums.html,"14,586,615","-6,270",562,"14,714,998"
691,Jay Wheeler,https://kworb.net/spotify/artist/2cPqdH7XMvwaBJEVjheH8g_albums.html,"14,586,111","-22,123",300,"19,956,526"
692,Jorge & Mateus,https://kworb.net/spotify/artist/1elUiq4X7pxej6FRlrEzjM_albums.html,"14,530,641","25,506",539,"15,856,100"
693,Hindia,https://kworb.net/spotify/artist/51kyrUsAVqUBcoDEMFkX12_albums.html,"14,503,834","-18,107",688,"14,521,941"
694,Rashmi Virag,https://kworb.net/spotify/artist/5r2baeTwcCJnuIsDIlxUJo_albums.html,"14,489,094","-3,624",520,"17,305,808"
695,Ice Cube,https://kworb.net/spotify/artist/3Mcii5XWf6E0lrY3Uky4cA_albums.html,"14,488,795","26,120",325,"18,290,286"
696,Darlene Love,https://kworb.net/spotify/artist/391oLRVmoTkumiN79HkTWu_albums.html,"14,477,099","692,838",169,"31,658,974"
697,The Pussycat Dolls,https://kworb.net/spotify/artist/6wPhSqRtPu1UhRCDX5yaDJ_albums.html,"14,467,133","-33,386",619,"14,921,163"
698,Pablo AlborÃ¡n,https://kworb.net/spotify/artist/5M9Bb4adKAgrOFOhc05Y50_albums.html,"14,459,306","38,446",519,"14,872,280"
699,Leon Bridges,https://kworb.net/spotify/artist/3qnGvpP8Yth1AqSBMqON5x_albums.html,"14,458,509","23,268",597,"14,770,418"
700,Julia Michaels,https://kworb.net/spotify/artist/0ZED1XzwlLHW4ZaG4lOT6m_albums.html,"14,439,908","-35,163",309,"20,387,752"
701,Gajendra Verma,https://kworb.net/spotify/artist/1yzgJmZf5CxtFfGfRFm4Si_albums.html,"14,433,514","-15,325",687,"14,448,839"
702,The Verve,https://kworb.net/spotify/artist/2cGwlqi3k18jFpUyTrsR84_albums.html,"14,422,937","2,312",701,"14,422,937"
703,Vicente FernÃ¡ndez,https://kworb.net/spotify/artist/4PPoI9LuYeFX8V674Z1R6l_albums.html,"14,406,378","-24,222",647,"14,580,590"
704,Alec Benjamin,https://kworb.net/spotify/artist/5IH6FPUwQTxPSXurCrcIov_albums.html,"14,388,049","-49,837",251,"23,650,761"
705,KALEO,https://kworb.net/spotify/artist/7jdFEYD2LTYjfwxOdlVjmc_albums.html,"14,378,291","-24,134",471,"17,159,684"
706,4 Non Blondes,https://kworb.net/spotify/artist/0Je74SitssvJg1w4Ra2EK7_albums.html,"14,341,728","-129,896",617,"15,533,926"
707,3 Doors Down,https://kworb.net/spotify/artist/2RTUTCvo6onsAnheUk3aL9_albums.html,"14,339,221","-18,856",604,"14,902,350"
708,The Game,https://kworb.net/spotify/artist/0NbfKEOTQCcwd6o7wSDOHI_albums.html,"14,335,398","27,630",508,"14,335,398"
709,Diego & Victor Hugo,https://kworb.net/spotify/artist/3k68C6mNMJL6OaAdWeW2ZF_albums.html,"14,334,389","-5,170",657,"14,728,744"
710,Sadhana Sargam,https://kworb.net/spotify/artist/1HGMG8RHvcu1mfdM9MeTek_albums.html,"14,332,139","21,421",704,"14,332,139"
711,K. S. Chithra,https://kworb.net/spotify/artist/2IUtwMti1OiT3lkW6RubgH_albums.html,"14,316,626","-14,586",611,"15,624,458"
712,ROA,https://kworb.net/spotify/artist/4cYbf45YbZptNISnhay0xH_albums.html,"14,307,105","46,184",711,"14,307,105"
713,Kylie Minogue,https://kworb.net/spotify/artist/4RVnAU35WRWra6OZ3CbbMA_albums.html,"14,300,511","33,741",233,"24,715,118"
714,"HÃ©ctor ""El Father""",https://kworb.net/spotify/artist/2TjgzYcbTdsZjbT9OItIeB_albums.html,"14,296,186","88,517",714,"14,296,186"
715,Saaheal,https://kworb.net/spotify/artist/29S4JzoFUP1MCyMgKd83zM_albums.html,"14,281,566","-31,244",696,"14,393,829"
716,Depeche Mode,https://kworb.net/spotify/artist/762310PdDnwsDxAQxzQkfX_albums.html,"14,231,687","101,337",418,"16,717,329"
717,Steve Aoki,https://kworb.net/spotify/artist/77AiFEVeAVj2ORpC85QVJs_albums.html,"14,195,198","-18,245",216,"21,606,912"
718,Tracy Chapman,https://kworb.net/spotify/artist/7oPgCQqMMXEXrNau5vxYZP_albums.html,"14,192,024","-14,329",348,"19,175,912"
719,Morat,https://kworb.net/spotify/artist/5C4PDR4LnhZTbVnKWXuDKD_albums.html,"14,184,679","-3,217",344,"16,643,863"
720,Tiago PZK,https://kworb.net/spotify/artist/5Y3MV9DZ0d87NnVm56qSY1_albums.html,"14,184,424","4,144",244,"22,623,731"
721,Armin van Buuren,https://kworb.net/spotify/artist/0SfsnGyD8FpIN4U4WCkBZ5_albums.html,"14,163,296","-18,577",440,"16,859,283"
722,Gnarls Barkley,https://kworb.net/spotify/artist/5SbkVQYYzlw1kte75QIabH_albums.html,"14,149,893","-41,105",689,"14,315,157"
723,John Newman,https://kworb.net/spotify/artist/34v5MVKeQnIo0CWYMbbrPf_albums.html,"14,141,438","2,277",532,"15,591,878"
724,Lily Allen,https://kworb.net/spotify/artist/13saZpZnCDWOI9D4IJhp1f_albums.html,"14,135,579","-160,690",627,"15,559,692"
725,Arslan Nizami,https://kworb.net/spotify/artist/5yzqUq3vXrMkmfcOwMY203_albums.html,"14,131,783","-16,807",250,"25,758,828"
726,ATLXS,https://kworb.net/spotify/artist/5SCDfg1YoEfI5gFtXqEWah_albums.html,"14,129,680","-35,945",318,"22,084,739"
727,070 Shake,https://kworb.net/spotify/artist/12Zk1DFhCbHY6v3xep2ZjI_albums.html,"14,123,503","-2,596",101,"30,903,161"
728,Bradley Cooper,https://kworb.net/spotify/artist/4VIvfOurcf0vuLRxLkGnIG_albums.html,"14,100,965","-80,850",457,"16,887,959"
729,Alfredo Olivas,https://kworb.net/spotify/artist/5xYNmNkaWRqu3e5F4UXME8_albums.html,"14,086,836","19,631",582,"14,086,836"
730,Dimitri Vegas & Like Mike,https://kworb.net/spotify/artist/73jBynjsVtofjRpdpRAJGk_albums.html,"14,081,033","-4,787",357,"19,897,730"
731,Shaan,https://kworb.net/spotify/artist/5cB4d4jPYjMT326sjihQ4m_albums.html,"14,078,359","-1,466",623,"14,830,772"
732,Bonnie Tyler,https://kworb.net/spotify/artist/0SD4eZCN4Kr0wQk56hCdh2_albums.html,"14,071,990","8,624",583,"16,047,691"
733,Mark Ambor,https://kworb.net/spotify/artist/11p2E654TTU8e0nZWBR4AL_albums.html,"14,067,152","285,535",134,"35,210,214"
734,Stray Kids,https://kworb.net/spotify/artist/2dIgFjalVxs4ThymZ67YCE_albums.html,"14,061,508","94,654",682,"14,061,508"
735,Electric Light Orchestra,https://kworb.net/spotify/artist/7jefIIksOi1EazgRTfW2Pk_albums.html,"14,057,438","8,867",522,"16,379,175"
736,Yoko Ono,https://kworb.net/spotify/artist/2s4tjL6W3qrblOe0raIzwJ_albums.html,"14,044,811","749,907",149,"33,274,828"
737,NewJeans,https://kworb.net/spotify/artist/6HvZYsbFfjnjFrWF950C9d_albums.html,"14,035,661","-27,971",160,"26,786,050"
