rank,artist_name,artist_url,listeners,daily_change,peak_rank,peak_listeners
50,Future,https://kworb.net/spotify/artist/1RyvyyTE3xzB2ZywiAwp0i_albums.html,"50,749,878","-83,667",22,"65,628,348"
51,Khalid,https://kworb.net/spotify/artist/6LuN9FCkKOj5PcnpouEgny_albums.html,"50,730,663","-87,245",28,"55,253,946"
52,Arijit Singh,https://kworb.net/spotify/artist/4YRxDV8wJFPHPTeXepOstw_albums.html,"50,708,289","84,865",52,"50,876,999"
53,The Neighbourhood,https://kworb.net/spotify/artist/77SW9BnxLY8rJ0RciFqkHh_albums.html,"50,683,272","23,072",53,"50,960,590"
54,Rauw Alejandro,https://kworb.net/spotify/artist/1mcTU81TzQhprhouKaTkpq_albums.html,"50,678,829","-129,681",34,"55,799,543"
55,Olivia Dean,https://kworb.net/spotify/artist/00x1fYSGhdqScXBRpSj3DW_albums.html,"50,365,067","400,669",55,"50,365,067"
56,Halsey,https://kworb.net/spotify/artist/26VFTg2z8YR0cCuwLzESi2_albums.html,"50,151,321","42,134",48,"50,611,093"
57,EJAE,https://kworb.net/spotify/artist/0RMJOzHDhAKY1o2j0W0vxY_albums.html,"49,790,314","-499,864",39,"55,600,304"
58,REI AMI,https://kworb.net/spotify/artist/6U1dV7aL68N7Gb0Naq34V5_albums.html,"49,502,103","-495,428",41,"55,202,504"
59,Marshmello,https://kworb.net/spotify/artist/64KEffDW9EtZ1y2vBYgq8T_albums.html,"49,194,771","-41,441",11,"68,947,085"
60,HUNTR/X,https://kworb.net/spotify/artist/2yNNYQBChuox9A5Ka93BIn_albums.html,"48,881,589","-482,555",42,"54,529,976"
61,AUDREY NUNA,https://kworb.net/spotify/artist/0Wwji82sLA0Hcvtuak3omb_albums.html,"48,572,630","-494,948",43,"54,291,080"
62,RAYE,https://kworb.net/spotify/artist/5KKpBU5eC2tJDzf0wmlRp2_albums.html,"48,553,600","220,177",62,"48,553,600"
63,Sean Paul,https://kworb.net/spotify/artist/3Isy6kedDrgPYoTS1dazA9_albums.html,"48,524,328","-34,354",48,"50,313,773"
64,KAROL G,https://kworb.net/spotify/artist/790FomKkXshlbRYZFtlgla_albums.html,"48,307,887","-123,356",21,"63,139,763"
65,Teddy Swims,https://kworb.net/spotify/artist/33qOK5uJ8AR2xuQQAhHump_albums.html,"48,206,162","15,159",44,"51,616,484"
66,Britney Spears,https://kworb.net/spotify/artist/26dSoYclwsYLMAKD3tpOr4_albums.html,"47,721,878","109,895",48,"54,776,119"
67,Ozuna,https://kworb.net/spotify/artist/1i8SpTcr7yvPOmcqrbnVXY_albums.html,"47,683,044","16,500",40,"51,532,028"
68,Pritam,https://kworb.net/spotify/artist/1wRPtKGflJrBx9BmLsSwlU_albums.html,"47,566,578","-7,937",65,"48,088,116"
69,Lil Wayne,https://kworb.net/spotify/artist/55Aa2cqylxrFIXC767Z865_albums.html,"47,430,482","-120,602",43,"52,904,090"
70,The Chainsmokers,https://kworb.net/spotify/artist/69GGBxA162lTqCwzJG5jLp_albums.html,"47,245,898","15,764",44,"52,157,060"
71,Justin Timberlake,https://kworb.net/spotify/artist/31TPClRtHm23RisEBtV3X7_albums.html,"47,151,422","-125,954",57,"49,088,703"
72,Shawn Mendes,https://kworb.net/spotify/artist/7n2wHs1TKAczGzO7Dd2rGr_albums.html,"46,942,016","59,964",45,"49,285,295"
73,Benson Boone,https://kworb.net/spotify/artist/22wbnEMDvgVIAGdFeek6ET_albums.html,"46,819,076","-204,191",31,"60,310,612"
74,Fleetwood Mac,https://kworb.net/spotify/artist/08GQAI4eElDnROBrJRGE0X_albums.html,"46,672,876","-117,637",50,"50,975,096"
75,OneRepublic,https://kworb.net/spotify/artist/5Pwc4xIPtQLFEnJriah9YJ_albums.html,"46,594,427","37,626",23,"64,167,172"
76,Olivia Rodrigo,https://kworb.net/spotify/artist/1McMsnEElThX1knmY4oliG_albums.html,"46,411,329","-51,242",18,"64,128,148"
77,Playboi Carti,https://kworb.net/spotify/artist/699OTQXzgjhIYAHMy9RyPD_albums.html,"46,211,994","-75,193",27,"62,424,456"
78,"Tyler, The Creator",https://kworb.net/spotify/artist/4V8LLVI7PbaPR0K2TGSxFF_albums.html,"46,002,449","-123,800",43,"52,930,766"
79,DJ Snake,https://kworb.net/spotify/artist/540vIaP2JwjQb9dm3aArA4_albums.html,"45,799,071","148,794",73,"45,799,071"
80,A.R. Rahman,https://kworb.net/spotify/artist/1mYsTxnqsietFxj1OgoGbG_albums.html,"45,715,642","123,799",80,"45,715,642"
81,Charlie Puth,https://kworb.net/spotify/artist/6VuMaDnrHyPL1p4EHjYLi7_albums.html,"45,623,808","-53,397",58,"46,759,626"
82,Nicki Minaj,https://kworb.net/spotify/artist/0hCNtLu0JehylgoiP8L4Gh_albums.html,"45,500,621","-163,529",18,"65,680,733"
83,Radiohead,https://kworb.net/spotify/artist/4Z8W4fKeB5YxbusRsdQVPb_albums.html,"45,272,948","-32,904",76,"45,432,335"
84,Harry Styles,https://kworb.net/spotify/artist/6KImCVD70vtIoJWnq6nGn3_albums.html,"44,646,514","-57,247",13,"66,411,599"
85,Camila Cabello,https://kworb.net/spotify/artist/4nDoRrQiYLoBzwC5BhVJzF_albums.html,"44,301,474","63,273",57,"48,263,505"
86,Ne-Yo,https://kworb.net/spotify/artist/21E3waRsmPlU7jZsS13rcj_albums.html,"43,708,545","-175,029",74,"44,757,663"
87,USHER,https://kworb.net/spotify/artist/23zg3TcAtWQy7J6upgbUnj_albums.html,"43,491,594","-202,420",47,"51,216,038"
88,Ellie Goulding,https://kworb.net/spotify/artist/0X2BH1fck6amBIoJhDVmmJ_albums.html,"43,008,109",-32,51,"45,626,754"
89,50 Cent,https://kworb.net/spotify/artist/3q7HBObVc0L8jNeTe5Gofh_albums.html,"42,813,164","33,294",79,"42,983,530"
90,Metro Boomin,https://kworb.net/spotify/artist/0iEtIxbK0KxaSlF7G42ZOp_albums.html,"42,254,030","-106,570",17,"64,728,517"
91,One Direction,https://kworb.net/spotify/artist/4AK6F7OLvEQ5QYCBNiQWHq_albums.html,"42,239,755","-54,237",26,"61,154,815"
92,Don Omar,https://kworb.net/spotify/artist/33ScadVnbm2X8kkUqOkC6Z_albums.html,"42,221,427","-78,361",82,"42,498,390"
93,Maluma,https://kworb.net/spotify/artist/1r4hJ1h58CWwUQe3MxPuau_albums.html,"42,081,546","-1,078",56,"47,177,187"
94,Red Hot Chili Peppers,https://kworb.net/spotify/artist/0L8ExT028jH3ddEcZwqJJ5_albums.html,"41,780,491","-31,547",80,"42,593,962"
95,Hozier,https://kworb.net/spotify/artist/2FXC3k01G6Gw61bmprjgqS_albums.html,"41,768,103","-25,107",32,"57,616,097"
96,Tame Impala,https://kworb.net/spotify/artist/5INjqkS1o8h1imAzPqGZBb_albums.html,"41,733,577","-167,634",86,"43,511,404"
97,JENNIE,https://kworb.net/spotify/artist/250b0Wlc5Vk0CoUsaCY84M_albums.html,"41,686,722","7,733",42,"51,284,235"
98,Farruko,https://kworb.net/spotify/artist/329e4yvIujISKGKz1BZZbO_albums.html,"41,497,172","-33,173",64,"41,678,122"
99,Selena Gomez,https://kworb.net/spotify/artist/0C8ZW7ezQVs4URX5aX7Kqx_albums.html,"41,301,328","-72,721",22,"58,879,269"
100,21 Savage,https://kworb.net/spotify/artist/1URnnhqYAYcrqrcwql10ft_albums.html,"40,541,599","-58,812",17,"66,771,445"
101,Gorillaz,https://kworb.net/spotify/artist/3AA28KZvwAUcZuOKwyblJQ_albums.html,"40,055,799","-131,779",54,"42,877,228"
102,JAY-Z,https://kworb.net/spotify/artist/3nFkdlSjzX9mRTtwJOzDYB_albums.html,"39,979,463","-31,776",66,"40,138,386"
103,ROSALÃA,https://kworb.net/spotify/artist/7ltDVBr6mKbRvohxheJ9h1_albums.html,"39,832,621","-9,433",47,"46,715,627"
104,Peso Pluma,https://kworb.net/spotify/artist/12GqGscKJx3aE4t07u7eVZ_albums.html,"39,762,250","-8,198",27,"59,429,724"
105,Fuerza Regida,https://kworb.net/spotify/artist/0ys2OFYzWYB5hRDLCsBqxt_albums.html,"39,574,241","38,105",102,"39,574,241"
106,Madonna,https://kworb.net/spotify/artist/6tbjWDEIzxoDsBA1FuhfPW_albums.html,"39,465,440","30,149",50,"48,192,778"
107,Daniel Caesar,https://kworb.net/spotify/artist/20wkVLutqVOYrc0kxFs7rA_albums.html,"39,382,056","26,194",69,"44,105,561"
108,The Police,https://kworb.net/spotify/artist/5NGO30tJxFlKixkPSgXcFE_albums.html,"39,303,564","255,269",108,"39,303,564"
109,Don Toliver,https://kworb.net/spotify/artist/4Gso3d4CscCijv0lmajZWs_albums.html,"38,842,762","14,008",79,"42,762,039"
110,Wiz Khalifa,https://kworb.net/spotify/artist/137W8MRPWKqSmrBGDBFSop_albums.html,"38,837,997","-137,911",78,"43,003,656"
111,Kesha,https://kworb.net/spotify/artist/6LqNN22kT3074XbTVUrhzX_albums.html,"38,670,051","-420,450",56,"51,088,856"
112,The Kid LAROI,https://kworb.net/spotify/artist/2tIP7SsRs7vjIcLrU85W8J_albums.html,"38,200,466","20,747",50,"46,982,806"
113,Akon,https://kworb.net/spotify/artist/0z4gvV4rjIZ9wHck67ucSV_albums.html,"37,393,855","37,435",113,"37,468,879"
114,Anuel AA,https://kworb.net/spotify/artist/2R21vXR83lH98kGeO99Y66_albums.html,"37,270,983","-11,516",83,"37,395,784"
115,Flo Rida,https://kworb.net/spotify/artist/0jnsk9HBra6NMjO2oANoPY_albums.html,"37,145,148","-219,302",88,"40,806,713"
116,Sachin-Jigar,https://kworb.net/spotify/artist/1mBydYMVBECdDmMfE2sEUO_albums.html,"36,846,730","-56,904",115,"37,050,005"
117,ABBA,https://kworb.net/spotify/artist/0LcJLqbBmaGUft1e9Mm8HV_albums.html,"36,543,796","79,208",105,"36,544,642"
118,The Goo Goo Dolls,https://kworb.net/spotify/artist/2sil8z5kiy4r76CRTXxBCA_albums.html,"36,507,170","-44,912",105,"38,486,480"
119,Green Day,https://kworb.net/spotify/artist/7oPftvlwr6VrsViSDV7fJY_albums.html,"36,120,662","-110,830",96,"38,399,475"
120,Chappell Roan,https://kworb.net/spotify/artist/7GlBOeep6PqTfFi59PTUUN_albums.html,"36,063,658","-116,067",59,"47,355,595"
121,Michael BublÃ©,https://kworb.net/spotify/artist/1GxkXlMwML1oSg5eLPiAz3_albums.html,"36,047,881","1,753,350",13,"73,651,203"
122,Nirvana,https://kworb.net/spotify/artist/6olE6TJLqED3rqDCT0FyPh_albums.html,"36,003,542",-491,122,"36,088,601"
123,AC/DC,https://kworb.net/spotify/artist/711MCceyCBcFnzjGY4Q7Un_albums.html,"35,992,610","-163,116",77,"40,609,655"
124,Myke Towers,https://kworb.net/spotify/artist/7iK8PXO48WeuP03g8YR51W_albums.html,"35,988,372","-77,677",48,"47,235,005"
125,Alicia Keys,https://kworb.net/spotify/artist/3DiDSECUqqY1AuBP8qtaIa_albums.html,"35,779,711","14,601",101,"36,467,650"
126,Feid,https://kworb.net/spotify/artist/2LRoIwlKmHjgvigdNGBHNo_albums.html,"35,752,687","-48,330",53,"46,407,503"
127,Cigarettes After Sex,https://kworb.net/spotify/artist/1QAJqy2dA3ihHBFIHRphZj_albums.html,"35,718,923","16,448",126,"35,718,923"
128,Guns N' Roses,https://kworb.net/spotify/artist/3qm84nBOXUEQ2vnTfUTTFC_albums.html,"35,582,919","25,081",117,"36,387,862"
129,Diplo,https://kworb.net/spotify/artist/5fMUXHkw8R8eOP2RNVYEZX_albums.html,"35,535,785","-101,488",95,"35,979,312"
130,Twenty One Pilots,https://kworb.net/spotify/artist/3YQKmKGau1PzlVlkL1iodx_albums.html,"35,487,669","-103,019",116,"35,723,702"
131,James Arthur,https://kworb.net/spotify/artist/4IWBUUAFIplrNtaOHcJPRM_albums.html,"35,459,299","38,298",69,"40,276,141"
132,Avicii,https://kworb.net/spotify/artist/1vCWHaC5f2uS3yhpwWbIA6_albums.html,"35,429,532","23,725",68,"43,468,577"
133,Gracie Abrams,https://kworb.net/spotify/artist/4tuJ0bMpJh08umKkEXKUI5_albums.html,"35,387,817","-26,696",43,"51,497,815"
134,The MarÃ­as,https://kworb.net/spotify/artist/2sSGPbdZJkaSE2AbcGOACx_albums.html,"35,350,465","-4,530",106,"37,229,305"
135,Grupo Frontera,https://kworb.net/spotify/artist/6XkjpgcEsYab502Vr1bBeW_albums.html,"35,068,502","4,714",64,"39,234,817"
136,A$AP Rocky,https://kworb.net/spotify/artist/13ubrt8QOOCPljQ2FL1Kca_albums.html,"35,044,524","-73,831",91,"38,527,146"
137,Frank Ocean,https://kworb.net/spotify/artist/2h93pZq0e7k5yf4dywlkpM_albums.html,"34,920,428","28,014",96,"37,385,637"
138,TiÃ«sto,https://kworb.net/spotify/artist/2o5jDhtHVPhrJdv3cEQ99Z_albums.html,"34,861,085","-177,155",38,"53,621,311"
139,Disney,https://kworb.net/spotify/artist/3xvaSlT4xsyk6lY1ESOspO_albums.html,"34,793,382","58,838",121,"36,054,080"
140,Romeo Santos,https://kworb.net/spotify/artist/5lwmRuXgjX8xIwlnauTZIP_albums.html,"34,707,657","212,892",97,"37,325,349"
141,Kelly Clarkson,https://kworb.net/spotify/artist/3BmGtnKgCSGYIUhmivXKWX_albums.html,"34,657,736","1,267,847",29,"64,847,712"
142,Wham!,https://kworb.net/spotify/artist/5lpH0xAS4fVfLkACg9DAuM_albums.html,"34,571,837","1,686,542",13,"81,641,878"
143,Ty Dolla $ign,https://kworb.net/spotify/artist/7c0XG5cIJTrrAgEC3ULPiq_albums.html,"34,567,464","-53,713",40,"52,532,512"
144,BeÃ©le,https://kworb.net/spotify/artist/7a0XAaPaK2aDSqa8p3QnC7_albums.html,"34,490,237","-83,524",94,"39,921,365"
145,Swae Lee,https://kworb.net/spotify/artist/1zNqQNIdeOUZHb8zbZRFMX_albums.html,"34,458,530","15,953",51,"47,431,521"
146,Nicky Jam,https://kworb.net/spotify/artist/1SupJlEpv7RS2tPNRaHViT_albums.html,"34,300,861","-22,425",110,"37,547,038"
147,Anitta,https://kworb.net/spotify/artist/7FNnA9vBm6EKceENgCGRMb_albums.html,"33,800,011","-83,103",99,"45,678,504"
148,Ovy On The Drums,https://kworb.net/spotify/artist/3m5qlPf2OkihLz3dRYnkPA_albums.html,"33,775,305","-33,822",99,"38,983,123"
149,KATSEYE,https://kworb.net/spotify/artist/3c0gDdb9lhnHGFtP4prQpn_albums.html,"33,705,813","-136,964",145,"34,058,050"
150,Kali Uchis,https://kworb.net/spotify/artist/1U1el3k54VvEUzo3ybLPlM_albums.html,"33,626,843","21,079",49,"48,511,206"
151,Gunna,https://kworb.net/spotify/artist/2hlmm7s2ICUX0LVIhVFlZQ_albums.html,"33,610,598","-36,189",65,"43,236,433"
152,Nelly Furtado,https://kworb.net/spotify/artist/2jw70GZXlAI8QzWeY2bgRc_albums.html,"33,411,275","-250,994",141,"34,576,866"
153,The Beatles,https://kworb.net/spotify/artist/3WrFJ7ztbogyGnTHbHJFl2_albums.html,"33,354,661","32,944",78,"37,399,629"
154,Amitabh Bhattacharya,https://kworb.net/spotify/artist/2fMqTqiTxUDlmcOEPaQSsx_albums.html,"33,351,405","-56,165",141,"34,328,791"
155,Frank Sinatra,https://kworb.net/spotify/artist/1Mxqyy3pSjf8kZZL4QVxS0_albums.html,"33,314,631","1,276,747",33,"61,802,582"
156,XXXTENTACION,https://kworb.net/spotify/artist/15UsOTVnJzReFVN1VCnxy4_albums.html,"33,313,850","-23,082",67,"42,898,057"
157,Zara Larsson,https://kworb.net/spotify/artist/1Xylc3o4UrD53lo9CvFvVg_albums.html,"33,202,032","302,185",157,"33,202,032"
158,Tom Odell,https://kworb.net/spotify/artist/2txHhyCwHjUEpJjWrEyqyX_albums.html,"33,196,361","9,022",87,"38,447,142"
159,Tanishk Bagchi,https://kworb.net/spotify/artist/4f7KfxeHq9BiylGmyXepGt_albums.html,"33,196,263","-54,786",106,"38,964,620"
160,Lord Huron,https://kworb.net/spotify/artist/6ltzsmQQbmdoHHbLZ4ZN25_albums.html,"33,162,045","30,398",140,"34,820,218"
161,Udit Narayan,https://kworb.net/spotify/artist/70B80Lwx2sxti0M1Ng9e8K_albums.html,"33,083,425","5,876",154,"33,534,705"
162,Manuel Turizo,https://kworb.net/spotify/artist/0tmwSHipWxN12fsoLcFU3B_albums.html,"33,021,651","-12,596",66,"39,587,171"
163,Morgan Wallen,https://kworb.net/spotify/artist/4oUHIQIBe0LHzYfvXNW4QM_albums.html,"32,994,468","-41,637",59,"46,385,773"
164,Billy Joel,https://kworb.net/spotify/artist/6zFYqv1mOsgBRQbae3JJ9e_albums.html,"32,964,718","4,862",132,"33,406,304"
165,Tinashe,https://kworb.net/spotify/artist/0NIIxcxNHmOoyBx03SfTCD_albums.html,"32,963,803","-110,673",152,"33,579,056"
166,Irshad Kamil,https://kworb.net/spotify/artist/3GdSQUH1BRtl9UrrtuwJlP_albums.html,"32,936,972","40,248",110,"38,606,762"
167,J. Cole,https://kworb.net/spotify/artist/6l3HvQ5sa6mXTsMTB19rO5_albums.html,"32,875,653","18,498",45,"48,760,887"
168,Bizarrap,https://kworb.net/spotify/artist/716NhGYqD1jl2wI1Qkgq36_albums.html,"32,717,707","157,053",28,"54,300,662"
169,Lewis Capaldi,https://kworb.net/spotify/artist/4GNC7GD6oZMSxPGyXy4MNB_albums.html,"32,649,112","-58,515",66,"37,776,153"
170,P!nk,https://kworb.net/spotify/artist/1KCSPY1glIKqW2TotWuXOR_albums.html,"32,480,274","-95,196",68,"37,814,655"
171,Charli xcx,https://kworb.net/spotify/artist/25uiPmTg16RbhZWAqwLBy5_albums.html,"32,287,767","-156,544",56,"46,491,335"
172,ZAYN,https://kworb.net/spotify/artist/5ZsFI1h6hIdQRw2ti0hz81_albums.html,"31,600,060","-143,628",124,"36,072,526"
173,Vishal-Shekhar,https://kworb.net/spotify/artist/6Mv8GjQa7LKUGCAqa9qqdb_albums.html,"31,489,436","59,602",160,"31,768,854"
174,Metallica,https://kworb.net/spotify/artist/2ye2Wgw4gimLv2eAKyk1NB_albums.html,"31,458,728","16,956",144,"31,525,029"
175,Pharrell Williams,https://kworb.net/spotify/artist/2RdwBSPQiwcmiDo9kixcl8_albums.html,"31,437,804","-103,927",89,"41,485,126"
176,Anne-Marie,https://kworb.net/spotify/artist/1zNqDE7qDGCsyzJwohVaoX_albums.html,"31,385,124","-6,066",61,"41,501,481"
177,Tyla,https://kworb.net/spotify/artist/3SozjO3Lat463tQICI9LcE_albums.html,"31,345,417","351,923",112,"34,775,358"
178,Demi Lovato,https://kworb.net/spotify/artist/6S2OmqARrzebs0tKUEyXyp_albums.html,"31,278,266","-35,258",98,"33,320,815"
179,Bebe Rexha,https://kworb.net/spotify/artist/64M6ah0SkkRsnPGtGiRAbb_albums.html,"31,269,441","-76,635",37,"49,496,274"
180,Bon Jovi,https://kworb.net/spotify/artist/58lV9VcRSjABbAbfWS6skp_albums.html,"31,063,063","27,800",143,"31,750,399"
181,ROSÃ,https://kworb.net/spotify/artist/3eVa5w3URK5duf6eyVDbu9_albums.html,"30,772,198","-148,482",17,"71,124,800"
182,Enrique Iglesias,https://kworb.net/spotify/artist/7qG3b048QCHVRO5Pv1T5lw_albums.html,"30,405,267",-112,122,"35,272,755"
183,Juice WRLD,https://kworb.net/spotify/artist/4MCBfE4596Uoi2O4DtmEMz_albums.html,"30,309,413","11,336",92,"39,483,073"
184,Ava Max,https://kworb.net/spotify/artist/4npEfmQ6YuiwW1GpUmaq3F_albums.html,"30,279,258","-105,877",85,"42,954,408"
185,Atif Aslam,https://kworb.net/spotify/artist/2oSONSC9zQ4UonDKnLqksx_albums.html,"30,249,838","47,115",185,"30,249,838"
186,Florence + The Machine,https://kworb.net/spotify/artist/1moxjboGR7GNWYIMWsRjgG_albums.html,"30,244,793","-156,699",108,"35,434,529"
187,Cardi B,https://kworb.net/spotify/artist/4kYSro6naA4h99UJvo89HB_albums.html,"30,198,220","-101,886",84,"38,247,799"
188,Empire Of The Sun,https://kworb.net/spotify/artist/67hb7towEyKvt5Z8Bx306c_albums.html,"30,180,691","-91,600",121,"35,337,797"
189,Lil Baby,https://kworb.net/spotify/artist/5f7VJjfbwm532GiveGC0ZK_albums.html,"30,061,929","19,345",76,"41,194,598"
190,Laufey,https://kworb.net/spotify/artist/7gW0r5CkdEUMm42w9XpyZO_albums.html,"30,006,858","700,926",89,"43,026,697"
191,Paramore,https://kworb.net/spotify/artist/74XFHRwlV6OrjEM0A2NCMF_albums.html,"29,965,804","-97,745",174,"31,196,729"
