rank,artist_name,track_name,daily_streams,streams_plus,seven_day,seven_day_plus,total_streams,artist_url,track_url
18,Michael BublÃ©,Holly Jolly Christmas,"906,658","-18,006","6,584,876","+156,214","205,413,547",https://kworb.net/spotify/artist/1GxkXlMwML1oSg5eLPiAz3_albums.html,https://kworb.net/spotify/track/6tjituizSxwSmBB5vtgHZE.html
19,Bing Crosby,"White Christmas - 1947 Version (w/ Ken Darby Singers, John Scott Trotter & His Orchestra)","828,705","+3,462","5,850,319","+244,815","40,771,234",https://kworb.net/spotify/artist/6ZjFtWeHP9XN7FeKSUe80S_albums.html,https://kworb.net/spotify/track/3XsaSIPWvM61RIFfeb0BBR.html
20,JosÃ© Feliciano,Feliz Navidad,"811,852","+12,097","5,735,405","+217,455","216,210,152",https://kworb.net/spotify/artist/7K78lVZ8XzkjfRSI7570FF_albums.html,https://kworb.net/spotify/track/3qCeq0rWK67SoBDgFd2sId.html
21,Kendrick Lamar,luther,"784,562","+90,415","3,530,966","+379,751","451,253,357",https://kworb.net/spotify/artist/2YZyLoL8N0Wb9xBt1NhZWg_albums.html,https://kworb.net/spotify/track/2CGNAOSuO1MEFCbBRgUzjd.html
22,Olivia Dean,So Easy (To Fall In Love),"770,659","-27,389","5,574,341","-84,641","51,068,710",https://kworb.net/spotify/artist/00x1fYSGhdqScXBRpSj3DW_albums.html,https://kworb.net/spotify/track/6sGIMrtIzQjdzNndVxe397.html
23,Justin Bieber,Mistletoe,"767,399","-4,017","5,273,573","+246,774","190,517,271",https://kworb.net/spotify/artist/1uNFoZAHBGtllmzznpCI3s_albums.html,https://kworb.net/spotify/track/7xapw9Oy21WpfEcib2ErSA.html
24,Eagles,Please Come Home for Christmas - Eagles 2013 Remaster,"766,141","+7,212","5,074,340","+290,436","77,512,286",https://kworb.net/spotify/artist/0ECwFtbIWEVNwjlrfc6xoL_albums.html,https://kworb.net/spotify/track/3QIoEi8Enr9uHffwInGIsC.html
25,Burl Ives,A Holly Jolly Christmas - Single Version,"755,489","+6,433","5,429,565","+316,843","235,312,474",https://kworb.net/spotify/artist/0MHgLfmQdutffmvWe5XBTN_albums.html,https://kworb.net/spotify/track/77khP2fIVhSW23NwxrRluh.html
26,Chuck Berry,Run Rudolph Run - Single Version,"754,758","+6,834","5,243,400","+257,272","163,968,320",https://kworb.net/spotify/artist/293zczrfYafIItmnmM3coR_albums.html,https://kworb.net/spotify/track/2pnPe4pJtq7689i5ydzvJJ.html
27,Sia,Snowman,"752,832","-7,688","5,216,615","+249,926","106,716,686",https://kworb.net/spotify/artist/5WUlDfRSoLAfcVSX1WnrxN_albums.html,https://kworb.net/spotify/track/7uoFMmxln0GPXQ0AcCBXRq.html
28,Djo,End of Beginning,"741,415","-46,003","4,119,584","+363,848","327,354,952",https://kworb.net/spotify/artist/5p9HO3XC5P3BLxJs5Mtrhm_albums.html,https://kworb.net/spotify/track/3qhlB30KknSejmIvZZLjOD.html
29,Taylor Swift,Opalite,"734,118","-31,308","4,854,383","+31,863","118,763,476",https://kworb.net/spotify/artist/06HL4z0CvFAxyc27GXpf02_albums.html,https://kworb.net/spotify/track/3yWuTOYDztXjZxdE2cIRUa.html
30,Perry Como,"It's Beginning to Look a Lot Like Christmas (w/ The Fontane Sisters, Mitchell Ayres & His Orchestra)","707,124","+9,213","5,106,401","+187,431","186,497,146",https://kworb.net/spotify/artist/5v8jlSmAQfrkTjAlpUfWtu_albums.html,https://kworb.net/spotify/track/2pXpURmn6zC5ZYDMms6fwa.html
31,Morgan Wallen,I Got Better,"706,544","+40,605","4,537,285","+76,627","150,766,940",https://kworb.net/spotify/artist/4oUHIQIBe0LHzYfvXNW4QM_albums.html,https://kworb.net/spotify/track/4gfrYDtaRmp6HPvN80V2ob.html
32,The Weeknd,Timeless (w/ Playboi Carti),"703,284","+34,897","3,632,845","+184,575","377,182,274",https://kworb.net/spotify/artist/1Xyo4u8uXC1ZmMpatF05PJ_albums.html,https://kworb.net/spotify/track/0FIDCNYYjNvPVimz5icugS.html
33,Billie Eilish,BIRDS OF A FEATHER,"702,637","-6,954","4,155,362","+203,869","700,088,960",https://kworb.net/spotify/artist/6qqNVTkY8uBg9cP3Jd7DAH_albums.html,https://kworb.net/spotify/track/6dOtVTDdiauQNBQEDOtlAB.html
34,The MarÃ­as,No One Noticed,"700,968","+40,286","3,693,374","+332,396","331,463,972",https://kworb.net/spotify/artist/2sSGPbdZJkaSE2AbcGOACx_albums.html,https://kworb.net/spotify/track/3siwsiaEoU4Kuuc9WKMUy5.html
35,Radiohead,Creep,"692,639","+8,667","4,618,602","+121,587","247,891,303",https://kworb.net/spotify/artist/4Z8W4fKeB5YxbusRsdQVPb_albums.html,https://kworb.net/spotify/track/70LcF31zb1H0PyJoS1Sx1r.html
36,Ella Langley,Choosin' Texas,"685,513","-16,938","4,883,409","-21,013","28,647,416",https://kworb.net/spotify/artist/6BRxQ8cD3eqnrVj6WKDok8_albums.html,https://kworb.net/spotify/track/65DbTqJKhbwqYbZ1Okr0rc.html
37,The Neighbourhood,Sweater Weather,"684,638","+1,254","4,613,712","+157,500","987,058,920",https://kworb.net/spotify/artist/77SW9BnxLY8rJ0RciFqkHh_albums.html,https://kworb.net/spotify/track/2QjOHCTQ1Jl3zawyYOpxh6.html
38,Don Toliver,No Pole,"667,069","+46,426","3,608,481","+316,184","221,718,555",https://kworb.net/spotify/artist/4Gso3d4CscCijv0lmajZWs_albums.html,https://kworb.net/spotify/track/0eaVIYo2zeOaGJeqZ5TwYz.html
39,Ella Langley,weren't for the wind,"662,182","+45,024","3,616,854","+196,278","95,207,344",https://kworb.net/spotify/artist/6BRxQ8cD3eqnrVj6WKDok8_albums.html,https://kworb.net/spotify/track/2A22iI0x4EYAVXNpKPhNEM.html
40,Elvis Presley,Blue Christmas,"660,138","+2,373","4,646,644","+201,316","170,400,439",https://kworb.net/spotify/artist/43ZHCT0cAZBISjO8DG9PnE_albums.html,https://kworb.net/spotify/track/3QiAAp20rPC3dcAtKtMaqQ.html
41,Paul McCartney,Wonderful Christmastime - Edited Version / Remastered 2011,"645,150","-16,850","4,606,076","+191,789","105,534,700",https://kworb.net/spotify/artist/4STHEaNw4mPZ2tzheohgXB_albums.html,https://kworb.net/spotify/track/1SV1fxF65n9NhRHp3KlBuu.html
42,Bing Crosby,Mele Kalikimaka (Merry Christmas) (w/ The Andrews Sisters),"642,708","-7,499","4,552,208","+198,316","29,514,687",https://kworb.net/spotify/artist/6ZjFtWeHP9XN7FeKSUe80S_albums.html,https://kworb.net/spotify/track/04vLj9QUXoKdRlsp3gkURo.html
43,Arctic Monkeys,505,"642,333","-42,684","3,826,320","+187,904","696,435,217",https://kworb.net/spotify/artist/7Ln80lUS6He07XvHI8qqHH_albums.html,https://kworb.net/spotify/track/58ge6dfP91o9oXMzq3XkIS.html
44,Bad Bunny,DtMF,"637,668","+41,037","2,897,555","+279,280","238,649,819",https://kworb.net/spotify/artist/4q3ewBCX7sLwd24euuV69X_albums.html,https://kworb.net/spotify/track/3sK8wGT43QFpWrvNQsrQya.html
45,Tate McRae,TIT FOR TAT,"634,011","-15,896","4,000,869","+135,459","60,533,567",https://kworb.net/spotify/artist/45dkTj5sMRSjrmBSBeiHym_albums.html,https://kworb.net/spotify/track/04a44cx2PJthIbN2aLMXhl.html
46,Vince Guaraldi Trio,Christmas Time Is Here - Vocal - Album Version,"633,103","-2,154","4,459,544","+180,152","72,447,465",https://kworb.net/spotify/artist/4ytkhMSAnrDP8XzRNlw9FS_albums.html,https://kworb.net/spotify/track/3bMfUUpzUzqWp9II00yRhE.html
47,Tate McRae,Sports car,"631,797","+20,818","3,210,380","+218,082","212,900,158",https://kworb.net/spotify/artist/45dkTj5sMRSjrmBSBeiHym_albums.html,https://kworb.net/spotify/track/5UJbgR4XF4y1DvbkxEqe8S.html
48,The Goo Goo Dolls,Iris,"629,510","+5,463","4,057,483","+161,323","306,919,238",https://kworb.net/spotify/artist/2sil8z5kiy4r76CRTXxBCA_albums.html,https://kworb.net/spotify/track/6Qyc6fS4DsZjB2mRW9DsQs.html
49,The MarÃ­as,Sienna,"622,697","-30,140","3,715,493","+235,490","81,394,083",https://kworb.net/spotify/artist/2sSGPbdZJkaSE2AbcGOACx_albums.html,https://kworb.net/spotify/track/0InIeZW4P6VO7dUGRM4AKH.html
50,Eartha Kitt,Santa Baby (w/ Henri RenÃ© and His Orchestra),"614,299","+3,754","4,257,101","+185,064","134,253,164",https://kworb.net/spotify/artist/1AwO9pWEBSBoWdEZu28XDC_albums.html,https://kworb.net/spotify/track/1foCxQtxBweJtZmdxhEHVO.html
51,Frank Sinatra,Jingle Bells - Remastered 1999,"608,204","-4,793","4,380,705","+185,158","98,438,015",https://kworb.net/spotify/artist/1Mxqyy3pSjf8kZZL4QVxS0_albums.html,https://kworb.net/spotify/track/4HEOgBHRCExyYVeTyrXsnL.html
52,The Beach Boys,"Little Saint Nick - 1991 Remix (w/ Mark Linett, Sweet, Larry Walsh)","605,764","+17,869","4,141,547","+218,069","122,249,223",https://kworb.net/spotify/artist/3oDbviiivRWhXwIE8hxkVV_albums.html,https://kworb.net/spotify/track/5xlS0QkVrSH7ssEbBgBzbM.html
53,Morgan Wallen,I'm The Problem,"594,601","+54,440","3,249,587","+106,472","212,432,475",https://kworb.net/spotify/artist/4oUHIQIBe0LHzYfvXNW4QM_albums.html,https://kworb.net/spotify/track/7AeM1BGYM7emrqmQn1PuWv.html
54,sombr,undressed,"591,552","+39,874","3,104,710","+288,410","190,133,734",https://kworb.net/spotify/artist/4G9NDjRyZFDlJKMRL8hx3S_albums.html,https://kworb.net/spotify/track/4AajxCEwGEsmHmT4H1TwjY.html
55,RAYE,WHERE IS MY HUSBAND!,"586,745","-22,510","4,181,675","-44,898","40,743,997",https://kworb.net/spotify/artist/5KKpBU5eC2tJDzf0wmlRp2_albums.html,https://kworb.net/spotify/track/55lijDD6OAjLFFUHU9tcDm.html
56,Fleetwood Mac,Dreams - 2004 Remaster,"586,503","-2,770","4,045,998","+47,431","723,184,955",https://kworb.net/spotify/artist/08GQAI4eElDnROBrJRGE0X_albums.html,https://kworb.net/spotify/track/0ofHAoxe9vBkTCp2UQIavz.html
57,Burl Ives,Rudolph The Red-Nosed Reindeer,"586,130","-7,228","4,162,409","+192,531","96,388,815",https://kworb.net/spotify/artist/0MHgLfmQdutffmvWe5XBTN_albums.html,https://kworb.net/spotify/track/47otoIkhx3fkdivEXL5OB6.html
58,Nat King Cole,Deck The Hall,"586,017","-2,633","3,713,188","+245,516","87,510,552",https://kworb.net/spotify/artist/7v4imS0moSyGdXyLgVTIV7_albums.html,https://kworb.net/spotify/track/0rHToGels2lt8Y0mCYoF90.html
59,Saja Boys,"Your Idol (w/ Andrew Choi, Neckwav, Danny Chung, KEVIN WOO, samUIL Lee, KPop Demon Hunters Cast)","582,948","+28,623","3,728,099","+51,420","184,443,021",https://kworb.net/spotify/artist/0BJ2EjOqcfgFvlZXNKrNbE_albums.html,https://kworb.net/spotify/track/1I37Zz2g3hk9eWxaNkj031.html
60,Coldplay,Sparks,"569,465","+14,522","3,531,602","+153,567","209,336,101",https://kworb.net/spotify/artist/4gzpq5DPGxSnKTe4SA8HAU_albums.html,https://kworb.net/spotify/track/7D0RhFcb3CrfPuTJ0obrod.html
61,Morgan Wallen,What I Want (w/ Tate McRae),"562,661","-10,342","3,209,070","+161,181","170,132,177",https://kworb.net/spotify/artist/4oUHIQIBe0LHzYfvXNW4QM_albums.html,https://kworb.net/spotify/track/04emojnbYkrRmv5qtJcgVP.html
62,Frank Sinatra,Have Yourself A Merry Little Christmas - Remastered,"562,203","-12,313","4,156,629","+153,232","64,091,307",https://kworb.net/spotify/artist/1Mxqyy3pSjf8kZZL4QVxS0_albums.html,https://kworb.net/spotify/track/2FPfeYlrbSBR8PwCU0zaqq.html
63,Lady Gaga,Die With A Smile (w/ Bruno Mars),"559,677","+29,778","3,193,308","+115,794","544,982,981",https://kworb.net/spotify/artist/1HY2Jd0NmPuamShAr6KMms_albums.html,https://kworb.net/spotify/track/2plbrEY59IikOBgBGLjaoe.html
64,Chappell Roan,Pink Pony Club,"559,526","+53,231","2,979,782","+165,822","430,267,904",https://kworb.net/spotify/artist/7GlBOeep6PqTfFi59PTUUN_albums.html,https://kworb.net/spotify/track/6393yGahSJ9slVdOwSxOVR.html
65,Ravyn Lenae,Love Me Not,"557,738","+26,414","3,096,223","+188,510","193,340,312",https://kworb.net/spotify/artist/5RTLRtXjbXI2lSXc6jxlAz_albums.html,https://kworb.net/spotify/track/4WFgvKVfEhb3IUAFGrutTR.html
66,Gigi Perez,Sailor Song,"555,944","+48,453","2,954,902","+214,175","406,130,513",https://kworb.net/spotify/artist/1iCnM8foFssWlPRLfAbIwo_albums.html,https://kworb.net/spotify/track/2262bWmqomIaJXwCRHr13j.html
67,Zach Bryan,I Remember Everything (w/ Kacey Musgraves),"549,095","-13,320","3,222,906","+166,466","720,093,469",https://kworb.net/spotify/artist/40ZNYROS4zLfyyBSs2PGe2_albums.html,https://kworb.net/spotify/track/4KULAymBBJcPRpk1yO4dOG.html
68,Mykola Dmytrovych Leontovych,Carol of the Bells (w/ John Williams),"546,264","+3,747","3,809,164","+178,595","121,500,623",https://kworb.net/spotify/artist/6lBN3Tzt61u8i9AJoAhKzF_albums.html,https://kworb.net/spotify/track/4tHqQMWSqmL6YjXwsqthDI.html
69,Sabrina Carpenter,Manchild,"538,307","-11,574","3,091,802","+68,091","154,377,357",https://kworb.net/spotify/artist/74KM79TiuVKeVCqs8QtB0B_albums.html,https://kworb.net/spotify/track/42UBPzRMh5yyz0EDPr6fr1.html
70,Donny Hathaway,This Christmas,"534,838","+26,500","3,380,135","+219,388","75,423,682",https://kworb.net/spotify/artist/0HU0U9kdXEHZVxUNbuQe8S_albums.html,https://kworb.net/spotify/track/7MSYSOobsombc1mbDWFxtD.html
71,Gene Autry,Here Comes Santa Claus (Right Down Santa Claus Lane),"532,168","-1,698","3,761,379","+160,860","95,665,282",https://kworb.net/spotify/artist/5ixB75BQR3ADoWQkcHQJTs_albums.html,https://kworb.net/spotify/track/25leEEaz1gIpp7o21Fqyjo.html
72,Saja Boys,"Soda Pop (w/ Andrew Choi, Neckwav, Danny Chung, KEVIN WOO, samUIL Lee, KPop Demon Hunters Cast)","529,405","+19,990","3,500,656","+4,497","158,320,934",https://kworb.net/spotify/artist/0BJ2EjOqcfgFvlZXNKrNbE_albums.html,https://kworb.net/spotify/track/02sy7FAs8dkDNYsHp4Ul3f.html
73,Laufey,Winter Wonderland,"526,832","-1,083","3,807,316","+100,277","4,563,745",https://kworb.net/spotify/artist/7gW0r5CkdEUMm42w9XpyZO_albums.html,https://kworb.net/spotify/track/6eODMWDVi22dpEZJoqg5h7.html
74,The Killers,Mr. Brightside,"525,831","-27,577","3,783,474","+55,970","663,108,281",https://kworb.net/spotify/artist/0C0XlULifJtAgn6ZNCW2eu_albums.html,https://kworb.net/spotify/track/003vvx7Niy0yvhvHt4a68B.html
75,Teddy Swims,Lose Control,"523,615","+48,240","3,029,145","+124,546","556,661,346",https://kworb.net/spotify/artist/33qOK5uJ8AR2xuQQAhHump_albums.html,https://kworb.net/spotify/track/17phhZDn6oGtzMe56NuWvj.html
76,John Lennon,Happy Xmas (War Is Over) - Remastered 2010 (w/ Yoko Ono),"518,284","-13,758","3,544,047","+237,855","88,683,997",https://kworb.net/spotify/artist/4x1nvY2FN8jxqAFA0DA02H_albums.html,https://kworb.net/spotify/track/27RYrbL6S02LNVhDWVl38b.html
77,Kelly Clarkson,"Santa, Canât You Hear Me (w/ Ariana Grande)","515,914","+14,159","3,348,069","+201,861","44,870,528",https://kworb.net/spotify/artist/3BmGtnKgCSGYIUhmivXKWX_albums.html,https://kworb.net/spotify/track/2O3MQ6H3gjrIWDcpeTrikT.html
78,Tame Impala,Dracula,"510,795","-7,201","3,426,128","+34,363","45,965,019",https://kworb.net/spotify/artist/5INjqkS1o8h1imAzPqGZBb_albums.html,https://kworb.net/spotify/track/1NXbNEAcPvY5G1xvfN57aA.html
79,Billie Eilish,WILDFLOWER,"510,645","+22,161","2,960,310","+42,270","376,702,231",https://kworb.net/spotify/artist/6qqNVTkY8uBg9cP3Jd7DAH_albums.html,https://kworb.net/spotify/track/3QaPy1KgI7nu9FJEQUgn6h.html
80,Morgan Wallen,Just In Case,"509,290","+54,123","2,629,312","+181,884","190,381,227",https://kworb.net/spotify/artist/4oUHIQIBe0LHzYfvXNW4QM_albums.html,https://kworb.net/spotify/track/5z0LSDpPpGwc2ZyJHpsE3J.html
81,Kendrick Lamar,tv off (w/ Lefty Gunplay),"507,322","+70,406","2,168,369","+219,446","347,712,313",https://kworb.net/spotify/artist/2YZyLoL8N0Wb9xBt1NhZWg_albums.html,https://kworb.net/spotify/track/0aB0v4027ukVziUGwVGYpG.html
82,Bad Bunny,BAILE INoLVIDABLE,"502,132","+66,264","1,215,283","+183,940","177,829,131",https://kworb.net/spotify/artist/4q3ewBCX7sLwd24euuV69X_albums.html,https://kworb.net/spotify/track/2lTm559tuIvatlT1u0JYG2.html
83,Chappell Roan,"Good Luck, Babe!","501,254","+22,864","2,687,844","+187,312","628,900,616",https://kworb.net/spotify/artist/7GlBOeep6PqTfFi59PTUUN_albums.html,https://kworb.net/spotify/track/0WbMK4wrZ1wFSty9F7FCgu.html
84,HUNTR/X,"How Itâs Done (w/ Ejae, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast)","498,852","+14,852","3,194,577","+49,655","151,978,410",https://kworb.net/spotify/artist/2yNNYQBChuox9A5Ka93BIn_albums.html,https://kworb.net/spotify/track/3RXUgPNIbUgFxsDWuBQEt6.html
85,Benson Boone,Beautiful Things,"496,250","+43,120","2,886,626","+145,795","611,809,890",https://kworb.net/spotify/artist/22wbnEMDvgVIAGdFeek6ET_albums.html,https://kworb.net/spotify/track/3xkHsmpQCBMytMJNiDf3Ii.html
86,Drake,Headlines,"494,499","+15,501","2,929,920","+128,034","103,080,245",https://kworb.net/spotify/artist/3TVXtAsR1Inumwj472S9r4_albums.html,https://kworb.net/spotify/track/6LxSe8YmdPxy095Ux6znaQ.html
87,HUNTR/X,"What It Sounds Like (w/ Ejae, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast)","493,644","+23,867","3,185,940","+26,803","135,863,947",https://kworb.net/spotify/artist/2yNNYQBChuox9A5Ka93BIn_albums.html,https://kworb.net/spotify/track/5sBDrrtLGbV64QJnEqfjer.html
88,Frank Sinatra,Let It Snow! Let It Snow! Let It Snow! (w/ B. Swanson Quartet),"490,441","+3,416","3,481,325","+137,629","183,664,681",https://kworb.net/spotify/artist/1Mxqyy3pSjf8kZZL4QVxS0_albums.html,https://kworb.net/spotify/track/4kKdvXD0ez7jp1296JmAts.html
89,Riley Green,Worst Way,"490,056","-1,025","2,959,045","+53,609","162,741,729",https://kworb.net/spotify/artist/2QMsj4XJ7ne2hojxt6v5eb_albums.html,https://kworb.net/spotify/track/1osfLqL6L2iQsirRf83ded.html
90,Zach Bryan,Something in the Orange,"489,958","+18,036","3,010,497","+118,405","847,228,503",https://kworb.net/spotify/artist/40ZNYROS4zLfyyBSs2PGe2_albums.html,https://kworb.net/spotify/track/3WMj8moIAXJhHsyLaqIIHI.html
91,sombr,12 to 12,"488,098","+14,720","2,911,642","+158,462","76,701,709",https://kworb.net/spotify/artist/4G9NDjRyZFDlJKMRL8hx3S_albums.html,https://kworb.net/spotify/track/05od2qm2MTSKCHxy1GBp5W.html
92,Gwen Stefani,You Make It Feel Like Christmas (w/ Blake Shelton),"477,802","+4,122","3,190,949","+181,714","64,734,487",https://kworb.net/spotify/artist/4yiQZ8tQPux8cPriYMWUFP_albums.html,https://kworb.net/spotify/track/2OQ6a4CfUeYskpTTgyawyJ.html
93,Olivia Dean,Nice To Each Other,"475,474","+11,848","2,979,326","-124,836","39,006,048",https://kworb.net/spotify/artist/00x1fYSGhdqScXBRpSj3DW_albums.html,https://kworb.net/spotify/track/7gKxCvTDWwV9wBhdeBbr3l.html
94,Post Malone,I Had Some Help (Feat. Morgan Wallen) (w/ Morgan Wallen),"474,890","+19,474","2,750,686","+89,462","630,025,253",https://kworb.net/spotify/artist/246dkjvS1zLTtiykXe5h60_albums.html,https://kworb.net/spotify/track/5IZXB5IKAD2qlvTPJYDCFB.html
95,Disco Lines,No Broke Boys (w/ Tinashe),"471,708","-1,275","2,911,931","+85,847","97,654,060",https://kworb.net/spotify/artist/5Kmr0b3ip8g9P2i0dLTC3Z_albums.html,https://kworb.net/spotify/track/3cZajhyr8LmtPfHZ9296tj.html
96,Gracie Abrams,Thatâs So True,"469,143","+46,395","1,177,498","+152,118","337,042,042",https://kworb.net/spotify/artist/4tuJ0bMpJh08umKkEXKUI5_albums.html,https://kworb.net/spotify/track/7ne4VBA60CxGM75vw0EYad.html
97,Justin Bieber,DAISIES,"465,224","-9,297","2,711,713","+135,954","116,823,847",https://kworb.net/spotify/artist/1uNFoZAHBGtllmzznpCI3s_albums.html,https://kworb.net/spotify/track/5BZsQlgw21vDOAjoqkNgKb.html
98,Olivia Dean,A Couple Minutes,"462,979","-3,466","3,026,527","+67,535","13,709,577",https://kworb.net/spotify/artist/00x1fYSGhdqScXBRpSj3DW_albums.html,https://kworb.net/spotify/track/312z6PZ8wwREck8613PkJk.html
99,Sabrina Carpenter,A Nonsense Christmas,"458,432",+439,"3,177,279","+144,666","34,600,333",https://kworb.net/spotify/artist/74KM79TiuVKeVCqs8QtB0B_albums.html,https://kworb.net/spotify/track/7yogx3TwxGwSxO2QITsT2q.html
100,Bing Crosby,Do You Hear What I Hear?,"457,450","+2,360","3,207,348","+160,735","59,556,315",https://kworb.net/spotify/artist/6ZjFtWeHP9XN7FeKSUe80S_albums.html,https://kworb.net/spotify/track/4EZUcj7c8n9pWIwHqN0DoH.html
101,Treaty Oak Revival,Missed Call,"454,136","+14,484","2,341,879","+454,136","85,694,919",https://kworb.net/spotify/artist/3444S3C4U9Ts86BnCtSPRV_albums.html,https://kworb.net/spotify/track/6ybZUqlfk938oS6WeBmDab.html
102,Drake,NOKIA,"453,495","+46,837","860,153","+170,958","229,520,052",https://kworb.net/spotify/artist/3TVXtAsR1Inumwj472S9r4_albums.html,https://kworb.net/spotify/track/2u9S9JJ6hTZS3Vf22HOZKg.html
103,Taylor Swift,Father Figure,"451,036","-9,184","2,813,812","+47,947","87,574,277",https://kworb.net/spotify/artist/06HL4z0CvFAxyc27GXpf02_albums.html,https://kworb.net/spotify/track/03bTIHJElXZ0O0jqOQvAbY.html
104,Whiskey Myers,Broken Window Serenade,"450,237","+20,547","2,693,629","+144,196","48,187,765",https://kworb.net/spotify/artist/26opZSJcXshCmCwxgZQmBc_albums.html,https://kworb.net/spotify/track/1VOSSXuWRcBj2rpfxNdX9v.html
105,Radiohead,Let Down,"446,317","+9,030","2,692,161","+97,523","89,707,042",https://kworb.net/spotify/artist/4Z8W4fKeB5YxbusRsdQVPb_albums.html,https://kworb.net/spotify/track/2fuYa3Lx06QQJAm0MjztKr.html
