rank,artist_name,artist_url,listeners,daily_change,peak_rank,peak_listeners
30,Pitbull,https://kworb.net/spotify/artist/0TnOYISbd1XYRBk9myaseg_songs.html,"60,673,793","-39,518",24,"66,809,902"
31,Daddy Yankee,https://kworb.net/spotify/artist/4VMYDCV2IEDYJArk749S6m_songs.html,"60,435,932","252,383",22,"60,435,932"
32,Travis Scott,https://kworb.net/spotify/artist/0Y5tJX1MQlPlqiwlOH1tJY_songs.html,"60,226,087","45,278",6,"75,557,671"
33,Chris Brown,https://kworb.net/spotify/artist/7bXgB6jMjp9ATFy66eO08Z_songs.html,"59,837,812","-4,246",25,"60,215,489"
34,KPop Demon Hunters Cast,https://kworb.net/spotify/artist/7mW7Tv7NvywKKXqafZo0Lc_songs.html,"58,658,177","-103,392",30,"61,126,674"
35,Imagine Dragons,https://kworb.net/spotify/artist/53XhwfbYqKCa1cC15pYq2q_songs.html,"57,866,743","51,255",18,"62,801,774"
36,Adele,https://kworb.net/spotify/artist/4dpARuHxo51G3z768sgnrY_songs.html,"56,946,670","2,958",23,"62,764,213"
37,sombr,https://kworb.net/spotify/artist/4G9NDjRyZFDlJKMRL8hx3S_songs.html,"55,340,831","-103,403",29,"59,821,549"
38,Tate McRae,https://kworb.net/spotify/artist/45dkTj5sMRSjrmBSBeiHym_songs.html,"54,456,110","-207,648",26,"59,945,963"
39,BeyoncÃ©,https://kworb.net/spotify/artist/6vWDO969PvNqNYHIOW5v0m_songs.html,"54,187,196","1,274",6,"78,122,541"
40,Linkin Park,https://kworb.net/spotify/artist/6XyY86QOPPrYVGvF9ch6wz_songs.html,"53,817,103","5,230",29,"60,369,972"
41,EJAE,https://kworb.net/spotify/artist/0RMJOzHDhAKY1o2j0W0vxY_songs.html,"53,473,707","-102,509",39,"55,600,304"
42,Black Eyed Peas,https://kworb.net/spotify/artist/1yxSLGMDHlW21z4YXirZDS_songs.html,"53,193,167","13,061",28,"61,377,432"
43,Arctic Monkeys,https://kworb.net/spotify/artist/7Ln80lUS6He07XvHI8qqHH_songs.html,"53,124,432","-7,405",36,"56,618,863"
44,REI AMI,https://kworb.net/spotify/artist/6U1dV7aL68N7Gb0Naq34V5_songs.html,"52,999,147","-80,492",41,"55,202,504"
45,Sam Smith,https://kworb.net/spotify/artist/2wY79sveU1sp5g7SokKOiI_songs.html,"52,931,117","-63,106",7,"73,972,799"
46,HUNTR/X,https://kworb.net/spotify/artist/2yNNYQBChuox9A5Ka93BIn_songs.html,"52,378,571","-87,414",42,"54,529,976"
47,AUDREY NUNA,https://kworb.net/spotify/artist/0Wwji82sLA0Hcvtuak3omb_songs.html,"52,100,504","-87,098",43,"54,291,080"
48,Rauw Alejandro,https://kworb.net/spotify/artist/1mcTU81TzQhprhouKaTkpq_songs.html,"51,902,190","-82,756",34,"55,799,543"
49,Miley Cyrus,https://kworb.net/spotify/artist/5YGY8feqx7naU7z4HrwZM6_songs.html,"51,698,984","55,725",2,"84,140,935"
50,Future,https://kworb.net/spotify/artist/1RyvyyTE3xzB2ZywiAwp0i_songs.html,"51,321,873","21,220",22,"65,628,348"
51,Elton John,https://kworb.net/spotify/artist/3PhoLpVuITZKcymswpck5b_songs.html,"51,239,800","216,810",16,"72,669,137"
52,Queen,https://kworb.net/spotify/artist/1dfeR4HaWDbWqFHLkxsg1d_songs.html,"51,158,614","119,813",29,"64,087,998"
53,Khalid,https://kworb.net/spotify/artist/6LuN9FCkKOj5PcnpouEgny_songs.html,"51,001,265","-47,723",28,"55,253,946"
54,Alex Warren,https://kworb.net/spotify/artist/0fTSzq9jAh4c36UVb4V7CB_songs.html,"50,746,681","-108,388",35,"55,736,704"
55,Shreya Ghoshal,https://kworb.net/spotify/artist/0oOet2f43PA68X5RxKobEy_songs.html,"50,522,264","50,209",50,"51,017,272"
56,Arijit Singh,https://kworb.net/spotify/artist/4YRxDV8wJFPHPTeXepOstw_songs.html,"50,380,641","-4,666",52,"50,876,999"
57,The Neighbourhood,https://kworb.net/spotify/artist/77SW9BnxLY8rJ0RciFqkHh_songs.html,"50,157,173","91,719",57,"50,157,173"
58,Halsey,https://kworb.net/spotify/artist/26VFTg2z8YR0cCuwLzESi2_songs.html,"49,822,852","47,859",48,"50,611,093"
59,Mariah Carey,https://kworb.net/spotify/artist/4iHNK0tOyZPYnBU7nGAgpQ_songs.html,"49,774,995","529,043",5,"100,610,625"
60,Marshmello,https://kworb.net/spotify/artist/64KEffDW9EtZ1y2vBYgq8T_songs.html,"49,620,788","-52,318",11,"68,947,085"
61,Justin Timberlake,https://kworb.net/spotify/artist/31TPClRtHm23RisEBtV3X7_songs.html,"48,634,661","-38,568",57,"49,088,703"
62,KAROL G,https://kworb.net/spotify/artist/790FomKkXshlbRYZFtlgla_songs.html,"48,514,925","-52,589",21,"63,139,763"
63,Benson Boone,https://kworb.net/spotify/artist/22wbnEMDvgVIAGdFeek6ET_songs.html,"47,905,317","-113,280",31,"60,310,612"
64,Lil Wayne,https://kworb.net/spotify/artist/55Aa2cqylxrFIXC767Z865_songs.html,"47,887,523","15,269",43,"52,904,090"
65,Teddy Swims,https://kworb.net/spotify/artist/33qOK5uJ8AR2xuQQAhHump_songs.html,"47,880,268","6,720",44,"51,616,484"
66,Ozuna,https://kworb.net/spotify/artist/1i8SpTcr7yvPOmcqrbnVXY_songs.html,"47,843,850","6,953",40,"51,532,028"
67,Sean Paul,https://kworb.net/spotify/artist/3Isy6kedDrgPYoTS1dazA9_songs.html,"47,739,604","98,588",48,"50,313,773"
68,Pritam,https://kworb.net/spotify/artist/1wRPtKGflJrBx9BmLsSwlU_songs.html,"47,669,586","-9,741",65,"48,088,116"
69,Fleetwood Mac,https://kworb.net/spotify/artist/08GQAI4eElDnROBrJRGE0X_songs.html,"47,535,435","-86,918",50,"50,975,096"
70,The Chainsmokers,https://kworb.net/spotify/artist/69GGBxA162lTqCwzJG5jLp_songs.html,"47,326,517","97,867",44,"52,157,060"
71,Britney Spears,https://kworb.net/spotify/artist/26dSoYclwsYLMAKD3tpOr4_songs.html,"47,287,784","-33,386",48,"54,776,119"
72,"Tyler, The Creator",https://kworb.net/spotify/artist/4V8LLVI7PbaPR0K2TGSxFF_songs.html,"47,264,450","-119,462",43,"52,930,766"
73,Playboi Carti,https://kworb.net/spotify/artist/699OTQXzgjhIYAHMy9RyPD_songs.html,"46,701,038","-10,534",27,"62,424,456"
74,Olivia Rodrigo,https://kworb.net/spotify/artist/1McMsnEElThX1knmY4oliG_songs.html,"46,577,501","-23,239",18,"64,128,148"
75,OneRepublic,https://kworb.net/spotify/artist/5Pwc4xIPtQLFEnJriah9YJ_songs.html,"46,482,872","-89,691",23,"64,167,172"
76,Shawn Mendes,https://kworb.net/spotify/artist/7n2wHs1TKAczGzO7Dd2rGr_songs.html,"46,421,185","20,788",45,"49,285,295"
77,Nicki Minaj,https://kworb.net/spotify/artist/0hCNtLu0JehylgoiP8L4Gh_songs.html,"46,027,113","9,730",18,"65,680,733"
78,Charlie Puth,https://kworb.net/spotify/artist/6VuMaDnrHyPL1p4EHjYLi7_songs.html,"45,694,827","-114,652",58,"46,759,626"
79,RAYE,https://kworb.net/spotify/artist/5KKpBU5eC2tJDzf0wmlRp2_songs.html,"45,561,748","176,406",70,"45,561,748"
80,Olivia Dean,https://kworb.net/spotify/artist/00x1fYSGhdqScXBRpSj3DW_songs.html,"45,281,269","329,142",80,"45,281,269"
81,Harry Styles,https://kworb.net/spotify/artist/6KImCVD70vtIoJWnq6nGn3_songs.html,"45,185,217","-97,177",13,"66,411,599"
82,USHER,https://kworb.net/spotify/artist/23zg3TcAtWQy7J6upgbUnj_songs.html,"45,130,813","-35,892",47,"51,216,038"
83,Radiohead,https://kworb.net/spotify/artist/4Z8W4fKeB5YxbusRsdQVPb_songs.html,"44,960,767","58,661",76,"44,960,767"
84,Ne-Yo,https://kworb.net/spotify/artist/21E3waRsmPlU7jZsS13rcj_songs.html,"44,757,663","30,876",74,"44,757,663"
85,A.R. Rahman,https://kworb.net/spotify/artist/1mYsTxnqsietFxj1OgoGbG_songs.html,"44,388,701","135,175",82,"44,388,701"
86,Camila Cabello,https://kworb.net/spotify/artist/4nDoRrQiYLoBzwC5BhVJzF_songs.html,"43,961,205","-22,528",57,"48,263,505"
87,DJ Snake,https://kworb.net/spotify/artist/540vIaP2JwjQb9dm3aArA4_songs.html,"43,345,488","145,462",73,"44,837,268"
88,Metro Boomin,https://kworb.net/spotify/artist/0iEtIxbK0KxaSlF7G42ZOp_songs.html,"43,171,878","-56,923",17,"64,728,517"
89,Tame Impala,https://kworb.net/spotify/artist/5INjqkS1o8h1imAzPqGZBb_songs.html,"42,888,561","-132,002",86,"43,511,404"
90,50 Cent,https://kworb.net/spotify/artist/3q7HBObVc0L8jNeTe5Gofh_songs.html,"42,821,946","64,597",79,"42,821,946"
91,Ellie Goulding,https://kworb.net/spotify/artist/0X2BH1fck6amBIoJhDVmmJ_songs.html,"42,718,557","34,451",51,"45,626,754"
92,Don Omar,https://kworb.net/spotify/artist/33ScadVnbm2X8kkUqOkC6Z_songs.html,"42,498,390","30,622",82,"42,498,390"
93,Maluma,https://kworb.net/spotify/artist/1r4hJ1h58CWwUQe3MxPuau_songs.html,"42,443,733","-45,970",56,"47,177,187"
94,One Direction,https://kworb.net/spotify/artist/4AK6F7OLvEQ5QYCBNiQWHq_songs.html,"42,436,103","-32,086",26,"61,154,815"
95,Selena Gomez,https://kworb.net/spotify/artist/0C8ZW7ezQVs4URX5aX7Kqx_songs.html,"42,374,373","-5,064",22,"58,879,269"
96,Hozier,https://kworb.net/spotify/artist/2FXC3k01G6Gw61bmprjgqS_songs.html,"42,363,646","-43,670",32,"57,616,097"
97,JENNIE,https://kworb.net/spotify/artist/250b0Wlc5Vk0CoUsaCY84M_songs.html,"42,265,585","-17,136",42,"51,284,235"
98,Red Hot Chili Peppers,https://kworb.net/spotify/artist/0L8ExT028jH3ddEcZwqJJ5_songs.html,"42,158,072","-1,198",80,"42,593,962"
99,Farruko,https://kworb.net/spotify/artist/329e4yvIujISKGKz1BZZbO_songs.html,"41,346,713","69,113",64,"41,346,713"
100,21 Savage,https://kworb.net/spotify/artist/1URnnhqYAYcrqrcwql10ft_songs.html,"41,033,773","18,133",17,"66,771,445"
101,Gorillaz,https://kworb.net/spotify/artist/3AA28KZvwAUcZuOKwyblJQ_songs.html,"41,007,561","7,038",54,"42,877,228"
102,Kesha,https://kworb.net/spotify/artist/6LqNN22kT3074XbTVUrhzX_songs.html,"40,758,452","-24,514",56,"51,088,856"
103,JAY-Z,https://kworb.net/spotify/artist/3nFkdlSjzX9mRTtwJOzDYB_songs.html,"40,067,947","37,875",66,"40,067,947"
104,Wiz Khalifa,https://kworb.net/spotify/artist/137W8MRPWKqSmrBGDBFSop_songs.html,"39,864,470","-60,857",78,"43,003,656"
105,Madonna,https://kworb.net/spotify/artist/6tbjWDEIzxoDsBA1FuhfPW_songs.html,"39,441,802","-33,846",50,"48,192,778"
106,Peso Pluma,https://kworb.net/spotify/artist/12GqGscKJx3aE4t07u7eVZ_songs.html,"39,216,724","7,880",27,"59,429,724"
107,Daniel Caesar,https://kworb.net/spotify/artist/20wkVLutqVOYrc0kxFs7rA_songs.html,"38,926,504","88,894",69,"44,105,561"
108,Don Toliver,https://kworb.net/spotify/artist/4Gso3d4CscCijv0lmajZWs_songs.html,"38,910,855","13,824",79,"42,762,039"
109,Fuerza Regida,https://kworb.net/spotify/artist/0ys2OFYzWYB5hRDLCsBqxt_songs.html,"38,672,862","46,584",102,"38,852,150"
110,Flo Rida,https://kworb.net/spotify/artist/0jnsk9HBra6NMjO2oANoPY_songs.html,"38,400,690","-52,597",88,"40,806,713"
111,The Police,https://kworb.net/spotify/artist/5NGO30tJxFlKixkPSgXcFE_songs.html,"38,139,320","136,911",111,"38,139,320"
112,The Kid LAROI,https://kworb.net/spotify/artist/2tIP7SsRs7vjIcLrU85W8J_songs.html,"37,472,789","-87,384",50,"46,982,806"
113,Akon,https://kworb.net/spotify/artist/0z4gvV4rjIZ9wHck67ucSV_songs.html,"37,333,415","46,630",113,"37,333,415"
114,ROSALÃA,https://kworb.net/spotify/artist/7ltDVBr6mKbRvohxheJ9h1_songs.html,"37,205,079","466,643",47,"46,715,627"
115,Anuel AA,https://kworb.net/spotify/artist/2R21vXR83lH98kGeO99Y66_songs.html,"37,134,924","14,384",83,"37,134,924"
116,The Goo Goo Dolls,https://kworb.net/spotify/artist/2sil8z5kiy4r76CRTXxBCA_songs.html,"37,032,154","36,580",105,"38,486,480"
117,Chappell Roan,https://kworb.net/spotify/artist/7GlBOeep6PqTfFi59PTUUN_songs.html,"36,951,041","-82,533",59,"47,355,595"
118,Sachin-Jigar,https://kworb.net/spotify/artist/1mBydYMVBECdDmMfE2sEUO_songs.html,"36,846,325","-53,138",115,"37,050,005"
119,AC/DC,https://kworb.net/spotify/artist/711MCceyCBcFnzjGY4Q7Un_songs.html,"36,791,552","8,194",77,"40,609,655"
120,Feid,https://kworb.net/spotify/artist/2LRoIwlKmHjgvigdNGBHNo_songs.html,"36,548,980","-2,363",53,"46,407,503"
121,Myke Towers,https://kworb.net/spotify/artist/7iK8PXO48WeuP03g8YR51W_songs.html,"36,456,576","2,135",48,"47,235,005"
122,Green Day,https://kworb.net/spotify/artist/7oPftvlwr6VrsViSDV7fJY_songs.html,"36,436,125","60,544",96,"38,399,475"
123,ABBA,https://kworb.net/spotify/artist/0LcJLqbBmaGUft1e9Mm8HV_songs.html,"36,199,204","39,361",105,"36,215,589"
124,BeÃ©le,https://kworb.net/spotify/artist/7a0XAaPaK2aDSqa8p3QnC7_songs.html,"36,101,139","-45,708",94,"39,921,365"
125,Nirvana,https://kworb.net/spotify/artist/6olE6TJLqED3rqDCT0FyPh_songs.html,"35,913,999","63,347",122,"35,913,999"
126,Diplo,https://kworb.net/spotify/artist/5fMUXHkw8R8eOP2RNVYEZX_songs.html,"35,853,101","-4,657",95,"35,979,312"
127,Guns N' Roses,https://kworb.net/spotify/artist/3qm84nBOXUEQ2vnTfUTTFC_songs.html,"35,710,084","46,985",117,"36,387,862"
128,Grupo Frontera,https://kworb.net/spotify/artist/6XkjpgcEsYab502Vr1bBeW_songs.html,"35,645,808","-38,579",64,"39,234,817"
129,Alicia Keys,https://kworb.net/spotify/artist/3DiDSECUqqY1AuBP8qtaIa_songs.html,"35,613,203","-34,895",101,"36,467,650"
130,The MarÃ­as,https://kworb.net/spotify/artist/2sSGPbdZJkaSE2AbcGOACx_songs.html,"35,569,646","-53,285",106,"37,229,305"
131,Avicii,https://kworb.net/spotify/artist/1vCWHaC5f2uS3yhpwWbIA6_songs.html,"35,554,836","-9,883",68,"43,468,577"
132,A$AP Rocky,https://kworb.net/spotify/artist/13ubrt8QOOCPljQ2FL1Kca_songs.html,"35,516,413","-68,675",91,"38,527,146"
133,TiÃ«sto,https://kworb.net/spotify/artist/2o5jDhtHVPhrJdv3cEQ99Z_songs.html,"35,366,544","-24,478",38,"53,621,311"
134,Ty Dolla $ign,https://kworb.net/spotify/artist/7c0XG5cIJTrrAgEC3ULPiq_songs.html,"35,345,003","-92,656",40,"52,532,512"
135,Gracie Abrams,https://kworb.net/spotify/artist/4tuJ0bMpJh08umKkEXKUI5_songs.html,"35,119,915","1,251",43,"51,497,815"
136,Cigarettes After Sex,https://kworb.net/spotify/artist/1QAJqy2dA3ihHBFIHRphZj_songs.html,"34,895,551","48,641",136,"34,895,551"
137,Frank Ocean,https://kworb.net/spotify/artist/2h93pZq0e7k5yf4dywlkpM_songs.html,"34,818,108","-16,639",96,"37,385,637"
138,Anitta,https://kworb.net/spotify/artist/7FNnA9vBm6EKceENgCGRMb_songs.html,"34,789,582","-81,391",99,"45,678,504"
139,Swae Lee,https://kworb.net/spotify/artist/1zNqQNIdeOUZHb8zbZRFMX_songs.html,"34,746,709","6,517",51,"47,431,521"
140,Nicky Jam,https://kworb.net/spotify/artist/1SupJlEpv7RS2tPNRaHViT_songs.html,"34,673,707","-13,147",110,"37,547,038"
141,Nelly Furtado,https://kworb.net/spotify/artist/2jw70GZXlAI8QzWeY2bgRc_songs.html,"34,520,987","-16,960",141,"34,576,866"
142,Disney,https://kworb.net/spotify/artist/3xvaSlT4xsyk6lY1ESOspO_songs.html,"34,483,984","40,284",121,"36,054,080"
143,Twenty One Pilots,https://kworb.net/spotify/artist/3YQKmKGau1PzlVlkL1iodx_songs.html,"34,302,232","159,052",116,"35,217,287"
144,Ovy On The Drums,https://kworb.net/spotify/artist/3m5qlPf2OkihLz3dRYnkPA_songs.html,"34,220,045","-86,790",99,"38,983,123"
145,James Arthur,https://kworb.net/spotify/artist/4IWBUUAFIplrNtaOHcJPRM_songs.html,"34,195,055","91,374",69,"40,276,141"
146,Romeo Santos,https://kworb.net/spotify/artist/5lwmRuXgjX8xIwlnauTZIP_songs.html,"34,131,554","31,679",97,"37,325,349"
147,Amitabh Bhattacharya,https://kworb.net/spotify/artist/2fMqTqiTxUDlmcOEPaQSsx_songs.html,"33,967,400","-18,283",141,"34,328,791"
148,KATSEYE,https://kworb.net/spotify/artist/3c0gDdb9lhnHGFtP4prQpn_songs.html,"33,813,465","94,767",148,"33,813,465"
149,XXXTENTACION,https://kworb.net/spotify/artist/15UsOTVnJzReFVN1VCnxy4_songs.html,"33,790,116","-12,467",67,"42,898,057"
150,Tanishk Bagchi,https://kworb.net/spotify/artist/4f7KfxeHq9BiylGmyXepGt_songs.html,"33,619,356","-26,797",106,"38,964,620"
151,Lewis Capaldi,https://kworb.net/spotify/artist/4GNC7GD6oZMSxPGyXy4MNB_songs.html,"33,512,666","68,368",66,"37,776,153"
152,Tom Odell,https://kworb.net/spotify/artist/2txHhyCwHjUEpJjWrEyqyX_songs.html,"33,477,230","-37,070",87,"38,447,142"
153,Gunna,https://kworb.net/spotify/artist/2hlmm7s2ICUX0LVIhVFlZQ_songs.html,"33,428,307","43,729",65,"43,236,433"
154,Tinashe,https://kworb.net/spotify/artist/0NIIxcxNHmOoyBx03SfTCD_songs.html,"33,400,599","1,428",153,"33,400,599"
155,Kali Uchis,https://kworb.net/spotify/artist/1U1el3k54VvEUzo3ybLPlM_songs.html,"33,357,978","26,463",49,"48,511,206"
156,Lord Huron,https://kworb.net/spotify/artist/6ltzsmQQbmdoHHbLZ4ZN25_songs.html,"33,237,542","-33,788",140,"34,820,218"
157,P!nk,https://kworb.net/spotify/artist/1KCSPY1glIKqW2TotWuXOR_songs.html,"33,207,631","-3,458",68,"37,814,655"
158,Morgan Wallen,https://kworb.net/spotify/artist/4oUHIQIBe0LHzYfvXNW4QM_songs.html,"33,087,423","-54,505",59,"46,385,773"
159,Irshad Kamil,https://kworb.net/spotify/artist/3GdSQUH1BRtl9UrrtuwJlP_songs.html,"33,070,111","24,653",110,"38,606,762"
160,ZAYN,https://kworb.net/spotify/artist/5ZsFI1h6hIdQRw2ti0hz81_songs.html,"33,045,137","-200,438",124,"36,072,526"
161,J. Cole,https://kworb.net/spotify/artist/6l3HvQ5sa6mXTsMTB19rO5_songs.html,"33,026,532","-2,086",45,"48,760,887"
162,Manuel Turizo,https://kworb.net/spotify/artist/0tmwSHipWxN12fsoLcFU3B_songs.html,"32,963,656","-21,754",66,"39,587,171"
163,The Beatles,https://kworb.net/spotify/artist/3WrFJ7ztbogyGnTHbHJFl2_songs.html,"32,853,342","26,944",78,"37,399,629"
164,Udit Narayan,https://kworb.net/spotify/artist/70B80Lwx2sxti0M1Ng9e8K_songs.html,"32,837,237","8,281",154,"33,534,705"
165,Charli xcx,https://kworb.net/spotify/artist/25uiPmTg16RbhZWAqwLBy5_songs.html,"32,816,065","74,730",56,"46,491,335"
166,ROSÃ,https://kworb.net/spotify/artist/3eVa5w3URK5duf6eyVDbu9_songs.html,"32,753,403","-129,521",17,"71,124,800"
167,Billy Joel,https://kworb.net/spotify/artist/6zFYqv1mOsgBRQbae3JJ9e_songs.html,"32,709,409","64,798",132,"33,406,304"
168,Cardi B,https://kworb.net/spotify/artist/4kYSro6naA4h99UJvo89HB_songs.html,"32,024,678","-153,156",84,"38,247,799"
169,Bebe Rexha,https://kworb.net/spotify/artist/64M6ah0SkkRsnPGtGiRAbb_songs.html,"31,896,716","-9,672",37,"49,496,274"
170,Pharrell Williams,https://kworb.net/spotify/artist/2RdwBSPQiwcmiDo9kixcl8_songs.html,"31,729,935","-15,211",89,"41,485,126"
171,Demi Lovato,https://kworb.net/spotify/artist/6S2OmqARrzebs0tKUEyXyp_songs.html,"31,700,322",-593,98,"33,320,815"
172,Bon Jovi,https://kworb.net/spotify/artist/58lV9VcRSjABbAbfWS6skp_songs.html,"31,662,285","29,080",143,"31,662,285"
173,Metallica,https://kworb.net/spotify/artist/2ye2Wgw4gimLv2eAKyk1NB_songs.html,"31,440,147","22,771",144,"31,440,147"
174,Vishal-Shekhar,https://kworb.net/spotify/artist/6Mv8GjQa7LKUGCAqa9qqdb_songs.html,"31,406,241","60,794",160,"31,768,854"
175,Anne-Marie,https://kworb.net/spotify/artist/1zNqDE7qDGCsyzJwohVaoX_songs.html,"31,383,869","85,192",61,"41,501,481"
176,Ava Max,https://kworb.net/spotify/artist/4npEfmQ6YuiwW1GpUmaq3F_songs.html,"31,184,090","-33,467",85,"42,954,408"
177,Empire Of The Sun,https://kworb.net/spotify/artist/67hb7towEyKvt5Z8Bx306c_songs.html,"30,975,248","-79,275",121,"35,337,797"
178,Enrique Iglesias,https://kworb.net/spotify/artist/7qG3b048QCHVRO5Pv1T5lw_songs.html,"30,960,731","-54,546",122,"35,272,755"
179,Zara Larsson,https://kworb.net/spotify/artist/1Xylc3o4UrD53lo9CvFvVg_songs.html,"30,785,130","291,369",162,"30,785,130"
180,Paramore,https://kworb.net/spotify/artist/74XFHRwlV6OrjEM0A2NCMF_songs.html,"30,552,939","31,344",174,"31,196,729"
181,Cris MJ,https://kworb.net/spotify/artist/1Yj5Xey7kTwvZla8sqdsdE_songs.html,"30,459,933","-58,225",52,"49,896,640"
182,Andrew Choi,https://kworb.net/spotify/artist/7JBaynR7JFeniONqbnn1U4_songs.html,"30,356,636","-126,554",119,"35,817,520"
183,Lola Young,https://kworb.net/spotify/artist/67FB4n52MgexGQIG8s0yUH_songs.html,"30,245,171","-96,156",63,"45,503,184"
184,Florence + The Machine,https://kworb.net/spotify/artist/1moxjboGR7GNWYIMWsRjgG_songs.html,"30,222,239","45,804",108,"35,434,529"
185,Bizarrap,https://kworb.net/spotify/artist/716NhGYqD1jl2wI1Qkgq36_songs.html,"30,165,917","328,777",28,"54,300,662"
186,Juice WRLD,https://kworb.net/spotify/artist/4MCBfE4596Uoi2O4DtmEMz_songs.html,"29,934,664","16,913",92,"39,483,073"
187,PARTYNEXTDOOR,https://kworb.net/spotify/artist/2HPaUgqeutzr3jx5a9WyDV_songs.html,"29,860,225","-55,443",91,"38,820,076"
188,Lil Baby,https://kworb.net/spotify/artist/5f7VJjfbwm532GiveGC0ZK_songs.html,"29,758,512","54,646",76,"41,194,598"
189,Jason Derulo,https://kworb.net/spotify/artist/07YZf4WDAMNwqr4jfgOZ8y_songs.html,"29,259,563","-81,629",77,"39,368,590"
190,Creedence Clearwater Revival,https://kworb.net/spotify/artist/3IYUhFvPQItj6xySrBmZkd_songs.html,"29,257,702","-30,736",92,"38,637,577"
191,Young Thug,https://kworb.net/spotify/artist/50co4Is1HCEo8bhOyUWKpn_songs.html,"29,219,013","-39,753",97,"33,656,406"
