artist_name,artist_id,album_title,streams,daily,artist_url
Bruno Mars,0du5cEVh5yTK9QJze8zA0C,Doo-Wops & Hooligans,"11,398,315,131","5,647,793",https://kworb.net/spotify/artist/0du5cEVh5yTK9QJze8zA0C_albums.html
Bruno Mars,0du5cEVh5yTK9QJze8zA0C,Doo-Wops & Hooligans,"11,280,666,978","5,585,950",https://kworb.net/spotify/artist/0du5cEVh5yTK9QJze8zA0C_albums.html
Bruno Mars,0du5cEVh5yTK9QJze8zA0C,Unorthodox Jukebox (Deluxe Edition),"8,212,371,464","3,936,352",https://kworb.net/spotify/artist/0du5cEVh5yTK9QJze8zA0C_albums.html
Bruno Mars,0du5cEVh5yTK9QJze8zA0C,Unorthodox Jukebox,"8,211,082,278","3,936,112",https://kworb.net/spotify/artist/0du5cEVh5yTK9QJze8zA0C_albums.html
Bruno Mars,0du5cEVh5yTK9QJze8zA0C,24K Magic,"7,320,888,124","3,830,088",https://kworb.net/spotify/artist/0du5cEVh5yTK9QJze8zA0C_albums.html
Bruno Mars,0du5cEVh5yTK9QJze8zA0C,An Evening With Silk Sonic,"3,443,326,280","1,537,829",https://kworb.net/spotify/artist/0du5cEVh5yTK9QJze8zA0C_albums.html
Bruno Mars,0du5cEVh5yTK9QJze8zA0C,MAYHEM,"3,215,487,356","3,547,374",https://kworb.net/spotify/artist/0du5cEVh5yTK9QJze8zA0C_albums.html
Bruno Mars,0du5cEVh5yTK9QJze8zA0C,rosie,"2,160,213,819","2,355,385",https://kworb.net/spotify/artist/0du5cEVh5yTK9QJze8zA0C_albums.html
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,^ The Best,"19,293,360,311","9,371,654",https://kworb.net/spotify/artist/1uNFoZAHBGtllmzznpCI3s_albums.html
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,Purpose (Deluxe),"12,200,780,190","4,191,378",https://kworb.net/spotify/artist/1uNFoZAHBGtllmzznpCI3s_albums.html
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,Justice (The Complete Edition),"9,713,151,683","2,717,114",https://kworb.net/spotify/artist/1uNFoZAHBGtllmzznpCI3s_albums.html
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,Justice (Triple Chucks Deluxe),"9,481,144,409","2,665,104",https://kworb.net/spotify/artist/1uNFoZAHBGtllmzznpCI3s_albums.html
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,Justice,"9,147,058,341","2,559,963",https://kworb.net/spotify/artist/1uNFoZAHBGtllmzznpCI3s_albums.html
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,^ Playlist for Gamers,"7,645,401,517","3,036,213",https://kworb.net/spotify/artist/1uNFoZAHBGtllmzznpCI3s_albums.html
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,^ My Worlds - The Collection (International Package),"5,622,223,744","3,317,508",https://kworb.net/spotify/artist/1uNFoZAHBGtllmzznpCI3s_albums.html
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,^ My Worlds - The Collection (Oz Package),"5,610,686,280","3,315,988",https://kworb.net/spotify/artist/1uNFoZAHBGtllmzznpCI3s_albums.html
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,My Worlds (Oz Version),"5,006,705,395","2,939,697",https://kworb.net/spotify/artist/1uNFoZAHBGtllmzznpCI3s_albums.html
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,My Worlds (International Version),"5,006,256,093","2,939,653",https://kworb.net/spotify/artist/1uNFoZAHBGtllmzznpCI3s_albums.html
Taylor Swift,06HL4z0CvFAxyc27GXpf02,Lover,"13,750,720,189","4,342,194",https://kworb.net/spotify/artist/06HL4z0CvFAxyc27GXpf02_albums.html
Taylor Swift,06HL4z0CvFAxyc27GXpf02,Midnights (The Til Dawn Edition),"11,588,455,569","3,394,509",https://kworb.net/spotify/artist/06HL4z0CvFAxyc27GXpf02_albums.html
Taylor Swift,06HL4z0CvFAxyc27GXpf02,reputation Stadium Tour Surprise Song Playlist,"11,187,877,940","2,886,737",https://kworb.net/spotify/artist/06HL4z0CvFAxyc27GXpf02_albums.html
Taylor Swift,06HL4z0CvFAxyc27GXpf02,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],"11,104,516,473","4,809,823",https://kworb.net/spotify/artist/06HL4z0CvFAxyc27GXpf02_albums.html
Taylor Swift,06HL4z0CvFAxyc27GXpf02,Midnights (3am Edition),"10,929,693,015","3,121,304",https://kworb.net/spotify/artist/06HL4z0CvFAxyc27GXpf02_albums.html
Taylor Swift,06HL4z0CvFAxyc27GXpf02,folklore (deluxe version),"10,716,146,418","4,644,918",https://kworb.net/spotify/artist/06HL4z0CvFAxyc27GXpf02_albums.html
Taylor Swift,06HL4z0CvFAxyc27GXpf02,folklore,"10,513,060,323","4,580,899",https://kworb.net/spotify/artist/06HL4z0CvFAxyc27GXpf02_albums.html
Taylor Swift,06HL4z0CvFAxyc27GXpf02,reputation (Big Machine Radio Release Special),"10,405,770,372","3,623,323",https://kworb.net/spotify/artist/06HL4z0CvFAxyc27GXpf02_albums.html
Taylor Swift,06HL4z0CvFAxyc27GXpf02,reputation,"10,400,137,221","3,622,377",https://kworb.net/spotify/artist/06HL4z0CvFAxyc27GXpf02_albums.html
Taylor Swift,06HL4z0CvFAxyc27GXpf02,1989 (Deluxe),"9,840,496,529","3,303,702",https://kworb.net/spotify/artist/06HL4z0CvFAxyc27GXpf02_albums.html
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,^ The Best,"14,990,148,021","7,046,236",https://kworb.net/spotify/artist/66CXWjxzNUsdJxJ2JdwvnR_albums.html
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,"thank u, next","9,110,463,934","3,623,871",https://kworb.net/spotify/artist/66CXWjxzNUsdJxJ2JdwvnR_albums.html
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,Dangerous Woman,"8,408,415,794","4,115,842",https://kworb.net/spotify/artist/66CXWjxzNUsdJxJ2JdwvnR_albums.html
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,My Everything (Deluxe),"8,250,627,886","3,624,895",https://kworb.net/spotify/artist/66CXWjxzNUsdJxJ2JdwvnR_albums.html
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,My Everything,"8,247,767,208","3,631,075",https://kworb.net/spotify/artist/66CXWjxzNUsdJxJ2JdwvnR_albums.html
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,My Everything (Tenth Anniversary Edition),"8,246,215,003","3,630,329",https://kworb.net/spotify/artist/66CXWjxzNUsdJxJ2JdwvnR_albums.html
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,My Everything (Italian Edition),"8,243,105,118","3,623,058",https://kworb.net/spotify/artist/66CXWjxzNUsdJxJ2JdwvnR_albums.html
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,My Everything (Deluxe),"8,237,545,156","3,620,531",https://kworb.net/spotify/artist/66CXWjxzNUsdJxJ2JdwvnR_albums.html
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,Dangerous Woman,"8,148,326,069","4,094,565",https://kworb.net/spotify/artist/66CXWjxzNUsdJxJ2JdwvnR_albums.html
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,Dangerous Woman,"8,059,719,541","4,053,720",https://kworb.net/spotify/artist/66CXWjxzNUsdJxJ2JdwvnR_albums.html
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,ANTI (Deluxe),"8,844,139,977","3,705,792",https://kworb.net/spotify/artist/5pKCCKE2ajJHZ9KAiaK11H_albums.html
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,ANTI,"8,309,915,600","3,420,555",https://kworb.net/spotify/artist/5pKCCKE2ajJHZ9KAiaK11H_albums.html
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,Good Girl Gone Bad (Deluxe),"7,597,228,995","5,023,418",https://kworb.net/spotify/artist/5pKCCKE2ajJHZ9KAiaK11H_albums.html
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,Good Girl Gone Bad: Reloaded,"7,593,165,835","5,022,846",https://kworb.net/spotify/artist/5pKCCKE2ajJHZ9KAiaK11H_albums.html
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,Good Girl Gone Bad: Reloaded,"7,577,838,301","5,017,964",https://kworb.net/spotify/artist/5pKCCKE2ajJHZ9KAiaK11H_albums.html
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,Good Girl Gone Bad: Reloaded,"7,570,904,341","5,016,306",https://kworb.net/spotify/artist/5pKCCKE2ajJHZ9KAiaK11H_albums.html
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,Good Girl Gone Bad: Reloaded,"7,570,705,756","5,016,274",https://kworb.net/spotify/artist/5pKCCKE2ajJHZ9KAiaK11H_albums.html
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,Unapologetic (Deluxe),"5,668,522,967","2,871,876",https://kworb.net/spotify/artist/5pKCCKE2ajJHZ9KAiaK11H_albums.html
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,Unapologetic (Edited Version),"5,620,926,036","2,864,981",https://kworb.net/spotify/artist/5pKCCKE2ajJHZ9KAiaK11H_albums.html
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,Good Girl Gone Bad,"5,586,486,518","4,097,937",https://kworb.net/spotify/artist/5pKCCKE2ajJHZ9KAiaK11H_albums.html
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,The Fame Monster (France Virgin Version),"9,560,626,027","5,675,998",https://kworb.net/spotify/artist/1HY2Jd0NmPuamShAr6KMms_albums.html
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,The Fame Monster (France FNAC Version),"9,560,526,438","5,675,925",https://kworb.net/spotify/artist/1HY2Jd0NmPuamShAr6KMms_albums.html
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,The Fame Monster (International Deluxe),"9,560,474,626","5,675,898",https://kworb.net/spotify/artist/1HY2Jd0NmPuamShAr6KMms_albums.html
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,The Fame Monster (UK Deluxe),"9,559,369,449","5,675,159",https://kworb.net/spotify/artist/1HY2Jd0NmPuamShAr6KMms_albums.html
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,The Fame Monster (Deluxe Edition),"9,557,255,626","5,675,029",https://kworb.net/spotify/artist/1HY2Jd0NmPuamShAr6KMms_albums.html
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,The Fame Monster (Deluxe Edition),"9,536,375,988","5,661,193",https://kworb.net/spotify/artist/1HY2Jd0NmPuamShAr6KMms_albums.html
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,A Star Is Born Soundtrack (Without Dialogue),"6,404,800,789","2,009,099",https://kworb.net/spotify/artist/1HY2Jd0NmPuamShAr6KMms_albums.html
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,The Fame,"5,647,092,053","3,532,015",https://kworb.net/spotify/artist/1HY2Jd0NmPuamShAr6KMms_albums.html
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,MAYHEM,"5,101,881,815","7,892,213",https://kworb.net/spotify/artist/1HY2Jd0NmPuamShAr6KMms_albums.html
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,MAYHEM,"4,959,837,061","7,136,660",https://kworb.net/spotify/artist/1HY2Jd0NmPuamShAr6KMms_albums.html
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,+-=Ã·Ã (Tour Collection),"34,801,149,857","11,008,597",https://kworb.net/spotify/artist/6eUKZXaKkcviH0Ku9w2n3V_albums.html
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,+-=Ã·Ã (Tour Collection: Live),"34,496,089,276","9,572,568",https://kworb.net/spotify/artist/6eUKZXaKkcviH0Ku9w2n3V_albums.html
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,+-=Ã·Ã (Tour Collection),"34,470,518,756","9,543,047",https://kworb.net/spotify/artist/6eUKZXaKkcviH0Ku9w2n3V_albums.html
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,Ã· (Deluxe),"17,389,603,080","4,479,033",https://kworb.net/spotify/artist/6eUKZXaKkcviH0Ku9w2n3V_albums.html
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,x (Wembley Edition),"12,299,473,067","3,203,675",https://kworb.net/spotify/artist/6eUKZXaKkcviH0Ku9w2n3V_albums.html
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,x (Wembley Edition),"11,998,241,884","3,142,380",https://kworb.net/spotify/artist/6eUKZXaKkcviH0Ku9w2n3V_albums.html
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,x (Wembley Edition),"11,959,752,564","3,139,786",https://kworb.net/spotify/artist/6eUKZXaKkcviH0Ku9w2n3V_albums.html
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,x (Wembley Edition),"11,932,151,824","3,136,529",https://kworb.net/spotify/artist/6eUKZXaKkcviH0Ku9w2n3V_albums.html
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,x (10th Anniversary Edition),"11,843,321,337","3,160,577",https://kworb.net/spotify/artist/6eUKZXaKkcviH0Ku9w2n3V_albums.html
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,x (Deluxe Edition),"11,222,413,802","3,070,031",https://kworb.net/spotify/artist/6eUKZXaKkcviH0Ku9w2n3V_albums.html
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,Parachutes,"6,590,251,695","5,030,604",https://kworb.net/spotify/artist/4gzpq5DPGxSnKTe4SA8HAU_albums.html
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,A Head Full of Dreams Tour Edition,"5,439,396,680","1,848,404",https://kworb.net/spotify/artist/4gzpq5DPGxSnKTe4SA8HAU_albums.html
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,A Rush of Blood to the Head,"5,240,035,554","3,006,676",https://kworb.net/spotify/artist/4gzpq5DPGxSnKTe4SA8HAU_albums.html
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,A Head Full of Dreams,"4,698,927,415","1,781,642",https://kworb.net/spotify/artist/4gzpq5DPGxSnKTe4SA8HAU_albums.html
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,Viva La Vida (Prospekt's March Edition),"4,032,907,149","1,717,915",https://kworb.net/spotify/artist/4gzpq5DPGxSnKTe4SA8HAU_albums.html
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,Viva La Vida or Death and All His Friends,"3,811,202,721","1,679,353",https://kworb.net/spotify/artist/4gzpq5DPGxSnKTe4SA8HAU_albums.html
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,Viva La Vida or Death and All His Friends,"3,803,825,573","1,678,338",https://kworb.net/spotify/artist/4gzpq5DPGxSnKTe4SA8HAU_albums.html
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,Ghost Stories,"3,767,200,502","1,316,250",https://kworb.net/spotify/artist/4gzpq5DPGxSnKTe4SA8HAU_albums.html
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,Memories...Do Not Open,"3,433,231,871","1,233,573",https://kworb.net/spotify/artist/4gzpq5DPGxSnKTe4SA8HAU_albums.html
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,Mylo Xyloto,"3,180,235,861","1,112,708",https://kworb.net/spotify/artist/4gzpq5DPGxSnKTe4SA8HAU_albums.html
Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","13,249,864,127","3,889,293",https://kworb.net/spotify/artist/6qqNVTkY8uBg9cP3Jd7DAH_albums.html
Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,dont smile at me (Expanded Edition),"11,948,919,404","4,749,933",https://kworb.net/spotify/artist/6qqNVTkY8uBg9cP3Jd7DAH_albums.html
Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,HIT ME HARD AND SOFT,"9,255,804,167","10,940,841",https://kworb.net/spotify/artist/6qqNVTkY8uBg9cP3Jd7DAH_albums.html
Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,dont smile at me,"7,776,635,528","3,180,232",https://kworb.net/spotify/artist/6qqNVTkY8uBg9cP3Jd7DAH_albums.html
Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,Happier Than Ever,"7,375,670,255","3,472,990",https://kworb.net/spotify/artist/6qqNVTkY8uBg9cP3Jd7DAH_albums.html
Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,Brat and itâs completely different but also still brat,"778,988,372","732,309",https://kworb.net/spotify/artist/6qqNVTkY8uBg9cP3Jd7DAH_albums.html
Drake,3TVXtAsR1Inumwj472S9r4,Views,"11,532,581,367","4,381,829",https://kworb.net/spotify/artist/3TVXtAsR1Inumwj472S9r4_albums.html
Drake,3TVXtAsR1Inumwj472S9r4,Scorpion,"11,443,928,699","2,909,920",https://kworb.net/spotify/artist/3TVXtAsR1Inumwj472S9r4_albums.html
Drake,3TVXtAsR1Inumwj472S9r4,Scorpion,"11,282,224,770","2,855,901",https://kworb.net/spotify/artist/3TVXtAsR1Inumwj472S9r4_albums.html
Drake,3TVXtAsR1Inumwj472S9r4,More Life,"8,397,875,431","2,948,897",https://kworb.net/spotify/artist/3TVXtAsR1Inumwj472S9r4_albums.html
Drake,3TVXtAsR1Inumwj472S9r4,Certified Lover Boy,"6,687,864,183","3,444,107",https://kworb.net/spotify/artist/3TVXtAsR1Inumwj472S9r4_albums.html
Drake,3TVXtAsR1Inumwj472S9r4,Take Care (Deluxe),"6,592,919,820","4,383,098",https://kworb.net/spotify/artist/3TVXtAsR1Inumwj472S9r4_albums.html
Drake,3TVXtAsR1Inumwj472S9r4,Take Care (Deluxe),"5,934,672,438","4,178,830",https://kworb.net/spotify/artist/3TVXtAsR1Inumwj472S9r4_albums.html
Drake,3TVXtAsR1Inumwj472S9r4,Certified Lover Boy,"5,842,262,714","3,234,492",https://kworb.net/spotify/artist/3TVXtAsR1Inumwj472S9r4_albums.html
Drake,3TVXtAsR1Inumwj472S9r4,Nothing Was The Same (Deluxe),"4,791,612,328","1,485,427",https://kworb.net/spotify/artist/3TVXtAsR1Inumwj472S9r4_albums.html
Drake,3TVXtAsR1Inumwj472S9r4,Nothing Was The Same (Deluxe),"4,646,688,424","1,391,939",https://kworb.net/spotify/artist/3TVXtAsR1Inumwj472S9r4_albums.html
Bad Bunny,4q3ewBCX7sLwd24euuV69X,Un Verano Sin Ti,"21,148,800,192","8,815,004",https://kworb.net/spotify/artist/4q3ewBCX7sLwd24euuV69X_albums.html
Bad Bunny,4q3ewBCX7sLwd24euuV69X,YHLQMDLG,"11,675,491,942","3,709,804",https://kworb.net/spotify/artist/4q3ewBCX7sLwd24euuV69X_albums.html
Bad Bunny,4q3ewBCX7sLwd24euuV69X,DeBÃ TiRAR MÃ¡S FOToS,"7,930,079,042","19,546,822",https://kworb.net/spotify/artist/4q3ewBCX7sLwd24euuV69X_albums.html
Bad Bunny,4q3ewBCX7sLwd24euuV69X,EL ÃLTIMO TOUR DEL MUNDO,"7,666,969,787","2,531,294",https://kworb.net/spotify/artist/4q3ewBCX7sLwd24euuV69X_albums.html
Bad Bunny,4q3ewBCX7sLwd24euuV69X,X 100PRE,"6,813,901,062","1,999,897",https://kworb.net/spotify/artist/4q3ewBCX7sLwd24euuV69X_albums.html
Bad Bunny,4q3ewBCX7sLwd24euuV69X,nadie sabe lo que va a pasar maÃ±ana,"6,113,188,330","4,492,533",https://kworb.net/spotify/artist/4q3ewBCX7sLwd24euuV69X_albums.html
Bad Bunny,4q3ewBCX7sLwd24euuV69X,OASIS,"4,981,382,525","2,425,828",https://kworb.net/spotify/artist/4q3ewBCX7sLwd24euuV69X_albums.html
Bad Bunny,4q3ewBCX7sLwd24euuV69X,LAS QUE NO IBAN A SALIR,"2,539,007,076","658,749",https://kworb.net/spotify/artist/4q3ewBCX7sLwd24euuV69X_albums.html
Bad Bunny,4q3ewBCX7sLwd24euuV69X,Cosa Nuestra,"749,137,529","1,785,005",https://kworb.net/spotify/artist/4q3ewBCX7sLwd24euuV69X_albums.html
Sia,5WUlDfRSoLAfcVSX1WnrxN,This Is Acting (Deluxe Version),"7,334,309,137","2,372,194",https://kworb.net/spotify/artist/5WUlDfRSoLAfcVSX1WnrxN_albums.html
Sia,5WUlDfRSoLAfcVSX1WnrxN,This Is Acting,"5,833,593,763","1,952,997",https://kworb.net/spotify/artist/5WUlDfRSoLAfcVSX1WnrxN_albums.html
Sia,5WUlDfRSoLAfcVSX1WnrxN,This Is Acting (Japan Version),"4,918,308,260","1,565,915",https://kworb.net/spotify/artist/5WUlDfRSoLAfcVSX1WnrxN_albums.html
Sia,5WUlDfRSoLAfcVSX1WnrxN,This Is Acting,"4,916,287,038","1,565,794",https://kworb.net/spotify/artist/5WUlDfRSoLAfcVSX1WnrxN_albums.html
Sia,5WUlDfRSoLAfcVSX1WnrxN,1000 Forms Of Fear (Deluxe Version),"4,267,611,517","1,526,586",https://kworb.net/spotify/artist/5WUlDfRSoLAfcVSX1WnrxN_albums.html
Sia,5WUlDfRSoLAfcVSX1WnrxN,1000 Forms Of Fear,"4,084,944,201","1,473,558",https://kworb.net/spotify/artist/5WUlDfRSoLAfcVSX1WnrxN_albums.html
Sia,5WUlDfRSoLAfcVSX1WnrxN,1000 Forms Of Fear (Japan Version),"4,084,808,369","1,473,549",https://kworb.net/spotify/artist/5WUlDfRSoLAfcVSX1WnrxN_albums.html
Sia,5WUlDfRSoLAfcVSX1WnrxN,1000 Forms of Fear,"3,952,720,403","1,460,089",https://kworb.net/spotify/artist/5WUlDfRSoLAfcVSX1WnrxN_albums.html
Sia,5WUlDfRSoLAfcVSX1WnrxN,Nothing but the Beat 2.0,"2,493,358,668","929,510",https://kworb.net/spotify/artist/5WUlDfRSoLAfcVSX1WnrxN_albums.html
Sia,5WUlDfRSoLAfcVSX1WnrxN,Everyday Is Christmas (Snowman Deluxe Edition),"2,166,040,571","5,438,483",https://kworb.net/spotify/artist/5WUlDfRSoLAfcVSX1WnrxN_albums.html
David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,^ New Year's Eve Party,"16,849,458,183","6,757,290",https://kworb.net/spotify/artist/1Cs0zKBU1kc0i8ypK3B9ai_albums.html
David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,^ New Year's Eve Party,"15,961,638,978","6,639,747",https://kworb.net/spotify/artist/1Cs0zKBU1kc0i8ypK3B9ai_albums.html
David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,Memories of Summer,"6,703,186,747","3,114,316",https://kworb.net/spotify/artist/1Cs0zKBU1kc0i8ypK3B9ai_albums.html
David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,Nothing but the Beat Ultimate,"6,043,427,862","2,659,615",https://kworb.net/spotify/artist/1Cs0zKBU1kc0i8ypK3B9ai_albums.html
David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,Nothing but the Beat Ultimate,"6,042,860,688","2,659,608",https://kworb.net/spotify/artist/1Cs0zKBU1kc0i8ypK3B9ai_albums.html
David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,Nothing but the Beat (Ultimate Edition),"6,042,714,475","2,659,547",https://kworb.net/spotify/artist/1Cs0zKBU1kc0i8ypK3B9ai_albums.html
David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,Nothing but the Beat 2.0,"5,916,855,091","2,644,238",https://kworb.net/spotify/artist/1Cs0zKBU1kc0i8ypK3B9ai_albums.html
David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,Nothing but the Beat 2.0,"5,857,142,683","2,639,466",https://kworb.net/spotify/artist/1Cs0zKBU1kc0i8ypK3B9ai_albums.html
David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,7: Anniversary Edition,"5,041,103,078","691,716",https://kworb.net/spotify/artist/1Cs0zKBU1kc0i8ypK3B9ai_albums.html
David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,Nothing but the Beat,"4,658,757,790","2,141,838",https://kworb.net/spotify/artist/1Cs0zKBU1kc0i8ypK3B9ai_albums.html
Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,Short n' Sweet (Deluxe),"9,087,576,200","9,595,111",https://kworb.net/spotify/artist/74KM79TiuVKeVCqs8QtB0B_albums.html
Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,Short n' Sweet,"8,459,961,065","8,179,377",https://kworb.net/spotify/artist/74KM79TiuVKeVCqs8QtB0B_albums.html
Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,emails i canât send fwd:,"4,280,714,654","2,786,437",https://kworb.net/spotify/artist/74KM79TiuVKeVCqs8QtB0B_albums.html
Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,emails i can't send,"3,056,271,394","1,974,338",https://kworb.net/spotify/artist/74KM79TiuVKeVCqs8QtB0B_albums.html
Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,Espresso EP,"2,698,047,193","2,094,333",https://kworb.net/spotify/artist/74KM79TiuVKeVCqs8QtB0B_albums.html
Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,Manâs Best Friend,"2,001,905,000","9,914,948",https://kworb.net/spotify/artist/74KM79TiuVKeVCqs8QtB0B_albums.html
