artist_name,artist_id,album_title,streams,daily,artist_url
Taylor Swift,06HL4z0CvFAxyc27GXpf02,folklore (deluxe version),"10,694,393,658","3,742,753",https://kworb.net/spotify/artist/06HL4z0CvFAxyc27GXpf02_albums.html
Taylor Swift,06HL4z0CvFAxyc27GXpf02,folklore,"10,491,629,906","3,689,560",https://kworb.net/spotify/artist/06HL4z0CvFAxyc27GXpf02_albums.html
Taylor Swift,06HL4z0CvFAxyc27GXpf02,reputation (Big Machine Radio Release Special),"10,388,973,115","3,037,715",https://kworb.net/spotify/artist/06HL4z0CvFAxyc27GXpf02_albums.html
Taylor Swift,06HL4z0CvFAxyc27GXpf02,reputation,"10,383,344,080","3,037,034",https://kworb.net/spotify/artist/06HL4z0CvFAxyc27GXpf02_albums.html
Taylor Swift,06HL4z0CvFAxyc27GXpf02,1989 (Deluxe),"9,824,378,550","3,169,915",https://kworb.net/spotify/artist/06HL4z0CvFAxyc27GXpf02_albums.html
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,^ The Best,"19,247,820,304","9,112,377",https://kworb.net/spotify/artist/1uNFoZAHBGtllmzznpCI3s_albums.html
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,Purpose (Deluxe),"12,180,307,841","4,092,861",https://kworb.net/spotify/artist/1uNFoZAHBGtllmzznpCI3s_albums.html
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,Justice (The Complete Edition),"9,700,232,566","2,474,756",https://kworb.net/spotify/artist/1uNFoZAHBGtllmzznpCI3s_albums.html
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,Justice (Triple Chucks Deluxe),"9,468,459,424","2,433,945",https://kworb.net/spotify/artist/1uNFoZAHBGtllmzznpCI3s_albums.html
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,Justice,"9,134,872,306","2,344,357",https://kworb.net/spotify/artist/1uNFoZAHBGtllmzznpCI3s_albums.html
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,^ Playlist for Gamers,"7,630,473,510","3,083,079",https://kworb.net/spotify/artist/1uNFoZAHBGtllmzznpCI3s_albums.html
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,^ My Worlds - The Collection (International Package),"5,606,471,071","3,132,766",https://kworb.net/spotify/artist/1uNFoZAHBGtllmzznpCI3s_albums.html
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,^ My Worlds - The Collection (Oz Package),"5,594,940,843","3,131,459",https://kworb.net/spotify/artist/1uNFoZAHBGtllmzznpCI3s_albums.html
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,My Worlds (Oz Version),"4,992,759,481","2,788,541",https://kworb.net/spotify/artist/1uNFoZAHBGtllmzznpCI3s_albums.html
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,My Worlds (International Version),"4,992,310,402","2,788,509",https://kworb.net/spotify/artist/1uNFoZAHBGtllmzznpCI3s_albums.html
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,^ The Best,"14,955,355,110","6,948,163",https://kworb.net/spotify/artist/66CXWjxzNUsdJxJ2JdwvnR_albums.html
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,"thank u, next","9,092,344,592","3,461,949",https://kworb.net/spotify/artist/66CXWjxzNUsdJxJ2JdwvnR_albums.html
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,Dangerous Woman,"8,388,334,364","3,977,659",https://kworb.net/spotify/artist/66CXWjxzNUsdJxJ2JdwvnR_albums.html
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,My Everything (Deluxe),"8,232,681,386","3,528,163",https://kworb.net/spotify/artist/66CXWjxzNUsdJxJ2JdwvnR_albums.html
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,My Everything,"8,229,792,591","3,532,548",https://kworb.net/spotify/artist/66CXWjxzNUsdJxJ2JdwvnR_albums.html
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,My Everything (Tenth Anniversary Edition),"8,228,244,247","3,531,747",https://kworb.net/spotify/artist/66CXWjxzNUsdJxJ2JdwvnR_albums.html
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,My Everything (Italian Edition),"8,225,167,168","3,526,661",https://kworb.net/spotify/artist/66CXWjxzNUsdJxJ2JdwvnR_albums.html
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,My Everything (Deluxe),"8,219,620,414","3,523,387",https://kworb.net/spotify/artist/66CXWjxzNUsdJxJ2JdwvnR_albums.html
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,Dangerous Woman,"8,128,365,523","3,939,959",https://kworb.net/spotify/artist/66CXWjxzNUsdJxJ2JdwvnR_albums.html
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,Dangerous Woman,"8,039,954,712","3,904,909",https://kworb.net/spotify/artist/66CXWjxzNUsdJxJ2JdwvnR_albums.html
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,ANTI (Deluxe),"8,826,493,133","3,338,501",https://kworb.net/spotify/artist/5pKCCKE2ajJHZ9KAiaK11H_albums.html
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,ANTI,"8,293,612,186","3,086,201",https://kworb.net/spotify/artist/5pKCCKE2ajJHZ9KAiaK11H_albums.html
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,Good Girl Gone Bad (Deluxe),"7,573,362,373","4,851,085",https://kworb.net/spotify/artist/5pKCCKE2ajJHZ9KAiaK11H_albums.html
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,Good Girl Gone Bad: Reloaded,"7,569,302,229","4,850,383",https://kworb.net/spotify/artist/5pKCCKE2ajJHZ9KAiaK11H_albums.html
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,Good Girl Gone Bad: Reloaded,"7,553,998,655","4,845,409",https://kworb.net/spotify/artist/5pKCCKE2ajJHZ9KAiaK11H_albums.html
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,Good Girl Gone Bad: Reloaded,"7,547,072,280","4,843,898",https://kworb.net/spotify/artist/5pKCCKE2ajJHZ9KAiaK11H_albums.html
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,Good Girl Gone Bad: Reloaded,"7,546,873,874","4,843,874",https://kworb.net/spotify/artist/5pKCCKE2ajJHZ9KAiaK11H_albums.html
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,Unapologetic (Deluxe),"5,654,740,807","2,678,627",https://kworb.net/spotify/artist/5pKCCKE2ajJHZ9KAiaK11H_albums.html
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,Unapologetic (Edited Version),"5,607,176,758","2,672,333",https://kworb.net/spotify/artist/5pKCCKE2ajJHZ9KAiaK11H_albums.html
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,Good Girl Gone Bad,"5,567,019,329","4,003,818",https://kworb.net/spotify/artist/5pKCCKE2ajJHZ9KAiaK11H_albums.html
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,The Fame Monster (France Virgin Version),"9,533,315,157","5,491,858",https://kworb.net/spotify/artist/1HY2Jd0NmPuamShAr6KMms_albums.html
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,The Fame Monster (France FNAC Version),"9,533,215,917","5,491,769",https://kworb.net/spotify/artist/1HY2Jd0NmPuamShAr6KMms_albums.html
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,The Fame Monster (International Deluxe),"9,533,164,207","5,491,745",https://kworb.net/spotify/artist/1HY2Jd0NmPuamShAr6KMms_albums.html
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,The Fame Monster (UK Deluxe),"9,532,062,289","5,491,222",https://kworb.net/spotify/artist/1HY2Jd0NmPuamShAr6KMms_albums.html
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,The Fame Monster (Deluxe Edition),"9,529,949,138","5,491,086",https://kworb.net/spotify/artist/1HY2Jd0NmPuamShAr6KMms_albums.html
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,The Fame Monster (Deluxe Edition),"9,509,131,516","5,479,501",https://kworb.net/spotify/artist/1HY2Jd0NmPuamShAr6KMms_albums.html
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,A Star Is Born Soundtrack (Without Dialogue),"6,395,439,144","1,925,163",https://kworb.net/spotify/artist/1HY2Jd0NmPuamShAr6KMms_albums.html
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,The Fame,"5,629,929,784","3,476,841",https://kworb.net/spotify/artist/1HY2Jd0NmPuamShAr6KMms_albums.html
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,MAYHEM,"5,069,931,323","5,755,544",https://kworb.net/spotify/artist/1HY2Jd0NmPuamShAr6KMms_albums.html
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,MAYHEM,"4,931,454,223","5,003,912",https://kworb.net/spotify/artist/1HY2Jd0NmPuamShAr6KMms_albums.html
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,+-=Ã·Ã (Tour Collection),"34,747,524,896","11,049,909",https://kworb.net/spotify/artist/6eUKZXaKkcviH0Ku9w2n3V_albums.html
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,+-=Ã·Ã (Tour Collection: Live),"34,449,904,181","9,541,295",https://kworb.net/spotify/artist/6eUKZXaKkcviH0Ku9w2n3V_albums.html
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,+-=Ã·Ã (Tour Collection),"34,424,454,808","9,519,499",https://kworb.net/spotify/artist/6eUKZXaKkcviH0Ku9w2n3V_albums.html
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,Ã· (Deluxe),"17,367,855,323","4,637,874",https://kworb.net/spotify/artist/6eUKZXaKkcviH0Ku9w2n3V_albums.html
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,x (Wembley Edition),"12,283,976,786","2,972,848",https://kworb.net/spotify/artist/6eUKZXaKkcviH0Ku9w2n3V_albums.html
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,x (Wembley Edition),"11,983,035,762","2,917,368",https://kworb.net/spotify/artist/6eUKZXaKkcviH0Ku9w2n3V_albums.html
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,x (Wembley Edition),"11,944,557,661","2,915,239",https://kworb.net/spotify/artist/6eUKZXaKkcviH0Ku9w2n3V_albums.html
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,x (Wembley Edition),"11,916,972,478","2,912,031",https://kworb.net/spotify/artist/6eUKZXaKkcviH0Ku9w2n3V_albums.html
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,x (10th Anniversary Edition),"11,828,029,351","2,934,690",https://kworb.net/spotify/artist/6eUKZXaKkcviH0Ku9w2n3V_albums.html
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,x (Deluxe Edition),"11,207,552,399","2,852,348",https://kworb.net/spotify/artist/6eUKZXaKkcviH0Ku9w2n3V_albums.html
Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","13,231,389,313","3,396,287",https://kworb.net/spotify/artist/6qqNVTkY8uBg9cP3Jd7DAH_albums.html
Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,dont smile at me (Expanded Edition),"11,926,398,791","4,266,588",https://kworb.net/spotify/artist/6qqNVTkY8uBg9cP3Jd7DAH_albums.html
Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,HIT ME HARD AND SOFT,"9,208,519,822","8,452,085",https://kworb.net/spotify/artist/6qqNVTkY8uBg9cP3Jd7DAH_albums.html
Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,dont smile at me,"7,761,562,279","2,843,504",https://kworb.net/spotify/artist/6qqNVTkY8uBg9cP3Jd7DAH_albums.html
Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,Happier Than Ever,"7,359,491,311","2,880,519",https://kworb.net/spotify/artist/6qqNVTkY8uBg9cP3Jd7DAH_albums.html
Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,Brat and itâs completely different but also still brat,"775,993,473","529,315",https://kworb.net/spotify/artist/6qqNVTkY8uBg9cP3Jd7DAH_albums.html
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,Parachutes,"6,566,778,148","4,286,343",https://kworb.net/spotify/artist/4gzpq5DPGxSnKTe4SA8HAU_albums.html
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,A Head Full of Dreams Tour Edition,"5,430,596,615","1,701,341",https://kworb.net/spotify/artist/4gzpq5DPGxSnKTe4SA8HAU_albums.html
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,A Rush of Blood to the Head,"5,226,084,360","2,695,924",https://kworb.net/spotify/artist/4gzpq5DPGxSnKTe4SA8HAU_albums.html
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,A Head Full of Dreams,"4,690,546,049","1,628,893",https://kworb.net/spotify/artist/4gzpq5DPGxSnKTe4SA8HAU_albums.html
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,Viva La Vida (Prospekt's March Edition),"4,024,713,352","1,597,324",https://kworb.net/spotify/artist/4gzpq5DPGxSnKTe4SA8HAU_albums.html
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,Viva La Vida or Death and All His Friends,"3,803,173,486","1,570,470",https://kworb.net/spotify/artist/4gzpq5DPGxSnKTe4SA8HAU_albums.html
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,Viva La Vida or Death and All His Friends,"3,795,801,681","1,569,668",https://kworb.net/spotify/artist/4gzpq5DPGxSnKTe4SA8HAU_albums.html
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,Ghost Stories,"3,761,087,453","1,213,772",https://kworb.net/spotify/artist/4gzpq5DPGxSnKTe4SA8HAU_albums.html
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,Memories...Do Not Open,"3,427,446,571","1,165,524",https://kworb.net/spotify/artist/4gzpq5DPGxSnKTe4SA8HAU_albums.html
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,Mylo Xyloto,"3,174,691,935","1,089,386",https://kworb.net/spotify/artist/4gzpq5DPGxSnKTe4SA8HAU_albums.html
Drake,3TVXtAsR1Inumwj472S9r4,Views,"11,512,207,950","3,872,052",https://kworb.net/spotify/artist/3TVXtAsR1Inumwj472S9r4_albums.html
Drake,3TVXtAsR1Inumwj472S9r4,Scorpion,"11,430,327,613","2,481,419",https://kworb.net/spotify/artist/3TVXtAsR1Inumwj472S9r4_albums.html
Drake,3TVXtAsR1Inumwj472S9r4,Scorpion,"11,268,903,358","2,427,496",https://kworb.net/spotify/artist/3TVXtAsR1Inumwj472S9r4_albums.html
Drake,3TVXtAsR1Inumwj472S9r4,More Life,"8,384,202,866","2,461,622",https://kworb.net/spotify/artist/3TVXtAsR1Inumwj472S9r4_albums.html
Drake,3TVXtAsR1Inumwj472S9r4,Certified Lover Boy,"6,672,029,240","2,692,659",https://kworb.net/spotify/artist/3TVXtAsR1Inumwj472S9r4_albums.html
Drake,3TVXtAsR1Inumwj472S9r4,Take Care (Deluxe),"6,573,060,182","3,521,772",https://kworb.net/spotify/artist/3TVXtAsR1Inumwj472S9r4_albums.html
Drake,3TVXtAsR1Inumwj472S9r4,Take Care (Deluxe),"5,915,685,795","3,377,331",https://kworb.net/spotify/artist/3TVXtAsR1Inumwj472S9r4_albums.html
Drake,3TVXtAsR1Inumwj472S9r4,Certified Lover Boy,"5,827,372,317","2,539,623",https://kworb.net/spotify/artist/3TVXtAsR1Inumwj472S9r4_albums.html
Drake,3TVXtAsR1Inumwj472S9r4,Nothing Was The Same (Deluxe),"4,784,614,610","1,297,300",https://kworb.net/spotify/artist/3TVXtAsR1Inumwj472S9r4_albums.html
Drake,3TVXtAsR1Inumwj472S9r4,Nothing Was The Same (Deluxe),"4,640,151,541","1,200,881",https://kworb.net/spotify/artist/3TVXtAsR1Inumwj472S9r4_albums.html
Bad Bunny,4q3ewBCX7sLwd24euuV69X,Un Verano Sin Ti,"21,109,348,968","7,756,668",https://kworb.net/spotify/artist/4q3ewBCX7sLwd24euuV69X_albums.html
Bad Bunny,4q3ewBCX7sLwd24euuV69X,YHLQMDLG,"11,658,309,837","3,558,464",https://kworb.net/spotify/artist/4q3ewBCX7sLwd24euuV69X_albums.html
Bad Bunny,4q3ewBCX7sLwd24euuV69X,DeBÃ TiRAR MÃ¡S FOToS,"7,859,196,030","12,347,095",https://kworb.net/spotify/artist/4q3ewBCX7sLwd24euuV69X_albums.html
Bad Bunny,4q3ewBCX7sLwd24euuV69X,EL ÃLTIMO TOUR DEL MUNDO,"7,655,095,547","2,349,467",https://kworb.net/spotify/artist/4q3ewBCX7sLwd24euuV69X_albums.html
Bad Bunny,4q3ewBCX7sLwd24euuV69X,X 100PRE,"6,804,863,881","1,712,490",https://kworb.net/spotify/artist/4q3ewBCX7sLwd24euuV69X_albums.html
Bad Bunny,4q3ewBCX7sLwd24euuV69X,nadie sabe lo que va a pasar maÃ±ana,"6,093,604,216","3,760,634",https://kworb.net/spotify/artist/4q3ewBCX7sLwd24euuV69X_albums.html
Bad Bunny,4q3ewBCX7sLwd24euuV69X,OASIS,"4,970,630,290","2,099,392",https://kworb.net/spotify/artist/4q3ewBCX7sLwd24euuV69X_albums.html
Bad Bunny,4q3ewBCX7sLwd24euuV69X,LAS QUE NO IBAN A SALIR,"2,535,957,118","584,497",https://kworb.net/spotify/artist/4q3ewBCX7sLwd24euuV69X_albums.html
Bad Bunny,4q3ewBCX7sLwd24euuV69X,Cosa Nuestra,"741,743,806","1,503,857",https://kworb.net/spotify/artist/4q3ewBCX7sLwd24euuV69X_albums.html
David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,^ New Year's Eve Party,"16,817,569,938","6,610,122",https://kworb.net/spotify/artist/1Cs0zKBU1kc0i8ypK3B9ai_albums.html
David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,^ New Year's Eve Party,"15,930,274,989","6,513,438",https://kworb.net/spotify/artist/1Cs0zKBU1kc0i8ypK3B9ai_albums.html
David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,Memories of Summer,"6,688,339,043","3,121,549",https://kworb.net/spotify/artist/1Cs0zKBU1kc0i8ypK3B9ai_albums.html
David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,Nothing but the Beat Ultimate,"6,030,927,653","2,621,431",https://kworb.net/spotify/artist/1Cs0zKBU1kc0i8ypK3B9ai_albums.html
David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,Nothing but the Beat Ultimate,"6,030,360,476","2,621,452",https://kworb.net/spotify/artist/1Cs0zKBU1kc0i8ypK3B9ai_albums.html
David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,Nothing but the Beat (Ultimate Edition),"6,030,214,562","2,621,387",https://kworb.net/spotify/artist/1Cs0zKBU1kc0i8ypK3B9ai_albums.html
David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,Nothing but the Beat 2.0,"5,904,426,664","2,607,339",https://kworb.net/spotify/artist/1Cs0zKBU1kc0i8ypK3B9ai_albums.html
David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,Nothing but the Beat 2.0,"5,844,737,826","2,603,715",https://kworb.net/spotify/artist/1Cs0zKBU1kc0i8ypK3B9ai_albums.html
David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,7: Anniversary Edition,"5,037,862,360","634,577",https://kworb.net/spotify/artist/1Cs0zKBU1kc0i8ypK3B9ai_albums.html
David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,Nothing but the Beat,"4,648,660,957","2,115,784",https://kworb.net/spotify/artist/1Cs0zKBU1kc0i8ypK3B9ai_albums.html
Sia,5WUlDfRSoLAfcVSX1WnrxN,This Is Acting (Deluxe Version),"7,322,867,613","2,318,065",https://kworb.net/spotify/artist/5WUlDfRSoLAfcVSX1WnrxN_albums.html
Sia,5WUlDfRSoLAfcVSX1WnrxN,This Is Acting,"5,824,174,412","1,930,905",https://kworb.net/spotify/artist/5WUlDfRSoLAfcVSX1WnrxN_albums.html
Sia,5WUlDfRSoLAfcVSX1WnrxN,This Is Acting (Japan Version),"4,910,800,698","1,533,503",https://kworb.net/spotify/artist/5WUlDfRSoLAfcVSX1WnrxN_albums.html
Sia,5WUlDfRSoLAfcVSX1WnrxN,This Is Acting,"4,908,780,066","1,533,400",https://kworb.net/spotify/artist/5WUlDfRSoLAfcVSX1WnrxN_albums.html
Sia,5WUlDfRSoLAfcVSX1WnrxN,1000 Forms Of Fear (Deluxe Version),"4,260,270,924","1,429,471",https://kworb.net/spotify/artist/5WUlDfRSoLAfcVSX1WnrxN_albums.html
Sia,5WUlDfRSoLAfcVSX1WnrxN,1000 Forms Of Fear,"4,077,863,734","1,380,840",https://kworb.net/spotify/artist/5WUlDfRSoLAfcVSX1WnrxN_albums.html
Sia,5WUlDfRSoLAfcVSX1WnrxN,1000 Forms Of Fear (Japan Version),"4,077,727,946","1,380,825",https://kworb.net/spotify/artist/5WUlDfRSoLAfcVSX1WnrxN_albums.html
Sia,5WUlDfRSoLAfcVSX1WnrxN,1000 Forms of Fear,"3,945,706,366","1,368,056",https://kworb.net/spotify/artist/5WUlDfRSoLAfcVSX1WnrxN_albums.html
Sia,5WUlDfRSoLAfcVSX1WnrxN,Nothing but the Beat 2.0,"2,488,823,594","952,869",https://kworb.net/spotify/artist/5WUlDfRSoLAfcVSX1WnrxN_albums.html
Sia,5WUlDfRSoLAfcVSX1WnrxN,Everyday Is Christmas (Snowman Deluxe Edition),"2,138,362,504","5,228,031",https://kworb.net/spotify/artist/5WUlDfRSoLAfcVSX1WnrxN_albums.html
Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,Short n' Sweet (Deluxe),"9,047,043,275","7,393,860",https://kworb.net/spotify/artist/74KM79TiuVKeVCqs8QtB0B_albums.html
Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,Short n' Sweet,"8,424,870,169","6,491,592",https://kworb.net/spotify/artist/74KM79TiuVKeVCqs8QtB0B_albums.html
Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,emails i canât send fwd:,"4,267,754,339","2,386,892",https://kworb.net/spotify/artist/74KM79TiuVKeVCqs8QtB0B_albums.html
Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,emails i can't send,"3,047,145,898","1,654,657",https://kworb.net/spotify/artist/74KM79TiuVKeVCqs8QtB0B_albums.html
Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,Espresso EP,"2,688,867,367","1,804,649",https://kworb.net/spotify/artist/74KM79TiuVKeVCqs8QtB0B_albums.html
Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,Manâs Best Friend,"1,956,179,505","8,547,125",https://kworb.net/spotify/artist/74KM79TiuVKeVCqs8QtB0B_albums.html
