artist_id,name,genres,followers,popularity
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,[],114401245,95
0du5cEVh5yTK9QJze8zA0C,Bruno Mars,[],76297605,91
06HL4z0CvFAxyc27GXpf02,Taylor Swift,[],147077066,100
1uNFoZAHBGtllmzznpCI3s,Justin Bieber,[],85491797,92
66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,['pop'],107960143,93
5pKCCKE2ajJHZ9KAiaK11H,Rihanna,[],69693196,92
1HY2Jd0NmPuamShAr6KMms,Lady Gaga,"['art pop', 'pop']",42938735,90
6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,['soft pop'],123328390,90
6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,[],119837922,92
4gzpq5DPGxSnKTe4SA8HAU,Coldplay,[],61311732,89
3TVXtAsR1Inumwj472S9r4,Drake,['rap'],104096094,97
4q3ewBCX7sLwd24euuV69X,Bad Bunny,"['reggaeton', 'trap latino', 'latin', 'urbano latino']",103875485,97
1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,['edm'],27258476,88
5WUlDfRSoLAfcVSX1WnrxN,Sia,[],30699573,85
74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,['pop'],27286740,92
04gDigrS5kc9YWfZHwBETP,Maroon 5,['pop'],46037983,87
7dGJo4pcD2V6oG8kP0tJRR,Eminem,"['rap', 'hip hop']",105299183,90
2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,"['hip hop', 'west coast hip hop']",45077754,90
0EmeFodog0BfCgMzAIvKQp,Shakira,['latin pop'],40199586,87
7tYKF4w9nC0nq9CsPZTHyP,SZA,['r&b'],33482743,88
1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,"['reggaeton', 'latin']",39303513,88
5K4W6rqBFWDnAN6FQUkS6x,Kanye West,['rap'],31297871,91
6jJ0s89eD6GaHleKKya26X,Katy Perry,['pop'],38675704,85
7CajNmpbOovFoOoasH2HaY,Calvin Harris,['edm'],23121247,85
246dkjvS1zLTtiykXe5h60,Post Malone,[],47853951,87
4VMYDCV2IEDYJArk749S6m,Daddy Yankee,"['reggaeton', 'latin']",38069265,88
3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,[],38014604,87
6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,['pop'],47103433,87
4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,['christmas'],12068762,84
00FQb4jTyendYWaN8pK0wa,Lana Del Rey,[],52586129,90
0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,['rap'],41528652,91
7bXgB6jMjp9ATFy66eO08Z,Chris Brown,['r&b'],28694410,89
5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,[],35072751,87
0TnOYISbd1XYRBk9myaseg,Pitbull,[],12046009,85
53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,[],58577505,87
4dpARuHxo51G3z768sgnrY,Adele,['soft pop'],67284548,85
45dkTj5sMRSjrmBSBeiHym,Tate McRae,[],9563524,91
3PhoLpVuITZKcymswpck5b,Elton John,[],15681099,83
7mW7Tv7NvywKKXqafZo0Lc,KPop Demon Hunters Cast,['k-pop'],1833687,90
7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,"['indie', 'garage rock']",32387442,86
1dfeR4HaWDbWqFHLkxsg1d,Queen,"['classic rock', 'rock', 'glam rock']",55487747,85
4G9NDjRyZFDlJKMRL8hx3S,sombr,[],3023212,86
6XyY86QOPPrYVGvF9ch6wz,Linkin Park,"['nu metal', 'rap metal', 'rock', 'alternative metal']",32169060,90
6vWDO969PvNqNYHIOW5v0m,Beyoncé,[],41412571,85
1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,[],9676664,83
2wY79sveU1sp5g7SokKOiI,Sam Smith,['soft pop'],26418282,83
5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,[],26686632,82
0fTSzq9jAh4c36UVb4V7CB,Alex Warren,[],3062362,86
0oOet2f43PA68X5RxKobEy,Shreya Ghoshal,"['bollywood', 'hindi pop', 'desi', 'kannada pop', 'marathi pop']",33271972,86
1RyvyyTE3xzB2ZywiAwp0i,Future,['rap'],22916095,90
6LuN9FCkKOj5PcnpouEgny,Khalid,[],16992838,83
4YRxDV8wJFPHPTeXepOstw,Arijit Singh,"['hindi pop', 'bollywood', 'desi', 'bangla pop']",166497336,91
77SW9BnxLY8rJ0RciFqkHh,The Neighbourhood,[],21893397,86
1mcTU81TzQhprhouKaTkpq,Rauw Alejandro,"['reggaeton', 'urbano latino', 'trap latino', 'latin']",31480305,90
00x1fYSGhdqScXBRpSj3DW,Olivia Dean,['pop soul'],1992560,91
26VFTg2z8YR0cCuwLzESi2,Halsey,[],22469022,82
0RMJOzHDhAKY1o2j0W0vxY,EJAE,['k-pop'],495454,88
6U1dV7aL68N7Gb0Naq34V5,REI AMI,[],307981,87
64KEffDW9EtZ1y2vBYgq8T,Marshmello,['edm'],34534406,81
2yNNYQBChuox9A5Ka93BIn,HUNTR/X,['k-pop'],4013343,87
0Wwji82sLA0Hcvtuak3omb,AUDREY NUNA,[],539188,87
